source_base,spec,variable,std_err,p_value,contrast,coef,direction,stars,sign_stars
mixed,spec_p_attack,v2jureview_lag1,0.3638376049057881,0.2040448521532356,expand_vs_mixed,0.462114391148251,raw,,0
mixed,spec_p_attack,v2jureview_lag1,0.3638376049057881,0.2040448521532356,mixed_vs_expand,-0.462114391148251,reversed,,0
mixed,spec_p_attack,legal_common,0.4645716254444584,0.0674844937110514,contract_vs_mixed,0.849438396857077,raw,*,+*
mixed,spec_p_attack,legal_common,0.4645716254444584,0.0674844937110514,mixed_vs_contract,-0.849438396857077,reversed,*,-*
mixed,spec_p_attack,legal_common,0.3745276015152114,0.0053415046527282,expand_vs_mixed,-1.0433152484040868,raw,***,-***
mixed,spec_p_attack,legal_common,0.3745276015152114,0.0053415046527282,mixed_vs_expand,1.0433152484040868,reversed,***,+***
mixed,spec_p_attack,legal_civil,0.4118624591627707,0.8528249556547332,contract_vs_mixed,0.0764067484054036,raw,,0
mixed,spec_p_attack,legal_civil,0.4118624591627707,0.8528249556547332,mixed_vs_contract,-0.0764067484054036,reversed,,0
mixed,spec_p_attack,legal_civil,0.3059865182233179,0.3235599066648936,expand_vs_mixed,-0.3020603362752868,raw,,0
mixed,spec_p_attack,legal_civil,0.3059865182233179,0.3235599066648936,mixed_vs_expand,0.3020603362752868,reversed,,0
mixed,spec_p_attack,high_court,0.2842782847004379,0.0347345049984391,contract_vs_mixed,-0.6002365579938509,raw,**,-**
mixed,spec_p_attack,high_court,0.2842782847004379,0.0347345049984391,mixed_vs_contract,0.6002365579938509,reversed,**,+**
mixed,spec_p_attack,high_court,0.1520335461222474,0.8036384355523444,expand_vs_mixed,-0.0378017838000155,raw,,0
mixed,spec_p_attack,high_court,0.1520335461222474,0.8036384355523444,mixed_vs_expand,0.0378017838000155,reversed,,0
mixed,spec_p_attack,j_ind_lag1,0.2420331171659015,0.3418565745318664,contract_vs_mixed,0.2300532781853131,raw,,0
mixed,spec_p_attack,j_ind_lag1,0.2420331171659015,0.3418565745318664,mixed_vs_contract,-0.2300532781853131,reversed,,0
mixed,spec_p_attack,j_ind_lag1,0.1766750995873787,0.0347878686403697,expand_vs_mixed,0.3729291647015523,raw,**,+**
mixed,spec_p_attack,j_ind_lag1,0.1766750995873787,0.0347878686403697,mixed_vs_expand,-0.3729291647015523,reversed,**,-**
mixed,spec_govprot_attack,wdj_govprot_lag1,0.3219210801951899,0.1865111887482319,contract_vs_mixed,0.4252482618034294,raw,,0
mixed,spec_govprot_attack,wdj_govprot_lag1,0.3219210801951899,0.1865111887482319,mixed_vs_contract,-0.4252482618034294,reversed,,0
mixed,spec_govprot_attack,wdj_govprot_lag1,0.2543548664582697,0.6820661369998267,expand_vs_mixed,0.1041952840260031,raw,,0
mixed,spec_govprot_attack,wdj_govprot_lag1,0.2543548664582697,0.6820661369998267,mixed_vs_expand,-0.1041952840260031,reversed,,0
mixed,spec_govprot_attack,v2jupoatck_lag1,0.1252746100852167,0.0447240776150907,contract_vs_mixed,0.2514562516351589,raw,**,+**
mixed,spec_govprot_attack,v2jupoatck_lag1,0.1252746100852167,0.0447240776150907,mixed_vs_contract,-0.2514562516351589,reversed,**,-**
mixed,spec_govprot_attack,v2jupoatck_lag1,0.1018697599345608,0.5879884818763186,expand_vs_mixed,0.0551882763355814,raw,,0
mixed,spec_govprot_attack,v2jupoatck_lag1,0.1018697599345608,0.5879884818763186,mixed_vs_expand,-0.0551882763355814,reversed,,0
mixed,spec_govprot_attack,v2x_polyarchy_lag1,1.3010052183143843,2.475670048011241e-05,contract_vs_mixed,-5.486347268848544,raw,***,-***
mixed,spec_govprot_attack,v2x_polyarchy_lag1,1.3010052183143843,2.475670048011241e-05,mixed_vs_contract,5.486347268848544,reversed,***,+***
mixed,spec_govprot_attack,v2x_polyarchy_lag1,0.912993008252823,0.0208479781965315,expand_vs_mixed,-2.109676945958753,raw,**,-**
mixed,spec_govprot_attack,v2x_polyarchy_lag1,0.912993008252823,0.0208479781965315,mixed_vs_expand,2.109676945958753,reversed,**,+**
mixed,spec_govprot_attack,v2jureview_lag1,0.3708073198340937,0.4377287515250623,contract_vs_mixed,-0.2877591878029575,raw,,0
mixed,spec_govprot_attack,v2jureview_lag1,0.3708073198340937,0.4377287515250623,mixed_vs_contract,0.2877591878029575,reversed,,0
mixed,spec_govprot_attack,v2jureview_lag1,0.352361384568175,0.1640975717307583,expand_vs_mixed,0.4902832957530144,raw,,0
mixed,spec_govprot_attack,v2jureview_lag1,0.352361384568175,0.1640975717307583,mixed_vs_expand,-0.4902832957530144,reversed,,0
mixed,spec_govprot_attack,legal_common,0.4856903189478835,0.2644608795284026,contract_vs_mixed,0.5419864357540366,raw,,0
mixed,spec_govprot_attack,legal_common,0.4856903189478835,0.2644608795284026,mixed_vs_contract,-0.5419864357540366,reversed,,0
mixed,spec_govprot_attack,legal_common,0.3757051994762713,0.0015679087547981,expand_vs_mixed,-1.1879091233591446,raw,***,-***
mixed,spec_govprot_attack,legal_common,0.3757051994762713,0.0015679087547981,mixed_vs_expand,1.1879091233591446,reversed,***,+***
mixed,spec_govprot_attack,legal_civil,0.4287539440432333,0.6076811297266835,contract_vs_mixed,0.2201163992336758,raw,,0
mixed,spec_govprot_attack,legal_civil,0.4287539440432333,0.6076811297266835,mixed_vs_contract,-0.2201163992336758,reversed,,0
mixed,spec_govprot_attack,legal_civil,0.3695740906425164,0.6470948592830184,expand_vs_mixed,-0.1691916752968279,raw,,0
mixed,spec_govprot_attack,legal_civil,0.3695740906425164,0.6470948592830184,mixed_vs_expand,0.1691916752968279,reversed,,0
mixed,spec_govprot_attack,high_court,0.272270060779739,0.0526151437715735,contract_vs_mixed,-0.5276774081405929,raw,*,-*
mixed,spec_govprot_attack,high_court,0.272270060779739,0.0526151437715735,mixed_vs_contract,0.5276774081405929,reversed,*,+*
mixed,spec_govprot_attack,high_court,0.1622296923455632,0.911633909005896,expand_vs_mixed,-0.0180039029435993,raw,,0
mixed,spec_govprot_attack,high_court,0.1622296923455632,0.911633909005896,mixed_vs_expand,0.0180039029435993,reversed,,0
mixed,spec_govprot_attack,j_ind_lag1,0.2724849146555448,0.5916859270096224,contract_vs_mixed,0.1461594114314059,raw,,0
mixed,spec_govprot_attack,j_ind_lag1,0.2724849146555448,0.5916859270096224,mixed_vs_contract,-0.1461594114314059,reversed,,0
mixed,spec_govprot_attack,j_ind_lag1,0.2138767102390076,0.1080264106633655,expand_vs_mixed,0.343727134057455,raw,,0
mixed,spec_govprot_attack,j_ind_lag1,0.2138767102390076,0.1080264106633655,mixed_vs_expand,-0.343727134057455,reversed,,0
mixed,spec_c_reform_decision,wdj_citizen_lag1,0.6345360294473114,0.2093148587554731,contract_vs_mixed,0.7966292889894043,raw,,0
mixed,spec_c_reform_decision,wdj_citizen_lag1,0.6345360294473114,0.2093148587554731,mixed_vs_contract,-0.7966292889894043,reversed,,0
mixed,spec_c_reform_decision,wdj_citizen_lag1,0.3823630997816214,0.1242546470831425,expand_vs_mixed,0.5877524594954474,raw,,0
mixed,spec_c_reform_decision,wdj_citizen_lag1,0.3823630997816214,0.1242546470831425,mixed_vs_expand,-0.5877524594954474,reversed,,0
mixed,spec_c_reform_decision,v2jureform_lag1,0.2495709405244839,0.6082395368585178,contract_vs_mixed,0.1279270736179801,raw,,0
mixed,spec_c_reform_decision,v2jureform_lag1,0.2495709405244839,0.6082395368585178,mixed_vs_contract,-0.1279270736179801,reversed,,0
mixed,spec_c_reform_decision,v2jureform_lag1,0.1856076332310418,0.3022570720168889,expand_vs_mixed,-0.1914738120346333,raw,,0
mixed,spec_c_reform_decision,v2jureform_lag1,0.1856076332310418,0.3022570720168889,mixed_vs_expand,0.1914738120346333,reversed,,0
mixed,spec_c_reform_decision,v2x_polyarchy_lag1,1.2923841429889276,5.7503777527207774e-05,contract_vs_mixed,-5.199037601032264,raw,***,-***
mixed,spec_c_reform_decision,v2x_polyarchy_lag1,1.2923841429889276,5.7503777527207774e-05,mixed_vs_contract,5.199037601032264,reversed,***,+***
mixed,spec_c_reform_decision,v2x_polyarchy_lag1,0.7907206472278279,0.0145992569303975,expand_vs_mixed,-1.9310744999677536,raw,**,-**
mixed,spec_c_reform_decision,v2x_polyarchy_lag1,0.7907206472278279,0.0145992569303975,mixed_vs_expand,1.9310744999677536,reversed,**,+**
mixed,spec_c_reform_decision,v2jureview_lag1,0.342341148621311,0.3256520776577388,contract_vs_mixed,-0.3364903005575289,raw,,0
mixed,spec_c_reform_decision,v2jureview_lag1,0.342341148621311,0.3256520776577388,mixed_vs_contract,0.3364903005575289,reversed,,0
mixed,spec_c_reform_decision,v2jureview_lag1,0.3574400716680541,0.4386825968072775,expand_vs_mixed,0.2768086576992213,raw,,0
mixed,spec_c_reform_decision,v2jureview_lag1,0.3574400716680541,0.4386825968072775,mixed_vs_expand,-0.2768086576992213,reversed,,0
mixed,spec_c_reform_decision,legal_common,0.5175753545451833,0.149067756432878,contract_vs_mixed,0.7467743684099863,raw,,0
mixed,spec_c_reform_decision,legal_common,0.5175753545451833,0.149067756432878,mixed_vs_contract,-0.7467743684099863,reversed,,0
mixed,spec_c_reform_decision,legal_common,0.4342721158303569,0.0141963250699888,expand_vs_mixed,-1.064946811530088,raw,**,-**
mixed,spec_c_reform_decision,legal_common,0.4342721158303569,0.0141963250699888,mixed_vs_expand,1.064946811530088,reversed,**,+**
mixed,spec_c_reform_decision,legal_civil,0.4433849922767455,0.8154218105643366,contract_vs_mixed,-0.1035026190574621,raw,,0
mixed,spec_c_reform_decision,legal_civil,0.4433849922767455,0.8154218105643366,mixed_vs_contract,0.1035026190574621,reversed,,0
mixed,spec_c_reform_decision,legal_civil,0.2911639073215648,0.1191017167661687,expand_vs_mixed,-0.4537949931439798,raw,,0
mixed,spec_c_reform_decision,legal_civil,0.2911639073215648,0.1191017167661687,mixed_vs_expand,0.4537949931439798,reversed,,0
mixed,spec_c_reform_decision,high_court,0.3132828776007755,0.1226930926838222,contract_vs_mixed,-0.4835733337443626,raw,,0
mixed,spec_c_reform_decision,high_court,0.3132828776007755,0.1226930926838222,mixed_vs_contract,0.4835733337443626,reversed,,0
mixed,spec_c_reform_decision,high_court,0.156531534007413,0.4924073386049969,expand_vs_mixed,-0.107456545520361,raw,,0
mixed,spec_c_reform_decision,high_court,0.156531534007413,0.4924073386049969,mixed_vs_expand,0.107456545520361,reversed,,0
mixed,spec_c_reform_decision,j_ind_lag1,0.2325042882262452,0.4312956360569449,contract_vs_mixed,0.1829754057845631,raw,,0
mixed,spec_c_reform_decision,j_ind_lag1,0.2325042882262452,0.4312956360569449,mixed_vs_contract,-0.1829754057845631,reversed,,0
mixed,spec_c_reform_decision,j_ind_lag1,0.1752504053403388,0.0164008603529475,expand_vs_mixed,0.4205783271009787,raw,**,+**
mixed,spec_c_reform_decision,j_ind_lag1,0.1752504053403388,0.0164008603529475,mixed_vs_expand,-0.4205783271009787,reversed,**,-**
mixed,spec_im_reform_decision,wdj_intermediaries_lag1,0.9356316712592904,0.8623437413360713,contract_vs_mixed,0.1622305367820355,raw,,0
mixed,spec_im_reform_decision,wdj_intermediaries_lag1,0.9356316712592904,0.8623437413360713,mixed_vs_contract,-0.1622305367820355,reversed,,0
mixed,spec_im_reform_decision,wdj_intermediaries_lag1,0.5442380437927321,0.2520548370893447,expand_vs_mixed,-0.6233553517461681,raw,,0
mixed,spec_im_reform_decision,wdj_intermediaries_lag1,0.5442380437927321,0.2520548370893447,mixed_vs_expand,0.6233553517461681,reversed,,0
mixed,spec_im_reform_decision,v2jureform_lag1,0.2614494937082032,0.6213217502671704,contract_vs_mixed,0.1291502855789984,raw,,0
mixed,spec_im_reform_decision,v2jureform_lag1,0.2614494937082032,0.6213217502671704,mixed_vs_contract,-0.1291502855789984,reversed,,0
mixed,spec_im_reform_decision,v2jureform_lag1,0.1951040053605531,0.3347304324715398,expand_vs_mixed,-0.18820307357783,raw,,0
mixed,spec_im_reform_decision,v2jureform_lag1,0.1951040053605531,0.3347304324715398,mixed_vs_expand,0.18820307357783,reversed,,0
mixed,spec_im_reform_decision,v2x_polyarchy_lag1,1.341744833258611,0.0001154895236448,contract_vs_mixed,-5.173108023653948,raw,***,-***
mixed,spec_im_reform_decision,v2x_polyarchy_lag1,1.341744833258611,0.0001154895236448,mixed_vs_contract,5.173108023653948,reversed,***,+***
mixed,spec_im_reform_decision,v2x_polyarchy_lag1,0.8116496308992223,0.0246826243077865,expand_vs_mixed,-1.8232361369283987,raw,**,-**
mixed,spec_im_reform_decision,v2x_polyarchy_lag1,0.8116496308992223,0.0246826243077865,mixed_vs_expand,1.8232361369283987,reversed,**,+**
mixed,spec_im_reform_decision,v2jureview_lag1,0.3583888586396976,0.3413496907815506,contract_vs_mixed,-0.3410076542925996,raw,,0
mixed,spec_im_reform_decision,v2jureview_lag1,0.3583888586396976,0.3413496907815506,mixed_vs_contract,0.3410076542925996,reversed,,0
mixed,spec_im_reform_decision,v2jureview_lag1,0.3567780661869775,0.4466693773283688,expand_vs_mixed,0.2715007552750913,raw,,0
mixed,spec_im_reform_decision,v2jureview_lag1,0.3567780661869775,0.4466693773283688,mixed_vs_expand,-0.2715007552750913,reversed,,0
mixed,spec_im_reform_decision,legal_common,0.542808233906546,0.1963939840771503,contract_vs_mixed,0.7012504996195333,raw,,0
mixed,spec_im_reform_decision,legal_common,0.542808233906546,0.1963939840771503,mixed_vs_contract,-0.7012504996195333,reversed,,0
mixed,spec_im_reform_decision,legal_common,0.4352772742965476,0.0074775285092271,expand_vs_mixed,-1.1642768381756046,raw,***,-***
mixed,spec_im_reform_decision,legal_common,0.4352772742965476,0.0074775285092271,mixed_vs_expand,1.1642768381756046,reversed,***,+***
mixed,spec_im_reform_decision,legal_civil,0.4838147053614776,0.8213959858657873,contract_vs_mixed,0.1092210960231391,raw,,0
mixed,spec_im_reform_decision,legal_civil,0.4838147053614776,0.8213959858657873,mixed_vs_contract,-0.1092210960231391,reversed,,0
mixed,spec_im_reform_decision,legal_civil,0.3315302863487212,0.6852664775162511,expand_vs_mixed,-0.1343649528826298,raw,,0
mixed,spec_im_reform_decision,legal_civil,0.3315302863487212,0.6852664775162511,mixed_vs_expand,0.1343649528826298,reversed,,0
mixed,spec_im_reform_decision,high_court,0.3123130461918871,0.1254941569025767,contract_vs_mixed,-0.4784993786373727,raw,,0
mixed,spec_im_reform_decision,high_court,0.3123130461918871,0.1254941569025767,mixed_vs_contract,0.4784993786373727,reversed,,0
mixed,spec_im_reform_decision,high_court,0.1582004040856721,0.4735032122672336,expand_vs_mixed,-0.1133965883033406,raw,,0
mixed,spec_im_reform_decision,high_court,0.1582004040856721,0.4735032122672336,mixed_vs_expand,0.1133965883033406,reversed,,0
mixed,spec_im_reform_decision,j_ind_lag1,0.2434276464729863,0.4795237970561167,contract_vs_mixed,0.172120065162697,raw,,0
mixed,spec_im_reform_decision,j_ind_lag1,0.2434276464729863,0.4795237970561167,mixed_vs_contract,-0.172120065162697,reversed,,0
mixed,spec_im_reform_decision,j_ind_lag1,0.1770719398439071,0.0256485906152295,expand_vs_mixed,0.3951345268282793,raw,**,+**
mixed,spec_im_reform_decision,j_ind_lag1,0.1770719398439071,0.0256485906152295,mixed_vs_expand,-0.3951345268282793,reversed,**,-**
mixed,spec_p_reform_decision,wdj_press_lag1,0.4464538376229636,0.0005276631359513,contract_vs_mixed,1.547545442372197,raw,***,+***
mixed,spec_p_reform_decision,wdj_press_lag1,0.4464538376229636,0.0005276631359513,mixed_vs_contract,-1.547545442372197,reversed,***,-***
mixed,spec_p_reform_decision,wdj_press_lag1,0.3367251375233494,0.036238959443632,expand_vs_mixed,0.7051819160263946,raw,**,+**
mixed,spec_p_reform_decision,wdj_press_lag1,0.3367251375233494,0.036238959443632,mixed_vs_expand,-0.7051819160263946,reversed,**,-**
mixed,spec_p_reform_decision,v2jureform_lag1,0.2492110296003666,0.5689597645575338,contract_vs_mixed,0.141946658581374,raw,,0
mixed,spec_p_reform_decision,v2jureform_lag1,0.2492110296003666,0.5689597645575338,mixed_vs_contract,-0.141946658581374,reversed,,0
mixed,spec_p_reform_decision,v2jureform_lag1,0.1921507102987003,0.3594106397146898,expand_vs_mixed,-0.1761039516982952,raw,,0
mixed,spec_p_reform_decision,v2jureform_lag1,0.1921507102987003,0.3594106397146898,mixed_vs_expand,0.1761039516982952,reversed,,0
mixed,spec_p_reform_decision,v2x_polyarchy_lag1,1.1969757175335345,3.627556321739623e-06,contract_vs_mixed,-5.543977636227105,raw,***,-***
mixed,spec_p_reform_decision,v2x_polyarchy_lag1,1.1969757175335345,3.627556321739623e-06,mixed_vs_contract,5.543977636227105,reversed,***,+***
mixed,spec_p_reform_decision,v2x_polyarchy_lag1,0.788892221718714,0.0086874309209548,expand_vs_mixed,-2.0701443387138605,raw,***,-***
mixed,spec_p_reform_decision,v2x_polyarchy_lag1,0.788892221718714,0.0086874309209548,mixed_vs_expand,2.0701443387138605,reversed,***,+***
mixed,spec_p_reform_decision,v2jureview_lag1,0.3687796292516971,0.2914972662620883,contract_vs_mixed,-0.3890045044888636,raw,,0
mixed,spec_p_reform_decision,v2jureview_lag1,0.3687796292516971,0.2914972662620883,mixed_vs_contract,0.3890045044888636,reversed,,0
mixed,spec_p_reform_decision,v2jureview_lag1,0.3520318510769382,0.4500940223227001,expand_vs_mixed,0.2658749724820043,raw,,0
mixed,spec_p_reform_decision,v2jureview_lag1,0.3520318510769382,0.4500940223227001,mixed_vs_expand,-0.2658749724820043,reversed,,0
mixed,spec_p_reform_decision,legal_common,0.5089639409035793,0.087440902552485,contract_vs_mixed,0.8698469819359171,raw,*,+*
mixed,spec_p_reform_decision,legal_common,0.5089639409035793,0.087440902552485,mixed_vs_contract,-0.8698469819359171,reversed,*,-*
mixed,spec_p_reform_decision,legal_common,0.4430198685160494,0.020474096352461,expand_vs_mixed,-1.0267182038643674,raw,**,-**
mixed,spec_p_reform_decision,legal_common,0.4430198685160494,0.020474096352461,mixed_vs_expand,1.0267182038643674,reversed,**,+**
mixed,spec_p_reform_decision,legal_civil,0.4431599693693222,0.8773846083312705,contract_vs_mixed,-0.0683731694916998,raw,,0
mixed,spec_p_reform_decision,legal_civil,0.4431599693693222,0.8773846083312705,mixed_vs_contract,0.0683731694916998,reversed,,0
mixed,spec_p_reform_decision,legal_civil,0.3069008941790559,0.2139480221294698,expand_vs_mixed,-0.3814110362231037,raw,,0
mixed,spec_p_reform_decision,legal_civil,0.3069008941790559,0.2139480221294698,mixed_vs_expand,0.3814110362231037,reversed,,0
mixed,spec_p_reform_decision,high_court,0.3121528089857006,0.1150639186712804,contract_vs_mixed,-0.4919012070978267,raw,,0
mixed,spec_p_reform_decision,high_court,0.3121528089857006,0.1150639186712804,mixed_vs_contract,0.4919012070978267,reversed,,0
mixed,spec_p_reform_decision,high_court,0.1567247705338443,0.4822358030335359,expand_vs_mixed,-0.1101322373450162,raw,,0
mixed,spec_p_reform_decision,high_court,0.1567247705338443,0.4822358030335359,mixed_vs_expand,0.1101322373450162,reversed,,0
mixed,spec_p_reform_decision,j_ind_lag1,0.2270817773511496,0.4276455706966866,contract_vs_mixed,0.1801274003889833,raw,,0
mixed,spec_p_reform_decision,j_ind_lag1,0.2270817773511496,0.4276455706966866,mixed_vs_contract,-0.1801274003889833,reversed,,0
mixed,spec_p_reform_decision,j_ind_lag1,0.1714257969727322,0.0179851516882157,expand_vs_mixed,0.4055803518861418,raw,**,+**
mixed,spec_p_reform_decision,j_ind_lag1,0.1714257969727322,0.0179851516882157,mixed_vs_expand,-0.4055803518861418,reversed,**,-**
mixed,spec_govprot_reform_decision,wdj_govprot_lag1,0.3181617205661038,0.575761392753989,contract_vs_mixed,0.1780390607542512,raw,,0
mixed,spec_govprot_reform_decision,wdj_govprot_lag1,0.3181617205661038,0.575761392753989,mixed_vs_contract,-0.1780390607542512,reversed,,0
mixed,spec_govprot_reform_decision,wdj_govprot_lag1,0.2101913075442398,0.8161961009842962,expand_vs_mixed,0.0488569170650777,raw,,0
mixed,spec_govprot_reform_decision,wdj_govprot_lag1,0.2101913075442398,0.8161961009842962,mixed_vs_expand,-0.0488569170650777,reversed,,0
mixed,spec_govprot_reform_decision,v2jureform_lag1,0.2589133724463639,0.6036583149992647,contract_vs_mixed,0.1344140709062582,raw,,0
mixed,spec_govprot_reform_decision,v2jureform_lag1,0.2589133724463639,0.6036583149992647,mixed_vs_contract,-0.1344140709062582,reversed,,0
mixed,spec_govprot_reform_decision,v2jureform_lag1,0.1973469683072311,0.337984200734271,expand_vs_mixed,-0.1890891425981189,raw,,0
mixed,spec_govprot_reform_decision,v2jureform_lag1,0.1973469683072311,0.337984200734271,mixed_vs_expand,0.1890891425981189,reversed,,0
mixed,spec_govprot_reform_decision,v2x_polyarchy_lag1,1.4103704102533334,0.0004469849107147,contract_vs_mixed,-4.951340048716714,raw,***,-***
mixed,spec_govprot_reform_decision,v2x_polyarchy_lag1,1.4103704102533334,0.0004469849107147,mixed_vs_contract,4.951340048716714,reversed,***,+***
mixed,spec_govprot_reform_decision,v2x_polyarchy_lag1,0.8872628745682156,0.0440464413836949,expand_vs_mixed,-1.7866356340564284,raw,**,-**
mixed,spec_govprot_reform_decision,v2x_polyarchy_lag1,0.8872628745682156,0.0440464413836949,mixed_vs_expand,1.7866356340564284,reversed,**,+**
mixed,spec_govprot_reform_decision,v2jureview_lag1,0.3659670738364649,0.3134316961084151,contract_vs_mixed,-0.368912165918643,raw,,0
mixed,spec_govprot_reform_decision,v2jureview_lag1,0.3659670738364649,0.3134316961084151,mixed_vs_contract,0.368912165918643,reversed,,0
mixed,spec_govprot_reform_decision,v2jureview_lag1,0.3515641070692761,0.4467640963609363,expand_vs_mixed,0.2674772926219605,raw,,0
mixed,spec_govprot_reform_decision,v2jureview_lag1,0.3515641070692761,0.4467640963609363,mixed_vs_expand,-0.2674772926219605,reversed,,0
mixed,spec_govprot_reform_decision,legal_common,0.5329429083289374,0.2185652594066169,contract_vs_mixed,0.6557074589241095,raw,,0
mixed,spec_govprot_reform_decision,legal_common,0.5329429083289374,0.2185652594066169,mixed_vs_contract,-0.6557074589241095,reversed,,0
mixed,spec_govprot_reform_decision,legal_common,0.4406106731134677,0.0119090306785136,expand_vs_mixed,-1.1080602680046805,raw,**,-**
mixed,spec_govprot_reform_decision,legal_common,0.4406106731134677,0.0119090306785136,mixed_vs_expand,1.1080602680046805,reversed,**,+**
mixed,spec_govprot_reform_decision,legal_civil,0.455769199732269,0.9420561876872444,contract_vs_mixed,0.0331279265204607,raw,,0
mixed,spec_govprot_reform_decision,legal_civil,0.455769199732269,0.9420561876872444,mixed_vs_contract,-0.0331279265204607,reversed,,0
mixed,spec_govprot_reform_decision,legal_civil,0.2932949175471287,0.2833541614405462,expand_vs_mixed,-0.314651165960395,raw,,0
mixed,spec_govprot_reform_decision,legal_civil,0.2932949175471287,0.2833541614405462,mixed_vs_expand,0.314651165960395,reversed,,0
mixed,spec_govprot_reform_decision,high_court,0.3001378387869915,0.129745344045192,contract_vs_mixed,-0.4547408992771466,raw,,0
mixed,spec_govprot_reform_decision,high_court,0.3001378387869915,0.129745344045192,mixed_vs_contract,0.4547408992771466,reversed,,0
mixed,spec_govprot_reform_decision,high_court,0.1478929976514308,0.5210388638026391,expand_vs_mixed,-0.0949095694839074,raw,,0
mixed,spec_govprot_reform_decision,high_court,0.1478929976514308,0.5210388638026391,mixed_vs_expand,0.0949095694839074,reversed,,0
mixed,spec_govprot_reform_decision,j_ind_lag1,0.2684211908944885,0.6510623503507128,contract_vs_mixed,0.1214033740275124,raw,,0
mixed,spec_govprot_reform_decision,j_ind_lag1,0.2684211908944885,0.6510623503507128,mixed_vs_contract,-0.1214033740275124,reversed,,0
mixed,spec_govprot_reform_decision,j_ind_lag1,0.1950804531345923,0.0482492016993078,expand_vs_mixed,0.3853164696018755,raw,**,+**
mixed,spec_govprot_reform_decision,j_ind_lag1,0.1950804531345923,0.0482492016993078,mixed_vs_expand,-0.3853164696018755,reversed,**,-**
mixed,spec_c_pack_decision,wdj_citizen_lag1,0.6197274609751958,0.2406917366118207,contract_vs_mixed,0.7271011641823943,raw,,0
mixed,spec_c_pack_decision,wdj_citizen_lag1,0.6197274609751958,0.2406917366118207,mixed_vs_contract,-0.7271011641823943,reversed,,0
mixed,spec_c_pack_decision,wdj_citizen_lag1,0.3651685652553713,0.1678600336869401,expand_vs_mixed,0.5036085764489752,raw,,0
mixed,spec_c_pack_decision,wdj_citizen_lag1,0.3651685652553713,0.1678600336869401,mixed_vs_expand,-0.5036085764489752,reversed,,0
mixed,spec_c_pack_decision,v2jupack_lag1,0.2578756647862167,0.067928525817818,contract_vs_mixed,0.4707470409144813,raw,*,+*
mixed,spec_c_pack_decision,v2jupack_lag1,0.2578756647862167,0.067928525817818,mixed_vs_contract,-0.4707470409144813,reversed,*,-*
mixed,spec_c_pack_decision,v2jupack_lag1,0.2325002485236896,0.2815400952716079,expand_vs_mixed,0.2503716330541212,raw,,0
mixed,spec_c_pack_decision,v2jupack_lag1,0.2325002485236896,0.2815400952716079,mixed_vs_expand,-0.2503716330541212,reversed,,0
mixed,spec_c_pack_decision,v2x_polyarchy_lag1,1.7700152875843846,0.0001101630997203,contract_vs_mixed,-6.844724873065056,raw,***,-***
mixed,spec_c_pack_decision,v2x_polyarchy_lag1,1.7700152875843846,0.0001101630997203,mixed_vs_contract,6.844724873065056,reversed,***,+***
mixed,spec_c_pack_decision,v2x_polyarchy_lag1,1.2744095450039217,0.0092661051425655,expand_vs_mixed,-3.3161117357657086,raw,***,-***
mixed,spec_c_pack_decision,v2x_polyarchy_lag1,1.2744095450039217,0.0092661051425655,mixed_vs_expand,3.3161117357657086,reversed,***,+***
mixed,spec_c_pack_decision,v2jureview_lag1,0.3511474862516577,0.2588333324940129,contract_vs_mixed,-0.3964992076711761,raw,,0
mixed,spec_c_pack_decision,v2jureview_lag1,0.3511474862516577,0.2588333324940129,mixed_vs_contract,0.3964992076711761,reversed,,0
mixed,spec_c_pack_decision,v2jureview_lag1,0.3548879982131425,0.4004660697748611,expand_vs_mixed,0.2983859763204367,raw,,0
mixed,spec_c_pack_decision,v2jureview_lag1,0.3548879982131425,0.4004660697748611,mixed_vs_expand,-0.2983859763204367,reversed,,0
mixed,spec_c_pack_decision,legal_common,0.4955629402629906,0.2500010387870747,contract_vs_mixed,0.570069270904982,raw,,0
mixed,spec_c_pack_decision,legal_common,0.4955629402629906,0.2500010387870747,mixed_vs_contract,-0.570069270904982,reversed,,0
mixed,spec_c_pack_decision,legal_common,0.3860174923193386,0.0214135639629688,expand_vs_mixed,-0.8880765308484299,raw,**,-**
mixed,spec_c_pack_decision,legal_common,0.3860174923193386,0.0214135639629688,mixed_vs_expand,0.8880765308484299,reversed,**,+**
mixed,spec_c_pack_decision,legal_civil,0.407607045304922,0.9957581332408044,contract_vs_mixed,0.0021670088708716,raw,,0
mixed,spec_c_pack_decision,legal_civil,0.407607045304922,0.9957581332408044,mixed_vs_contract,-0.0021670088708716,reversed,,0
mixed,spec_c_pack_decision,legal_civil,0.291000758814238,0.7105465743850149,expand_vs_mixed,-0.1079968192713519,raw,,0
mixed,spec_c_pack_decision,legal_civil,0.291000758814238,0.7105465743850149,mixed_vs_expand,0.1079968192713519,reversed,,0
mixed,spec_c_pack_decision,high_court,0.2965433945640837,0.1286220980248554,contract_vs_mixed,-0.4506148904731827,raw,,0
mixed,spec_c_pack_decision,high_court,0.2965433945640837,0.1286220980248554,mixed_vs_contract,0.4506148904731827,reversed,,0
mixed,spec_c_pack_decision,high_court,0.1438661163169358,0.7151660318649877,expand_vs_mixed,-0.0525006046352021,raw,,0
