spec,variable,contrast,coef_mean,coef_min,coef_max,std_err_mean,p_value_mean,n_versions,max_abs_diff,stars,coef_se
spec_c_attack,j_ind_lag1,expand_vs_mixed,0.3915746845301755,0.3915746845301734,0.3915746845301777,0.189903351662651,0.0392107574402612,2,4.274358644806853e-15,**,0.392** (0.190)
spec_c_attack,legal_civil,contract_vs_expand,0.37993289983656425,0.3799328998365638,0.3799328998365647,0.3473897016936441,0.2740956887698658,2,8.881784197001252e-16,,0.380 (0.347)
spec_c_attack,legal_civil,contract_vs_mixed,0.060518766846928654,0.0605187668469275,0.0605187668469298,0.40463653635601926,0.8811091820007805,2,2.2967738821932926e-15,,0.061 (0.405)
spec_c_attack,legal_civil,expand_vs_mixed,-0.31941413298963517,-0.319414132989636,-0.3194141329896344,0.3228188825323499,0.32244152232429635,2,1.609823385706477e-15,,-0.319 (0.323)
spec_c_attack,legal_common,contract_vs_expand,1.8345995752637876,1.8345995752637865,1.8345995752637885,0.3452481047668501,1.0732797342430177e-07,2,1.9984014443252818e-15,***,1.835*** (0.345)
spec_c_attack,legal_common,contract_vs_mixed,0.7130685428991173,0.713068542899116,0.7130685428991186,0.4890898225575778,0.14485430498184987,2,2.55351295663786e-15,,0.713 (0.489)
spec_c_attack,legal_common,expand_vs_mixed,-1.1215310323646683,-1.1215310323646686,-1.121531032364668,0.3801802163820221,0.0031777556882909503,2,6.661338147750939e-16,***,-1.122*** (0.380)
spec_c_attack,v2jupoatck_lag1,contract_vs_expand,0.14971076434521347,0.1497107643452133,0.1497107643452136,0.12244326488603721,0.22144492672616461,2,3.0531133177191805e-16,,0.150 (0.122)
spec_c_attack,v2jupoatck_lag1,contract_vs_mixed,0.1814084548281844,0.1814084548281841,0.1814084548281847,0.1025035794206156,0.0767643333153902,2,6.106226635438361e-16,*,0.181* (0.103)
spec_c_attack,v2jupoatck_lag1,expand_vs_mixed,0.031697690482971,0.0316976904829706,0.0316976904829714,0.09491659766036009,0.7384149619192532,2,7.979727989493313e-16,,0.032 (0.095)
spec_c_attack,v2jureview_lag1,contract_vs_expand,-0.7588454541255953,-0.7588454541255973,-0.7588454541255935,0.3031682725635835,0.012312802227781,2,3.885780586188048e-15,**,-0.759** (0.303)
spec_c_attack,v2jureview_lag1,contract_vs_mixed,-0.2626860180796433,-0.2626860180796451,-0.2626860180796416,0.33602069029389436,0.43435828603808246,2,3.497202527569243e-15,,-0.263 (0.336)
spec_c_attack,v2jureview_lag1,expand_vs_mixed,0.4961594360459508,0.4961594360459507,0.4961594360459509,0.3631234270242329,0.17182417400671807,2,2.220446049250313e-16,,0.496 (0.363)
spec_c_attack,v2x_polyarchy_lag1,contract_vs_expand,-3.4444024752914135,-3.4444024752914166,-3.444402475291411,1.1663897908023135,0.00314655272772445,2,5.773159728050814e-15,***,-3.444*** (1.166)
spec_c_attack,v2x_polyarchy_lag1,contract_vs_mixed,-5.696540740162529,-5.696540740162546,-5.696540740162513,1.3155691125692872,1.490442546631958e-05,2,3.2862601528904634e-14,***,-5.697*** (1.316)
spec_c_attack,v2x_polyarchy_lag1,expand_vs_mixed,-2.2521382648711183,-2.252138264871132,-2.252138264871105,0.9113110919079622,0.0134616566031069,2,2.708944180085382e-14,**,-2.252** (0.911)
spec_c_attack,wdj_citizen_lag1,contract_vs_expand,0.3338270475092568,0.3338270475092568,0.3338270475092568,0.404553393510867,0.40927266408993,2,0.0,,0.334 (0.405)
spec_c_attack,wdj_citizen_lag1,contract_vs_mixed,0.9939966292271187,0.9939966292271186,0.993996629227119,0.6421097368262516,0.1216182633072711,2,3.3306690738754696e-16,,0.994 (0.642)
spec_c_attack,wdj_citizen_lag1,expand_vs_mixed,0.6601695817178617,0.6601695817178612,0.6601695817178621,0.424702373806235,0.1200821789057467,2,8.881784197001252e-16,,0.660 (0.425)
spec_c_attack_decision,high_court,contract_vs_expand,-0.4898640798360331,-0.4898640798360332,-0.4898640798360329,0.26397116349222816,0.06348942014117755,2,2.7755575615628914e-16,*,-0.490* (0.264)
spec_c_attack_decision,high_court,contract_vs_mixed,-0.5861151499210775,-0.5861151499210777,-0.5861151499210772,0.29894212557313904,0.0499221024288351,2,5.551115123125783e-16,**,-0.586** (0.299)
spec_c_attack_decision,high_court,expand_vs_mixed,-0.0962510700850443,-0.0962510700850446,-0.096251070085044,0.1515147021059175,0.5252595437515837,2,6.106226635438361e-16,,-0.096 (0.152)
spec_c_attack_decision,j_ind_lag1,contract_vs_expand,-0.15912649604306575,-0.159126496043066,-0.1591264960430655,0.2530471800965193,0.5294530148068655,2,4.996003610813204e-16,,-0.159 (0.253)
spec_c_attack_decision,j_ind_lag1,contract_vs_mixed,0.23417304574349934,0.2341730457434992,0.2341730457434995,0.2251649643833226,0.29833684116912074,2,3.0531133177191805e-16,,0.234 (0.225)
spec_c_attack_decision,j_ind_lag1,expand_vs_mixed,0.3932995417865647,0.3932995417865637,0.3932995417865657,0.17882408204849937,0.027851933720471553,2,1.9984014443252818e-15,**,0.393** (0.179)
spec_c_attack_decision,legal_civil,contract_vs_expand,0.06964148936173944,0.0696414893617394,0.0696414893617395,0.3359618364753634,0.8357834757204081,2,9.71445146547012e-17,,0.070 (0.336)
spec_c_attack_decision,legal_civil,contract_vs_mixed,-0.15131047721926955,-0.1513104772192698,-0.1513104772192693,0.38096442166631417,0.6912366104167756,2,4.996003610813204e-16,,-0.151 (0.381)
