spec,variable,contrast,n_versions,sources,coef_min,coef_max,coef_mean,max_abs_diff,sign_patterns
spec_extended_3_spline_interact,high_court,contract_vs_expand,2,"contract, expand",-0.2642154970612455,-0.2642154970612394,-0.2642154970612425,6.050715484207103e-15,0
spec_extended_3_spline_interact,legal_civil,mixed_vs_expand,2,"expand, mixed",0.0091686158335114,0.0091686158335174,0.009168615833514401,6.000408503403776e-15,0
spec_extended_3_spline_interact,legal_civil,expand_vs_mixed,2,"expand, mixed",-0.0091686158335174,-0.0091686158335114,-0.009168615833514401,6.000408503403776e-15,0
spec_im_attack,legal_civil,contract_vs_mixed,2,"contract, mixed",0.2863313604552793,0.2863313604552853,0.2863313604552823,5.995204332975845e-15,0
spec_im_attack,legal_civil,mixed_vs_contract,2,"contract, mixed",-0.2863313604552853,-0.2863313604552793,-0.2863313604552823,5.995204332975845e-15,0
spec_im_pack,legal_civil,mixed_vs_contract,2,"contract, mixed",-0.4810641834481931,-0.4810641834481872,-0.48106418344819013,5.88418203051333e-15,0
spec_im_pack,legal_civil,contract_vs_mixed,2,"contract, mixed",0.4810641834481872,0.4810641834481931,0.48106418344819013,5.88418203051333e-15,0
spec_c_attack,v2x_polyarchy_lag1,contract_vs_expand,2,"contract, expand",-3.4444024752914166,-3.444402475291411,-3.4444024752914135,5.773159728050814e-15,-***
spec_im_attack,legal_common,expand_vs_contract,2,"contract, expand",-1.8953926377624957,-1.89539263776249,-1.8953926377624928,5.773159728050814e-15,-***
spec_p_reform,v2x_polyarchy_lag1,expand_vs_mixed,2,"expand, mixed",-2.0358742854423797,-2.035874285442374,-2.035874285442377,5.773159728050814e-15,-***
spec_im_attack,legal_common,mixed_vs_expand,2,"expand, mixed",1.2181166945106332,1.218116694510639,1.218116694510636,5.773159728050814e-15,+***
spec_govprot_reform,legal_common,mixed_vs_expand,2,"expand, mixed",1.3370048346259815,1.3370048346259873,1.3370048346259844,5.773159728050814e-15,+***
spec_govprot_reform,legal_common,expand_vs_mixed,2,"expand, mixed",-1.3370048346259873,-1.3370048346259815,-1.3370048346259844,5.773159728050814e-15,-***
spec_im_attack,legal_common,expand_vs_mixed,2,"expand, mixed",-1.218116694510639,-1.2181166945106332,-1.218116694510636,5.773159728050814e-15,-***
spec_im_attack,legal_common,contract_vs_expand,2,"contract, expand",1.89539263776249,1.8953926377624957,1.8953926377624928,5.773159728050814e-15,+***
spec_c_attack,v2x_polyarchy_lag1,expand_vs_contract,2,"contract, expand",3.444402475291411,3.4444024752914166,3.4444024752914135,5.773159728050814e-15,+***
spec_p_reform,v2x_polyarchy_lag1,mixed_vs_expand,2,"expand, mixed",2.035874285442374,2.0358742854423797,2.035874285442377,5.773159728050814e-15,+***
spec_extended_3_spline,j_ind_lag1,expand_vs_contract,2,"contract, expand",0.211711889751242,0.2117118897512477,0.21171188975124483,5.689893001203927e-15,0
spec_extended_3_spline,j_ind_lag1,contract_vs_expand,2,"contract, expand",-0.2117118897512477,-0.211711889751242,-0.21171188975124483,5.689893001203927e-15,0
spec_extended_2,legal_common,contract_vs_mixed,2,"contract, mixed",0.5300304684169892,0.5300304684169949,0.5300304684169921,5.662137425588298e-15,0
spec_extended_2,legal_common,mixed_vs_contract,2,"contract, mixed",-0.5300304684169949,-0.5300304684169892,-0.5300304684169921,5.662137425588298e-15,0
spec_c_pack,v2jureview_lag1,expand_vs_mixed,2,"expand, mixed",0.4505463974349574,0.450546397434963,0.45054639743496017,5.6066262743570405e-15,0
spec_c_pack,v2jureview_lag1,mixed_vs_expand,2,"expand, mixed",-0.450546397434963,-0.4505463974349574,-0.45054639743496017,5.6066262743570405e-15,0
spec_govprot_reform,legal_civil,mixed_vs_expand,2,"expand, mixed",0.3362838671780361,0.3362838671780416,0.3362838671780388,5.495603971894525e-15,0
spec_govprot_reform,legal_civil,expand_vs_mixed,2,"expand, mixed",-0.3362838671780416,-0.3362838671780361,-0.3362838671780388,5.495603971894525e-15,0
spec_c_pack,j_ind_lag1,expand_vs_contract,2,"contract, expand",0.1436075361757354,0.1436075361757409,0.14360753617573815,5.495603971894525e-15,0
spec_c_reform,v2jureview_lag1,expand_vs_mixed,2,"expand, mixed",0.4589267893242313,0.4589267893242368,0.45892678932423403,5.495603971894525e-15,0
spec_extended_2,v2jureview_lag1,mixed_vs_expand,2,"expand, mixed",-0.4887964182872464,-0.4887964182872409,-0.48879641828724363,5.495603971894525e-15,0
spec_c_reform,v2jureview_lag1,mixed_vs_expand,2,"expand, mixed",-0.4589267893242368,-0.4589267893242313,-0.45892678932423403,5.495603971894525e-15,0
spec_c_pack,j_ind_lag1,contract_vs_expand,2,"contract, expand",-0.1436075361757409,-0.1436075361757354,-0.14360753617573815,5.495603971894525e-15,0
spec_extended_2,v2jureview_lag1,expand_vs_mixed,2,"expand, mixed",0.4887964182872409,0.4887964182872464,0.48879641828724363,5.495603971894525e-15,0
spec_im_reform,legal_common,contract_vs_mixed,2,"contract, mixed",0.9157252699148294,0.9157252699148348,0.9157252699148322,5.440092820663267e-15,+*
spec_im_reform,legal_common,mixed_vs_contract,2,"contract, mixed",-0.9157252699148348,-0.9157252699148294,-0.9157252699148322,5.440092820663267e-15,-*
spec_im_pack,legal_civil,expand_vs_mixed,2,"expand, mixed",0.1562453514324673,0.1562453514324727,0.15624535143246998,5.412337245047638e-15,0
spec_im_pack,legal_civil,mixed_vs_expand,2,"expand, mixed",-0.1562453514324727,-0.1562453514324673,-0.15624535143246998,5.412337245047638e-15,0
spec_c_attack,j_ind_lag1,contract_vs_mixed,2,"contract, mixed",0.2437676471942876,0.243767647194293,0.24376764719429028,5.412337245047638e-15,0
spec_c_attack,j_ind_lag1,mixed_vs_contract,2,"contract, mixed",-0.243767647194293,-0.2437676471942876,-0.24376764719429028,5.412337245047638e-15,0
spec_im_reform,legal_common,mixed_vs_expand,2,"expand, mixed",1.3697867074515788,1.3697867074515842,1.3697867074515815,5.329070518200751e-15,+***
spec_c_reform,v2jureview_lag1,contract_vs_mixed,2,"contract, mixed",-0.3308884100396943,-0.330888410039689,-0.33088841003969166,5.329070518200751e-15,0
spec_im_reform,legal_common,expand_vs_mixed,2,"expand, mixed",-1.3697867074515842,-1.3697867074515788,-1.3697867074515815,5.329070518200751e-15,-***
spec_c_reform,v2jureview_lag1,mixed_vs_contract,2,"contract, mixed",0.330888410039689,0.3308884100396943,0.33088841003969166,5.329070518200751e-15,0
spec_extended_1_spline,j_ind_lag1,contract_vs_mixed,2,"contract, mixed",0.0398901546335005,0.0398901546335057,0.0398901546335031,5.204170427930421e-15,0
spec_extended_1_spline,j_ind_lag1,mixed_vs_contract,2,"contract, mixed",-0.0398901546335057,-0.0398901546335005,-0.0398901546335031,5.204170427930421e-15,0
spec_p_reform_decision,legal_common,expand_vs_mixed,2,"expand, mixed",-1.0267182038643674,-1.0267182038643623,-1.0267182038643647,5.10702591327572e-15,-**
spec_p_reform_decision,legal_common,mixed_vs_expand,2,"expand, mixed",1.0267182038643623,1.0267182038643674,1.0267182038643647,5.10702591327572e-15,+**
spec_c_attack_decision,v2x_polyarchy_lag1,expand_vs_mixed,2,"expand, mixed",-2.566361266341611,-2.566361266341606,-2.566361266341609,4.884981308350689e-15,-***
spec_c_attack_decision,v2x_polyarchy_lag1,mixed_vs_expand,2,"expand, mixed",2.566361266341606,2.566361266341611,2.566361266341609,4.884981308350689e-15,+***
spec_im_pack,j_ind_lag1,mixed_vs_expand,2,"expand, mixed",-0.3600411865587403,-0.3600411865587354,-0.36004118655873785,4.884981308350689e-15,-*
spec_im_pack,j_ind_lag1,expand_vs_mixed,2,"expand, mixed",0.3600411865587354,0.3600411865587403,0.36004118655873785,4.884981308350689e-15,+*
spec_govprot_reform,v2jureview_lag1,contract_vs_expand,2,"contract, expand",-0.8290040462417992,-0.8290040462417945,-0.8290040462417969,4.773959005888173e-15,-**
spec_govprot_reform,v2jureview_lag1,expand_vs_contract,2,"contract, expand",0.8290040462417945,0.8290040462417992,0.8290040462417969,4.773959005888173e-15,+**
spec_p_pack,legal_civil,contract_vs_mixed,2,"contract, mixed",0.2273797617953259,0.2273797617953306,0.22737976179532826,4.690692279041286e-15,0
spec_p_pack,legal_civil,mixed_vs_contract,2,"contract, mixed",-0.2273797617953306,-0.2273797617953259,-0.22737976179532826,4.690692279041286e-15,0
spec_p_reform,legal_common,contract_vs_mixed,2,"contract, mixed",1.1122938069217136,1.1122938069217183,1.1122938069217159,4.6629367034256575e-15,+**
spec_p_reform,legal_common,mixed_vs_contract,2,"contract, mixed",-1.1122938069217183,-1.1122938069217136,-1.1122938069217159,4.6629367034256575e-15,-**
spec_extended_3,legal_common,mixed_vs_expand,2,"expand, mixed",1.1659874834019093,1.165987483401914,1.1659874834019117,4.6629367034256575e-15,+***
spec_extended_3,legal_common,expand_vs_mixed,2,"expand, mixed",-1.165987483401914,-1.1659874834019093,-1.1659874834019117,4.6629367034256575e-15,-***
spec_p_pack,v2jupack_lag1,mixed_vs_contract,2,"contract, mixed",-0.4864104469313401,-0.4864104469313355,-0.48641044693133784,4.6074255521944e-15,-**
spec_c_pack,legal_civil,contract_vs_expand,2,"contract, expand",0.4180033382887451,0.4180033382887497,0.41800333828874736,4.6074255521944e-15,0
spec_p_pack,v2jupack_lag1,contract_vs_mixed,2,"contract, mixed",0.4864104469313355,0.4864104469313401,0.48641044693133784,4.6074255521944e-15,+**
spec_c_pack,legal_civil,expand_vs_contract,2,"contract, expand",-0.4180033382887497,-0.4180033382887451,-0.41800333828874736,4.6074255521944e-15,0
spec_govprot_reform,j_ind_lag1,contract_vs_mixed,2,"contract, mixed",0.1099751397569807,0.1099751397569853,0.109975139756983,4.593547764386585e-15,0
spec_govprot_reform,j_ind_lag1,mixed_vs_contract,2,"contract, mixed",-0.1099751397569853,-0.1099751397569807,-0.109975139756983,4.593547764386585e-15,0
spec_p_pack,j_ind_lag1,expand_vs_contract,2,"contract, expand",0.1368515209186703,0.1368515209186749,0.1368515209186726,4.579669976578771e-15,0
spec_p_pack,j_ind_lag1,contract_vs_expand,2,"contract, expand",-0.1368515209186749,-0.1368515209186703,-0.1368515209186726,4.579669976578771e-15,0
spec_extended_1_spline,legal_civil,expand_vs_mixed,2,"expand, mixed",-0.4091192511093551,-0.4091192511093506,-0.4091192511093529,4.496403249731884e-15,0
spec_extended_1_spline,legal_civil,mixed_vs_expand,2,"expand, mixed",0.4091192511093506,0.4091192511093551,0.4091192511093529,4.496403249731884e-15,0
spec_extended_2,v2jureview_lag1,contract_vs_expand,2,"contract, expand",-0.7729975942232921,-0.7729975942232876,-0.7729975942232898,4.440892098500626e-15,-**
spec_extended_2,v2jureview_lag1,expand_vs_contract,2,"contract, expand",0.7729975942232876,0.7729975942232921,0.7729975942232898,4.440892098500626e-15,+**
spec_extended_3_spline,v2x_polyarchy_lag1,mixed_vs_contract,2,"contract, mixed",6.277015614639558,6.277015614639563,6.277015614639561,4.440892098500626e-15,+***
spec_extended_3_spline,v2x_polyarchy_lag1,contract_vs_mixed,2,"contract, mixed",-6.277015614639563,-6.277015614639558,-6.277015614639561,4.440892098500626e-15,-***
spec_extended_3,legal_common,mixed_vs_contract,2,"contract, mixed",-0.6217378676154867,-0.6217378676154822,-0.6217378676154844,4.440892098500626e-15,0
spec_extended_3,legal_common,contract_vs_mixed,2,"contract, mixed",0.6217378676154822,0.6217378676154867,0.6217378676154844,4.440892098500626e-15,0
spec_extended_3,j_ind_lag1,contract_vs_mixed,2,"contract, mixed",0.1957178746916384,0.1957178746916428,0.1957178746916406,4.413136522884997e-15,0
spec_extended_3,j_ind_lag1,mixed_vs_contract,2,"contract, mixed",-0.1957178746916428,-0.1957178746916384,-0.1957178746916406,4.413136522884997e-15,0
spec_extended_3_spline,wdj_expression_lag1,contract_vs_expand,2,"contract, expand",0.2676914954972076,0.267691495497212,0.26769149549720983,4.385380947269368e-15,0
spec_extended_3_spline,wdj_expression_lag1,expand_vs_contract,2,"contract, expand",-0.267691495497212,-0.2676914954972076,-0.26769149549720983,4.385380947269368e-15,0
spec_govprot_reform,j_ind_lag1,mixed_vs_expand,2,"expand, mixed",-0.373604773925927,-0.3736047739259227,-0.37360477392592484,4.3298697960381105e-15,-*
spec_govprot_reform,j_ind_lag1,expand_vs_mixed,2,"expand, mixed",0.3736047739259227,0.373604773925927,0.37360477392592484,4.3298697960381105e-15,+*
spec_im_pack,v2jupack_lag1,contract_vs_mixed,2,"contract, mixed",0.5634140746584089,0.5634140746584132,0.5634140746584111,4.3298697960381105e-15,+**
spec_im_pack,v2jupack_lag1,mixed_vs_contract,2,"contract, mixed",-0.5634140746584132,-0.5634140746584089,-0.5634140746584111,4.3298697960381105e-15,-**
spec_c_attack,j_ind_lag1,mixed_vs_expand,2,"expand, mixed",-0.3915746845301777,-0.3915746845301734,-0.3915746845301755,4.274358644806853e-15,-**
spec_c_attack,j_ind_lag1,expand_vs_mixed,2,"expand, mixed",0.3915746845301734,0.3915746845301777,0.3915746845301755,4.274358644806853e-15,+**
spec_govprot_pack,legal_common,expand_vs_contract,2,"contract, expand",-1.7943864144699144,-1.7943864144699102,-1.7943864144699124,4.218847493575595e-15,-***
spec_govprot_pack,legal_common,contract_vs_expand,2,"contract, expand",1.7943864144699102,1.7943864144699144,1.7943864144699124,4.218847493575595e-15,+***
spec_im_pack,j_ind_lag1,contract_vs_expand,2,"contract, expand",-0.1316376465751931,-0.1316376465751889,-0.131637646575191,4.218847493575595e-15,0
spec_im_pack,j_ind_lag1,expand_vs_contract,2,"contract, expand",0.1316376465751889,0.1316376465751931,0.131637646575191,4.218847493575595e-15,0
spec_govprot_reform,legal_civil,contract_vs_mixed,2,"contract, mixed",0.3373777247789262,0.3373777247789303,0.33737772477892825,4.107825191113079e-15,0
spec_govprot_reform,legal_civil,mixed_vs_contract,2,"contract, mixed",-0.3373777247789303,-0.3373777247789262,-0.33737772477892825,4.107825191113079e-15,0
spec_govprot_pack,legal_civil,expand_vs_contract,2,"contract, expand",-0.4353832694091454,-0.4353832694091413,-0.43538326940914335,4.107825191113079e-15,0
spec_govprot_pack,legal_civil,contract_vs_expand,2,"contract, expand",0.4353832694091413,0.4353832694091454,0.43538326940914335,4.107825191113079e-15,0
spec_extended_1_spline,wdj_expression_lag1,contract_vs_mixed,2,"contract, mixed",0.3795570984685646,0.3795570984685686,0.3795570984685666,3.9968028886505635e-15,0
spec_c_reform_decision,legal_common,mixed_vs_expand,2,"expand, mixed",1.064946811530088,1.064946811530092,1.06494681153009,3.9968028886505635e-15,+**
spec_im_pack,legal_common,mixed_vs_expand,2,"expand, mixed",1.2170116733362255,1.2170116733362295,1.2170116733362275,3.9968028886505635e-15,+***
spec_im_pack,legal_common,expand_vs_mixed,2,"expand, mixed",-1.2170116733362295,-1.2170116733362255,-1.2170116733362275,3.9968028886505635e-15,-***
spec_p_pack_decision,v2x_polyarchy_lag1,contract_vs_expand,2,"contract, expand",-3.672999388446796,-3.672999388446792,-3.6729993884467937,3.9968028886505635e-15,-***
spec_p_pack_decision,v2x_polyarchy_lag1,expand_vs_contract,2,"contract, expand",3.672999388446792,3.672999388446796,3.6729993884467937,3.9968028886505635e-15,+***
spec_p_reform,j_ind_lag1,mixed_vs_contract,2,"contract, mixed",-0.1641483614499002,-0.1641483614498962,-0.1641483614498982,3.9968028886505635e-15,0
spec_p_reform,j_ind_lag1,contract_vs_mixed,2,"contract, mixed",0.1641483614498962,0.1641483614499002,0.1641483614498982,3.9968028886505635e-15,0
spec_extended_1,legal_common,expand_vs_contract,2,"contract, expand",-2.190248000733217,-2.190248000733213,-2.190248000733215,3.9968028886505635e-15,-***
spec_extended_1,legal_common,contract_vs_expand,2,"contract, expand",2.190248000733213,2.190248000733217,2.190248000733215,3.9968028886505635e-15,+***
spec_c_pack,legal_common,contract_vs_expand,2,"contract, expand",1.86534627372354,1.865346273723544,1.865346273723542,3.9968028886505635e-15,+***
spec_c_pack,legal_common,expand_vs_contract,2,"contract, expand",-1.865346273723544,-1.86534627372354,-1.865346273723542,3.9968028886505635e-15,-***
spec_c_reform_decision,legal_common,expand_vs_mixed,2,"expand, mixed",-1.064946811530092,-1.064946811530088,-1.06494681153009,3.9968028886505635e-15,-**
spec_c_reform_decision,legal_civil,mixed_vs_expand,2,"expand, mixed",0.4537949931439798,0.4537949931439838,0.4537949931439818,3.9968028886505635e-15,0
spec_c_reform_decision,legal_civil,expand_vs_mixed,2,"expand, mixed",-0.4537949931439838,-0.4537949931439798,-0.4537949931439818,3.9968028886505635e-15,0
spec_extended_1_spline,wdj_expression_lag1,mixed_vs_contract,2,"contract, mixed",-0.3795570984685686,-0.3795570984685646,-0.3795570984685666,3.9968028886505635e-15,0
spec_govprot_pack,j_ind_lag1,mixed_vs_expand,2,"expand, mixed",-0.3476866714639907,-0.3476866714639867,-0.3476866714639887,3.9968028886505635e-15,0
spec_govprot_pack,j_ind_lag1,expand_vs_mixed,2,"expand, mixed",0.3476866714639867,0.3476866714639907,0.3476866714639887,3.9968028886505635e-15,0
spec_extended_3_spline,v2jureview_lag1,expand_vs_mixed,2,"expand, mixed",0.4045960355089275,0.4045960355089314,0.4045960355089294,3.941291737419306e-15,0
spec_extended_3_spline,v2jureview_lag1,mixed_vs_expand,2,"expand, mixed",-0.4045960355089314,-0.4045960355089275,-0.4045960355089294,3.941291737419306e-15,0
spec_p_attack,v2jureview_lag1,expand_vs_mixed,2,"expand, mixed",0.462114391148251,0.4621143911482549,0.4621143911482529,3.941291737419306e-15,0
spec_p_attack,v2jureview_lag1,mixed_vs_expand,2,"expand, mixed",-0.4621143911482549,-0.462114391148251,-0.4621143911482529,3.941291737419306e-15,0
spec_extended_2_spline,v2jureview_lag1,mixed_vs_contract,2,"contract, mixed",0.2729145186976264,0.2729145186976303,0.27291451869762834,3.885780586188048e-15,0
spec_extended_2_spline,v2jureview_lag1,contract_vs_mixed,2,"contract, mixed",-0.2729145186976303,-0.2729145186976264,-0.27291451869762834,3.885780586188048e-15,0
spec_c_attack,v2jureview_lag1,expand_vs_contract,2,"contract, expand",0.7588454541255935,0.7588454541255973,0.7588454541255953,3.885780586188048e-15,+**
spec_c_attack,v2jureview_lag1,contract_vs_expand,2,"contract, expand",-0.7588454541255973,-0.7588454541255935,-0.7588454541255953,3.885780586188048e-15,-**
spec_govprot_pack,j_ind_lag1,contract_vs_expand,2,"contract, expand",-0.1736717734207258,-0.1736717734207219,-0.17367177342072385,3.885780586188048e-15,0
spec_govprot_pack,j_ind_lag1,expand_vs_contract,2,"contract, expand",0.1736717734207219,0.1736717734207258,0.17367177342072385,3.885780586188048e-15,0
spec_govprot_attack,j_ind_lag1,expand_vs_mixed,2,"expand, mixed",0.343727134057455,0.3437271340574588,0.3437271340574569,3.83026943495679e-15,0
spec_govprot_attack,j_ind_lag1,mixed_vs_expand,2,"expand, mixed",-0.3437271340574588,-0.343727134057455,-0.3437271340574569,3.83026943495679e-15,0
spec_extended_3_spline_interact,v2jupack_lag1,expand_vs_contract,2,"contract, expand",-0.2962183657046844,-0.2962183657046806,-0.2962183657046825,3.83026943495679e-15,-**
spec_extended_3_spline_interact,v2jupack_lag1,contract_vs_expand,2,"contract, expand",0.2962183657046806,0.2962183657046844,0.2962183657046825,3.83026943495679e-15,+**
spec_c_pack,v2jupack_lag1,expand_vs_mixed,2,"expand, mixed",0.2524319764483939,0.2524319764483977,0.25243197644839577,3.83026943495679e-15,0
spec_c_pack,v2jupack_lag1,mixed_vs_expand,2,"expand, mixed",-0.2524319764483977,-0.2524319764483939,-0.25243197644839577,3.83026943495679e-15,0
spec_c_pack,legal_civil,mixed_vs_contract,2,"contract, mixed",-0.2125928063780119,-0.2125928063780081,-0.21259280637800998,3.802513859341161e-15,0
spec_c_pack,legal_civil,contract_vs_mixed,2,"contract, mixed",0.2125928063780081,0.2125928063780119,0.21259280637800998,3.802513859341161e-15,0
spec_p_attack,v2jureview_lag1,expand_vs_contract,2,"contract, expand",0.8198577851282487,0.8198577851282525,0.8198577851282506,3.774758283725532e-15,+**
spec_p_attack,v2jureview_lag1,contract_vs_expand,2,"contract, expand",-0.8198577851282525,-0.8198577851282487,-0.8198577851282506,3.774758283725532e-15,-**
spec_c_reform,v2jureview_lag1,expand_vs_contract,2,"contract, expand",0.7898151993639244,0.7898151993639282,0.7898151993639263,3.774758283725532e-15,+***
spec_c_reform,v2jureview_lag1,contract_vs_expand,2,"contract, expand",-0.7898151993639282,-0.7898151993639244,-0.7898151993639263,3.774758283725532e-15,-***
spec_p_attack,wdj_press_lag1,contract_vs_expand,2,"contract, expand",0.5753380265347232,0.575338026534727,0.5753380265347251,3.774758283725532e-15,0
spec_p_attack,wdj_press_lag1,expand_vs_contract,2,"contract, expand",-0.575338026534727,-0.5753380265347232,-0.5753380265347251,3.774758283725532e-15,0
spec_c_pack,v2jureview_lag1,expand_vs_contract,2,"contract, expand",0.8678130060451862,0.8678130060451898,0.8678130060451881,3.6637359812630166e-15,+***
spec_c_pack,v2jureview_lag1,contract_vs_expand,2,"contract, expand",-0.8678130060451898,-0.8678130060451862,-0.8678130060451881,3.6637359812630166e-15,-***
spec_p_reform_decision,legal_common,contract_vs_mixed,2,"contract, mixed",0.8698469819359171,0.8698469819359208,0.8698469819359189,3.6637359812630166e-15,+*
spec_p_reform_decision,legal_common,mixed_vs_contract,2,"contract, mixed",-0.8698469819359208,-0.8698469819359171,-0.8698469819359189,3.6637359812630166e-15,-*
spec_govprot_pack,v2jupack_lag1,contract_vs_expand,2,"contract, expand",0.252674379761254,0.2526743797612577,0.25267437976125584,3.6637359812630166e-15,0
spec_govprot_pack,v2jupack_lag1,expand_vs_contract,2,"contract, expand",-0.2526743797612577,-0.252674379761254,-0.25267437976125584,3.6637359812630166e-15,0
spec_c_pack,j_ind_lag1,mixed_vs_contract,2,"contract, mixed",-0.2475993813871608,-0.2475993813871572,-0.247599381387159,3.608224830031759e-15,0
spec_c_reform_decision,j_ind_lag1,mixed_vs_expand,2,"expand, mixed",-0.4205783271009787,-0.4205783271009751,-0.42057832710097687,3.608224830031759e-15,-**
spec_c_reform_decision,j_ind_lag1,expand_vs_mixed,2,"expand, mixed",0.4205783271009751,0.4205783271009787,0.42057832710097687,3.608224830031759e-15,+**
spec_c_pack,j_ind_lag1,contract_vs_mixed,2,"contract, mixed",0.2475993813871572,0.2475993813871608,0.247599381387159,3.608224830031759e-15,0
spec_im_attack,legal_civil,mixed_vs_expand,2,"expand, mixed",0.0118213266843508,0.0118213266843544,0.011821326684352599,3.599551212651875e-15,0
spec_im_attack,legal_civil,expand_vs_mixed,2,"expand, mixed",-0.0118213266843544,-0.0118213266843508,-0.011821326684352599,3.599551212651875e-15,0
spec_p_attack_decision,v2x_polyarchy_lag1,expand_vs_mixed,2,"expand, mixed",-2.654275141531113,-2.6542751415311097,-2.6542751415311114,3.552713678800501e-15,-***
spec_p_attack_decision,v2x_polyarchy_lag1,mixed_vs_expand,2,"expand, mixed",2.6542751415311097,2.654275141531113,2.6542751415311114,3.552713678800501e-15,+***
spec_extended_3_spline,v2x_polyarchy_lag1,mixed_vs_expand,2,"expand, mixed",2.8114520851539795,2.811452085153983,2.8114520851539813,3.552713678800501e-15,+**
spec_extended_3_spline,v2x_polyarchy_lag1,expand_vs_mixed,2,"expand, mixed",-2.811452085153983,-2.8114520851539795,-2.8114520851539813,3.552713678800501e-15,-**
spec_extended_2_spline_interact,v2jupoatck_lag1,mixed_vs_contract,2,"contract, mixed",-0.2235109398334484,-0.2235109398334449,-0.22351093983344666,3.524958103184872e-15,0
spec_extended_2_spline_interact,v2jupoatck_lag1,contract_vs_mixed,2,"contract, mixed",0.2235109398334449,0.2235109398334484,0.22351093983344666,3.524958103184872e-15,0
spec_extended_3_spline_interact,v2jupack_lag1,expand_vs_mixed,2,"expand, mixed",0.2950264326467496,0.2950264326467531,0.2950264326467513,3.497202527569243e-15,0
spec_extended_3_spline_interact,v2jupack_lag1,mixed_vs_expand,2,"expand, mixed",-0.2950264326467531,-0.2950264326467496,-0.2950264326467513,3.497202527569243e-15,0
spec_im_pack,v2jupack_lag1,expand_vs_contract,2,"contract, expand",-0.2139046513796084,-0.2139046513796049,-0.21390465137960665,3.497202527569243e-15,0
spec_im_pack,legal_civil,contract_vs_expand,2,"contract, expand",0.3248188320157175,0.324818832015721,0.32481883201571926,3.497202527569243e-15,0
spec_c_attack,v2jureview_lag1,mixed_vs_contract,2,"contract, mixed",0.2626860180796416,0.2626860180796451,0.2626860180796433,3.497202527569243e-15,0
spec_c_attack,v2jureview_lag1,contract_vs_mixed,2,"contract, mixed",-0.2626860180796451,-0.2626860180796416,-0.2626860180796433,3.497202527569243e-15,0
spec_im_pack,legal_civil,expand_vs_contract,2,"contract, expand",-0.324818832015721,-0.3248188320157175,-0.32481883201571926,3.497202527569243e-15,0
spec_extended_3_spline,legal_common,contract_vs_mixed,2,"contract, mixed",0.437099748903233,0.4370997489032365,0.4370997489032348,3.497202527569243e-15,0
spec_extended_3_spline,legal_common,mixed_vs_contract,2,"contract, mixed",-0.4370997489032365,-0.437099748903233,-0.4370997489032348,3.497202527569243e-15,0
spec_im_pack,v2jupack_lag1,contract_vs_expand,2,"contract, expand",0.2139046513796049,0.2139046513796084,0.21390465137960665,3.497202527569243e-15,0
spec_extended_2_spline,legal_civil,mixed_vs_contract,2,"contract, mixed",-0.1783064771375627,-0.1783064771375593,-0.17830647713756098,3.4139358007223564e-15,0
spec_extended_2_spline,legal_civil,contract_vs_mixed,2,"contract, mixed",0.1783064771375593,0.1783064771375627,0.17830647713756098,3.4139358007223564e-15,0
spec_p_reform,j_ind_lag1,expand_vs_mixed,2,"expand, mixed",0.3895432382533051,0.3895432382533085,0.38954323825330683,3.3861802251067274e-15,+**
spec_govprot_pack,legal_civil,contract_vs_mixed,2,"contract, mixed",0.3870871135798088,0.3870871135798122,0.3870871135798105,3.3861802251067274e-15,0
spec_govprot_pack,legal_civil,mixed_vs_contract,2,"contract, mixed",-0.3870871135798122,-0.3870871135798088,-0.3870871135798105,3.3861802251067274e-15,0
spec_p_reform,j_ind_lag1,mixed_vs_expand,2,"expand, mixed",-0.3895432382533085,-0.3895432382533051,-0.38954323825330683,3.3861802251067274e-15,-**
spec_c_pack,legal_common,mixed_vs_contract,2,"contract, mixed",-0.7387188503933981,-0.7387188503933948,-0.7387188503933965,3.3306690738754696e-15,0
spec_c_pack,legal_common,contract_vs_mixed,2,"contract, mixed",0.7387188503933948,0.7387188503933981,0.7387188503933965,3.3306690738754696e-15,0
spec_extended_2_spline,j_ind_lag1,expand_vs_mixed,2,"expand, mixed",0.3268462353171262,0.3268462353171295,0.32684623531712786,3.2751579226442118e-15,0
spec_p_pack,j_ind_lag1,mixed_vs_expand,2,"expand, mixed",-0.3769810986592523,-0.376981098659249,-0.37698109865925067,3.2751579226442118e-15,-**
spec_p_pack,j_ind_lag1,expand_vs_mixed,2,"expand, mixed",0.376981098659249,0.3769810986592523,0.37698109865925067,3.2751579226442118e-15,+**
spec_govprot_pack,v2jureview_lag1,contract_vs_mixed,2,"contract, mixed",-0.4795912059827275,-0.4795912059827242,-0.47959120598272587,3.2751579226442118e-15,0
spec_govprot_pack,v2jureview_lag1,mixed_vs_contract,2,"contract, mixed",0.4795912059827242,0.4795912059827275,0.47959120598272587,3.2751579226442118e-15,0
spec_extended_2_spline,j_ind_lag1,mixed_vs_expand,2,"expand, mixed",-0.3268462353171295,-0.3268462353171262,-0.32684623531712786,3.2751579226442118e-15,0
spec_im_pack,v2jupack_lag1,mixed_vs_expand,2,"expand, mixed",-0.3495094232788053,-0.3495094232788021,-0.3495094232788037,3.219646771412954e-15,-*
spec_govprot_attack,legal_civil,expand_vs_mixed,2,"expand, mixed",-0.1691916752968279,-0.1691916752968247,-0.1691916752968263,3.219646771412954e-15,0
