variable,coef,class_label,outcome,std_err,p_value,spec,base_category,stars,coef_se,source_base,source_base_label,outcome_short,base_short
v2x_polyarchy_lag1,-17.940666165370025,Mixed Outcome,Mixed Outcome,96.85846334060864,0.8530520972573737,spec_extended_3_spline_interact,Expands Expression,,-17.941 (96.858),expand,Expands Expression,mixed,expand
wdj_expression_lag1,0.2843921224927775,Contracts Expression,Contracts Expression,0.3851773907437458,0.4603074743349734,spec_extended_3_spline_interact,Expands Expression,,0.284 (0.385),expand,Expands Expression,contract,expand
wdj_expression_lag1,-0.3130596634944986,Mixed Outcome,Mixed Outcome,0.2916576290417174,0.2831003503734126,spec_extended_3_spline_interact,Expands Expression,,-0.313 (0.292),expand,Expands Expression,mixed,expand
v2jupack_lag1,0.2962183657046806,Contracts Expression,Contracts Expression,0.1506889335052579,0.0493262730323192,spec_extended_3_spline_interact,Expands Expression,**,0.296** (0.151),expand,Expands Expression,contract,expand
v2jupack_lag1,-0.2950264326467496,Mixed Outcome,Mixed Outcome,0.2147322828771123,0.1694644167047514,spec_extended_3_spline_interact,Expands Expression,,-0.295 (0.215),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.9212323620274092,Contracts Expression,Contracts Expression,0.3149188651801698,0.0034412357539739,spec_extended_3_spline_interact,Expands Expression,***,-0.921*** (0.315),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.5543544510680966,Mixed Outcome,Mixed Outcome,0.3607556947833865,0.1243795761078571,spec_extended_3_spline_interact,Expands Expression,,-0.554 (0.361),expand,Expands Expression,mixed,expand
legal_common,1.769789716529103,Contracts Expression,Contracts Expression,0.358133539338503,7.744298040311516e-07,spec_extended_3_spline_interact,Expands Expression,***,1.77*** (0.358),expand,Expands Expression,contract,expand
legal_common,1.399905811924397,Mixed Outcome,Mixed Outcome,0.3836103796659895,0.0002629653365929,spec_extended_3_spline_interact,Expands Expression,***,1.4*** (0.384),expand,Expands Expression,mixed,expand
legal_civil,0.3724325706229067,Contracts Expression,Contracts Expression,0.340233851777797,0.2736756889954173,spec_extended_3_spline_interact,Expands Expression,,0.372 (0.34),expand,Expands Expression,contract,expand
legal_civil,0.0091686158335114,Mixed Outcome,Mixed Outcome,0.4094156215441232,0.9821333500385334,spec_extended_3_spline_interact,Expands Expression,,0.009 (0.409),expand,Expands Expression,mixed,expand
high_court,-0.2642154970612455,Contracts Expression,Contracts Expression,0.3387940088997985,0.4354670276699828,spec_extended_3_spline_interact,Expands Expression,,-0.264 (0.339),expand,Expands Expression,contract,expand
high_court,0.1283509444114482,Mixed Outcome,Mixed Outcome,0.1719975393402065,0.4555242023809159,spec_extended_3_spline_interact,Expands Expression,,0.128 (0.172),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.2229504027659734,Contracts Expression,Contracts Expression,0.2856070009609696,0.4350263018818169,spec_extended_3_spline_interact,Expands Expression,,-0.223 (0.286),expand,Expands Expression,contract,expand
j_ind_lag1,-0.354055323726223,Mixed Outcome,Mixed Outcome,0.2123549135212912,0.0954585324185901,spec_extended_3_spline_interact,Expands Expression,*,-0.354* (0.212),expand,Expands Expression,mixed,expand
wdj_citizen_lag1,0.2716039757924484,Contracts Expression,Contracts Expression,0.4282966931015369,0.5259835016480288,spec_c_pack,Expands Expression,,0.272 (0.428),expand,Expands Expression,contract,expand
wdj_citizen_lag1,-0.583054339636806,Mixed Outcome,Mixed Outcome,0.4128436753530378,0.1578650563368886,spec_c_pack,Expands Expression,,-0.583 (0.413),expand,Expands Expression,mixed,expand
v2jupack_lag1,0.2352534060470528,Contracts Expression,Contracts Expression,0.1616303157868638,0.1455300662408457,spec_c_pack,Expands Expression,,0.235 (0.162),expand,Expands Expression,contract,expand
v2jupack_lag1,-0.2524319764483939,Mixed Outcome,Mixed Outcome,0.221575860469562,0.2545957397847193,spec_c_pack,Expands Expression,,-0.252 (0.222),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.881589723965282,Contracts Expression,Contracts Expression,1.2027618411302767,0.0012499471570915,spec_c_pack,Expands Expression,***,-3.882*** (1.203),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,3.1192398796255976,Mixed Outcome,Mixed Outcome,1.2427554593224726,0.0120752160458353,spec_c_pack,Expands Expression,**,3.119** (1.243),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.8678130060451898,Contracts Expression,Contracts Expression,0.3014818912573242,0.0039958228135992,spec_c_pack,Expands Expression,***,-0.868*** (0.301),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.450546397434963,Mixed Outcome,Mixed Outcome,0.3593409779853829,0.209909975020189,spec_c_pack,Expands Expression,,-0.451 (0.359),expand,Expands Expression,mixed,expand
legal_common,1.865346273723544,Contracts Expression,Contracts Expression,0.3606774928932182,2.3186888202631257e-07,spec_c_pack,Expands Expression,***,1.865*** (0.361),expand,Expands Expression,contract,expand
legal_common,1.1266274233301488,Mixed Outcome,Mixed Outcome,0.385457237039512,0.0034686165838407,spec_c_pack,Expands Expression,***,1.127*** (0.385),expand,Expands Expression,mixed,expand
legal_civil,0.4180033382887497,Contracts Expression,Contracts Expression,0.3443165533188221,0.2247443498206268,spec_c_pack,Expands Expression,,0.418 (0.344),expand,Expands Expression,contract,expand
legal_civil,0.2054105319107408,Mixed Outcome,Mixed Outcome,0.3578241752746497,0.5659310089853271,spec_c_pack,Expands Expression,,0.205 (0.358),expand,Expands Expression,mixed,expand
high_court,-0.4489343364082847,Contracts Expression,Contracts Expression,0.2586586081244904,0.0826301696230385,spec_c_pack,Expands Expression,*,-0.449* (0.259),expand,Expands Expression,contract,expand
high_court,-0.0015124524992033,Mixed Outcome,Mixed Outcome,0.1308167114832479,0.9907753711275066,spec_c_pack,Expands Expression,,-0.002 (0.131),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.1436075361757354,Contracts Expression,Contracts Expression,0.2738083934575475,0.5999434317452592,spec_c_pack,Expands Expression,,-0.144 (0.274),expand,Expands Expression,contract,expand
j_ind_lag1,-0.3912069175628939,Mixed Outcome,Mixed Outcome,0.1890892247365757,0.0385553621448786,spec_c_pack,Expands Expression,**,-0.391** (0.189),expand,Expands Expression,mixed,expand
wdj_intermediaries_lag1,0.7621356152564651,Contracts Expression,Contracts Expression,0.6361327756262409,0.2308873063727863,spec_im_pack,Expands Expression,,0.762 (0.636),expand,Expands Expression,contract,expand
wdj_intermediaries_lag1,0.623855749772821,Mixed Outcome,Mixed Outcome,0.5421941450933195,0.2498913928939665,spec_im_pack,Expands Expression,,0.624 (0.542),expand,Expands Expression,mixed,expand
v2jupack_lag1,0.2139046513796084,Contracts Expression,Contracts Expression,0.1516993132171523,0.1585229055724797,spec_im_pack,Expands Expression,,0.214 (0.152),expand,Expands Expression,contract,expand
v2jupack_lag1,-0.3495094232788021,Mixed Outcome,Mixed Outcome,0.2039906460024282,0.0866463213128369,spec_im_pack,Expands Expression,*,-0.35* (0.204),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.8776957217766257,Contracts Expression,Contracts Expression,1.2198479868221297,0.0014786813512526,spec_im_pack,Expands Expression,***,-3.878*** (1.22),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,3.354226700169749,Mixed Outcome,Mixed Outcome,1.2550255639217915,0.0075257826690702,spec_im_pack,Expands Expression,***,3.354*** (1.255),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.8771763390588186,Contracts Expression,Contracts Expression,0.3061700004338206,0.004170123054258,spec_im_pack,Expands Expression,***,-0.877*** (0.306),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4256311031177518,Mixed Outcome,Mixed Outcome,0.3705196031425742,0.2506627456025878,spec_im_pack,Expands Expression,,-0.426 (0.371),expand,Expands Expression,mixed,expand
legal_common,1.913512734112179,Contracts Expression,Contracts Expression,0.3628230896949988,1.3351448569764066e-07,spec_im_pack,Expands Expression,***,1.914*** (0.363),expand,Expands Expression,contract,expand
legal_common,1.2170116733362295,Mixed Outcome,Mixed Outcome,0.3960122858307879,0.0021180030936938,spec_im_pack,Expands Expression,***,1.217*** (0.396),expand,Expands Expression,mixed,expand
legal_civil,0.324818832015721,Contracts Expression,Contracts Expression,0.3343790163381113,0.3313445798821748,spec_im_pack,Expands Expression,,0.325 (0.334),expand,Expands Expression,contract,expand
legal_civil,-0.1562453514324673,Mixed Outcome,Mixed Outcome,0.3896119738906164,0.6883994321194785,spec_im_pack,Expands Expression,,-0.156 (0.39),expand,Expands Expression,mixed,expand
high_court,-0.4435598513943647,Contracts Expression,Contracts Expression,0.261355374993067,0.0896678881989721,spec_im_pack,Expands Expression,*,-0.444* (0.261),expand,Expands Expression,contract,expand
high_court,-0.0049009411775239,Mixed Outcome,Mixed Outcome,0.138653075983173,0.9718032134943544,spec_im_pack,Expands Expression,,-0.005 (0.139),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.1316376465751889,Contracts Expression,Contracts Expression,0.2704223542044855,0.6264104369646546,spec_im_pack,Expands Expression,,-0.132 (0.27),expand,Expands Expression,contract,expand
j_ind_lag1,-0.3600411865587354,Mixed Outcome,Mixed Outcome,0.1881047911978334,0.0556143032580601,spec_im_pack,Expands Expression,*,-0.36* (0.188),expand,Expands Expression,mixed,expand
wdj_press_lag1,0.5090416409655634,Contracts Expression,Contracts Expression,0.6103532455099349,0.4042744895223722,spec_p_pack,Expands Expression,,0.509 (0.61),expand,Expands Expression,contract,expand
wdj_press_lag1,-0.9305957423157638,Mixed Outcome,Mixed Outcome,0.4323139724324342,0.0313507316647604,spec_p_pack,Expands Expression,**,-0.931** (0.432),expand,Expands Expression,mixed,expand
v2jupack_lag1,0.2375304816731789,Contracts Expression,Contracts Expression,0.1582502422418566,0.1333606805257912,spec_p_pack,Expands Expression,,0.238 (0.158),expand,Expands Expression,contract,expand
v2jupack_lag1,-0.2488799652581593,Mixed Outcome,Mixed Outcome,0.2106280999222947,0.2373610565594474,spec_p_pack,Expands Expression,,-0.249 (0.211),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-4.01220122053499,Contracts Expression,Contracts Expression,1.2104722807709951,0.0009178253784577,spec_p_pack,Expands Expression,***,-4.012*** (1.21),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,3.301337816890753,Mixed Outcome,Mixed Outcome,1.136832096212106,0.0036845154474105,spec_p_pack,Expands Expression,***,3.301*** (1.137),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.9176435169235408,Contracts Expression,Contracts Expression,0.3258988827785374,0.0048666428928901,spec_p_pack,Expands Expression,***,-0.918*** (0.326),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4268195816204055,Mixed Outcome,Mixed Outcome,0.3538247044956872,0.2277009219813583,spec_p_pack,Expands Expression,,-0.427 (0.354),expand,Expands Expression,mixed,expand
legal_common,1.912405413757765,Contracts Expression,Contracts Expression,0.3608904320511855,1.1635559563463503e-07,spec_p_pack,Expands Expression,***,1.912*** (0.361),expand,Expands Expression,contract,expand
legal_common,1.051147403957344,Mixed Outcome,Mixed Outcome,0.3777556861047567,0.0053923294552091,spec_p_pack,Expands Expression,***,1.051*** (0.378),expand,Expands Expression,mixed,expand
legal_civil,0.4095729931885663,Contracts Expression,Contracts Expression,0.352567472573136,0.2453626930944965,spec_p_pack,Expands Expression,,0.41 (0.353),expand,Expands Expression,contract,expand
legal_civil,0.1821932313932379,Mixed Outcome,Mixed Outcome,0.3364085193675813,0.5881056084220824,spec_p_pack,Expands Expression,,0.182 (0.336),expand,Expands Expression,mixed,expand
high_court,-0.4575590010994854,Contracts Expression,Contracts Expression,0.2602695097637388,0.0787441079797667,spec_p_pack,Expands Expression,*,-0.458* (0.26),expand,Expands Expression,contract,expand
high_court,0.0056567082653997,Mixed Outcome,Mixed Outcome,0.1322076704452341,0.9658716967899046,spec_p_pack,Expands Expression,,0.006 (0.132),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.1368515209186749,Contracts Expression,Contracts Expression,0.2757114057775092,0.619641956935375,spec_p_pack,Expands Expression,,-0.137 (0.276),expand,Expands Expression,contract,expand
j_ind_lag1,-0.3769810986592523,Mixed Outcome,Mixed Outcome,0.1769499164794848,0.0331353423441418,spec_p_pack,Expands Expression,**,-0.377** (0.177),expand,Expands Expression,mixed,expand
wdj_govprot_lag1,0.1753859852524262,Contracts Expression,Contracts Expression,0.2478250968361131,0.4791311658269365,spec_govprot_pack,Expands Expression,,0.175 (0.248),expand,Expands Expression,contract,expand
wdj_govprot_lag1,-0.0725394852339327,Mixed Outcome,Mixed Outcome,0.219890440432129,0.7414836713852635,spec_govprot_pack,Expands Expression,,-0.073 (0.22),expand,Expands Expression,mixed,expand
v2jupack_lag1,0.252674379761254,Contracts Expression,Contracts Expression,0.1550038237352512,0.1030767555792175,spec_govprot_pack,Expands Expression,,0.253 (0.155),expand,Expands Expression,contract,expand
v2jupack_lag1,-0.3131382213205979,Mixed Outcome,Mixed Outcome,0.2119444793781587,0.1395539770821187,spec_govprot_pack,Expands Expression,,-0.313 (0.212),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.801974440964909,Contracts Expression,Contracts Expression,1.2301338706867662,0.001996854452387,spec_govprot_pack,Expands Expression,***,-3.802*** (1.23),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,3.182520452767514,Mixed Outcome,Mixed Outcome,1.2897418686719964,0.0136035945568629,spec_govprot_pack,Expands Expression,**,3.183** (1.29),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.9040288362139228,Contracts Expression,Contracts Expression,0.3252591572045762,0.0054457596405656,spec_govprot_pack,Expands Expression,***,-0.904*** (0.325),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4244376302311971,Mixed Outcome,Mixed Outcome,0.3551009927227299,0.2319858832696911,spec_govprot_pack,Expands Expression,,-0.424 (0.355),expand,Expands Expression,mixed,expand
legal_common,1.7943864144699102,Contracts Expression,Contracts Expression,0.3422734228532675,1.5837024486230317e-07,spec_govprot_pack,Expands Expression,***,1.794*** (0.342),expand,Expands Expression,contract,expand
legal_common,1.164111585144919,Mixed Outcome,Mixed Outcome,0.382969279072889,0.002368141812487,spec_govprot_pack,Expands Expression,***,1.164*** (0.383),expand,Expands Expression,mixed,expand
legal_civil,0.4353832694091413,Contracts Expression,Contracts Expression,0.3425925007878633,0.2037824430842789,spec_govprot_pack,Expands Expression,,0.435 (0.343),expand,Expands Expression,contract,expand
legal_civil,0.0482961558293321,Mixed Outcome,Mixed Outcome,0.3799541646021269,0.8988529577628994,spec_govprot_pack,Expands Expression,,0.048 (0.38),expand,Expands Expression,mixed,expand
high_court,-0.4165527555444834,Contracts Expression,Contracts Expression,0.2804438256438833,0.1374553636547124,spec_govprot_pack,Expands Expression,,-0.417 (0.28),expand,Expands Expression,contract,expand
high_court,-0.0254483125884471,Mixed Outcome,Mixed Outcome,0.1469442938842105,0.8625072704926149,spec_govprot_pack,Expands Expression,,-0.025 (0.147),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.1736717734207258,Contracts Expression,Contracts Expression,0.299872513298029,0.5624865984699398,spec_govprot_pack,Expands Expression,,-0.174 (0.3),expand,Expands Expression,contract,expand
j_ind_lag1,-0.3476866714639867,Mixed Outcome,Mixed Outcome,0.2141611586363149,0.1044865225337593,spec_govprot_pack,Expands Expression,,-0.348 (0.214),expand,Expands Expression,mixed,expand
wdj_citizen_lag1,0.2654875824841911,Contracts Expression,Contracts Expression,0.4149811491510079,0.5223298281594015,spec_c_reform,Expands Expression,,0.265 (0.415),expand,Expands Expression,contract,expand
wdj_citizen_lag1,-0.6798592647024169,Mixed Outcome,Mixed Outcome,0.4137380693909744,0.1003391258103113,spec_c_reform,Expands Expression,,-0.68 (0.414),expand,Expands Expression,mixed,expand
v2jureform_lag1,0.3276369407879572,Contracts Expression,Contracts Expression,0.1231639777943786,0.0078101555139934,spec_c_reform,Expands Expression,***,0.328*** (0.123),expand,Expands Expression,contract,expand
v2jureform_lag1,0.1542144453344397,Mixed Outcome,Mixed Outcome,0.166982334069994,0.3557271736589754,spec_c_reform,Expands Expression,,0.154 (0.167),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.573679222266038,Contracts Expression,Contracts Expression,1.2298069966708371,0.0036621457139509,spec_c_reform,Expands Expression,***,-3.574*** (1.23),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,1.7862228364897854,Mixed Outcome,Mixed Outcome,0.7888218712938839,0.0235483873533099,spec_c_reform,Expands Expression,**,1.786** (0.789),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.7898151993639244,Contracts Expression,Contracts Expression,0.2996335245492746,0.0083905220917404,spec_c_reform,Expands Expression,***,-0.79*** (0.3),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4589267893242313,Mixed Outcome,Mixed Outcome,0.3589113750922029,0.2010156623936932,spec_c_reform,Expands Expression,,-0.459 (0.359),expand,Expands Expression,mixed,expand
legal_common,2.239203314945961,Contracts Expression,Contracts Expression,0.3603586180282915,5.171201186265797e-10,spec_c_reform,Expands Expression,***,2.239*** (0.36),expand,Expands Expression,contract,expand
legal_common,1.2873286169669325,Mixed Outcome,Mixed Outcome,0.4448637338885456,0.003806597072477,spec_c_reform,Expands Expression,***,1.287*** (0.445),expand,Expands Expression,mixed,expand
legal_civil,0.6585345444481503,Contracts Expression,Contracts Expression,0.3587577844026208,0.0664173506321905,spec_c_reform,Expands Expression,*,0.659* (0.359),expand,Expands Expression,contract,expand
legal_civil,0.5086711653998179,Mixed Outcome,Mixed Outcome,0.3095301352353432,0.1003073204005271,spec_c_reform,Expands Expression,,0.509 (0.31),expand,Expands Expression,mixed,expand
high_court,-0.4309835902825644,Contracts Expression,Contracts Expression,0.261755666602635,0.0996585926178209,spec_c_reform,Expands Expression,*,-0.431* (0.262),expand,Expands Expression,contract,expand
high_court,0.0475826340684447,Mixed Outcome,Mixed Outcome,0.1411333991399912,0.7360064519145177,spec_c_reform,Expands Expression,,0.048 (0.141),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.2329241372194236,Contracts Expression,Contracts Expression,0.2573555170157232,0.3654295815274225,spec_c_reform,Expands Expression,,-0.233 (0.257),expand,Expands Expression,contract,expand
j_ind_lag1,-0.411893282932862,Mixed Outcome,Mixed Outcome,0.183758400258415,0.0249941179355046,spec_c_reform,Expands Expression,**,-0.412** (0.184),expand,Expands Expression,mixed,expand
wdj_intermediaries_lag1,0.8005446282264372,Contracts Expression,Contracts Expression,0.6067668583139768,0.1870483988414664,spec_im_reform,Expands Expression,,0.801 (0.607),expand,Expands Expression,contract,expand
wdj_intermediaries_lag1,0.4228919651524204,Mixed Outcome,Mixed Outcome,0.5721735396695311,0.4598478665351075,spec_im_reform,Expands Expression,,0.423 (0.572),expand,Expands Expression,mixed,expand
v2jureform_lag1,0.3242105818550571,Contracts Expression,Contracts Expression,0.1198651537319615,0.0068346702230673,spec_im_reform,Expands Expression,***,0.324*** (0.12),expand,Expands Expression,contract,expand
v2jureform_lag1,0.1474136236269382,Mixed Outcome,Mixed Outcome,0.1831406828595629,0.4208657669684621,spec_im_reform,Expands Expression,,0.147 (0.183),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.660309292460625,Contracts Expression,Contracts Expression,1.1953919906398287,0.0021985176769489,spec_im_reform,Expands Expression,***,-3.66*** (1.195),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,1.7052074981772751,Mixed Outcome,Mixed Outcome,0.8030203328231453,0.0337126195668925,spec_im_reform,Expands Expression,**,1.705** (0.803),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.8001542684658889,Contracts Expression,Contracts Expression,0.3054526853249772,0.008804105871152,spec_im_reform,Expands Expression,***,-0.8*** (0.305),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4466992697739247,Mixed Outcome,Mixed Outcome,0.3651054833962762,0.2211484402646065,spec_im_reform,Expands Expression,,-0.447 (0.365),expand,Expands Expression,mixed,expand
legal_common,2.285511977366415,Contracts Expression,Contracts Expression,0.3672156119566082,4.849569347233443e-10,spec_im_reform,Expands Expression,***,2.286*** (0.367),expand,Expands Expression,contract,expand
legal_common,1.3697867074515842,Mixed Outcome,Mixed Outcome,0.4428865932221277,0.0019823690869117,spec_im_reform,Expands Expression,***,1.37*** (0.443),expand,Expands Expression,mixed,expand
legal_civil,0.5636799551621323,Contracts Expression,Contracts Expression,0.3475576284041103,0.1048394038083553,spec_im_reform,Expands Expression,,0.564 (0.348),expand,Expands Expression,contract,expand
legal_civil,0.1892254580537788,Mixed Outcome,Mixed Outcome,0.3669359628026831,0.6060704614556409,spec_im_reform,Expands Expression,,0.189 (0.367),expand,Expands Expression,mixed,expand
high_court,-0.4203555937266107,Contracts Expression,Contracts Expression,0.2625306674149938,0.1093398070922216,spec_im_reform,Expands Expression,,-0.42 (0.263),expand,Expands Expression,contract,expand
high_court,0.0490383423774143,Mixed Outcome,Mixed Outcome,0.1452467621700564,0.7356488911569528,spec_im_reform,Expands Expression,,0.049 (0.145),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.2146129648649827,Contracts Expression,Contracts Expression,0.2515256782475926,0.3935235910227298,spec_im_reform,Expands Expression,,-0.215 (0.252),expand,Expands Expression,contract,expand
j_ind_lag1,-0.3897799236027355,Mixed Outcome,Mixed Outcome,0.1944597492713651,0.045024586177071,spec_im_reform,Expands Expression,**,-0.39** (0.194),expand,Expands Expression,mixed,expand
wdj_press_lag1,0.5771709058234273,Contracts Expression,Contracts Expression,0.5274447436321403,0.2738332982876805,spec_p_reform,Expands Expression,,0.577 (0.527),expand,Expands Expression,contract,expand
wdj_press_lag1,-1.0395587201195695,Mixed Outcome,Mixed Outcome,0.3526696145713652,0.0032016374358415,spec_p_reform,Expands Expression,***,-1.04*** (0.353),expand,Expands Expression,mixed,expand
v2jureform_lag1,0.3314481622931186,Contracts Expression,Contracts Expression,0.1195827949210368,0.0055763645135332,spec_p_reform,Expands Expression,***,0.331*** (0.12),expand,Expands Expression,contract,expand
v2jureform_lag1,0.1323458498288982,Mixed Outcome,Mixed Outcome,0.1741780133664967,0.4473556248067648,spec_p_reform,Expands Expression,,0.132 (0.174),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.719191089179216,Contracts Expression,Contracts Expression,1.2016734421635853,0.0019680638916342,spec_p_reform,Expands Expression,***,-3.719*** (1.202),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,2.035874285442374,Mixed Outcome,Mixed Outcome,0.7833497522122473,0.0093513757778827,spec_p_reform,Expands Expression,***,2.036*** (0.783),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.8422933345280988,Contracts Expression,Contracts Expression,0.3229984760156742,0.0091144388000143,spec_p_reform,Expands Expression,***,-0.842*** (0.323),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4284919417754201,Mixed Outcome,Mixed Outcome,0.3532608594499699,0.2251444108230482,spec_p_reform,Expands Expression,,-0.428 (0.353),expand,Expands Expression,mixed,expand
legal_common,2.300683897085652,Contracts Expression,Contracts Expression,0.3788929233520202,1.2623130017642504e-09,spec_p_reform,Expands Expression,***,2.301*** (0.379),expand,Expands Expression,contract,expand
legal_common,1.1883900901639357,Mixed Outcome,Mixed Outcome,0.4565396428215489,0.0092401681065211,spec_p_reform,Expands Expression,***,1.188*** (0.457),expand,Expands Expression,mixed,expand
legal_civil,0.6494186644417083,Contracts Expression,Contracts Expression,0.3594214739926895,0.0707865493523451,spec_p_reform,Expands Expression,*,0.649* (0.359),expand,Expands Expression,contract,expand
legal_civil,0.4632813896958985,Mixed Outcome,Mixed Outcome,0.3183406435200344,0.1455860083082955,spec_p_reform,Expands Expression,,0.463 (0.318),expand,Expands Expression,mixed,expand
high_court,-0.437229570039017,Contracts Expression,Contracts Expression,0.2616697080417924,0.0947371623302108,spec_p_reform,Expands Expression,*,-0.437* (0.262),expand,Expands Expression,contract,expand
high_court,0.0503848915820609,Mixed Outcome,Mixed Outcome,0.1414600943323557,0.7217077000137258,spec_p_reform,Expands Expression,,0.05 (0.141),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.2253948768034065,Contracts Expression,Contracts Expression,0.255536059109344,0.3777512592017283,spec_p_reform,Expands Expression,,-0.225 (0.256),expand,Expands Expression,contract,expand
j_ind_lag1,-0.3895432382533051,Mixed Outcome,Mixed Outcome,0.1732536443057878,0.024550789182294,spec_p_reform,Expands Expression,**,-0.39** (0.173),expand,Expands Expression,mixed,expand
wdj_govprot_lag1,0.1553125046454122,Contracts Expression,Contracts Expression,0.2433757625437703,0.5233699924041307,spec_govprot_reform,Expands Expression,,0.155 (0.243),expand,Expands Expression,contract,expand
wdj_govprot_lag1,-0.0574512238153094,Mixed Outcome,Mixed Outcome,0.2542476353491549,0.8212281622961943,spec_govprot_reform,Expands Expression,,-0.057 (0.254),expand,Expands Expression,mixed,expand
v2jureform_lag1,0.3356103783062492,Contracts Expression,Contracts Expression,0.1221276737874217,0.005995472236958,spec_govprot_reform,Expands Expression,***,0.336*** (0.122),expand,Expands Expression,contract,expand
v2jureform_lag1,0.1509964990084797,Mixed Outcome,Mixed Outcome,0.1832427226772404,0.4099256183281968,spec_govprot_reform,Expands Expression,,0.151 (0.183),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.459116515069011,Contracts Expression,Contracts Expression,1.2315100197458777,0.0049720110591078,spec_govprot_reform,Expands Expression,***,-3.459*** (1.232),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,1.637558439036133,Mixed Outcome,Mixed Outcome,0.8760375781587588,0.0615840413911116,spec_govprot_reform,Expands Expression,*,1.638* (0.876),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.8290040462417992,Contracts Expression,Contracts Expression,0.3230694625496316,0.010287166266425,spec_govprot_reform,Expands Expression,**,-0.829** (0.323),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4422263680577316,Mixed Outcome,Mixed Outcome,0.3524267420792045,0.2095500413487306,spec_govprot_reform,Expands Expression,,-0.442 (0.352),expand,Expands Expression,mixed,expand
legal_common,2.1865729919018526,Contracts Expression,Contracts Expression,0.3519848106521156,5.227343156268668e-10,spec_govprot_reform,Expands Expression,***,2.187*** (0.352),expand,Expands Expression,contract,expand
legal_common,1.3370048346259815,Mixed Outcome,Mixed Outcome,0.4472989333307329,0.0027983413289663,spec_govprot_reform,Expands Expression,***,1.337*** (0.447),expand,Expands Expression,mixed,expand
legal_civil,0.6736615919569661,Contracts Expression,Contracts Expression,0.3684277215207394,0.0674780038080062,spec_govprot_reform,Expands Expression,*,0.674* (0.368),expand,Expands Expression,contract,expand
legal_civil,0.3362838671780361,Mixed Outcome,Mixed Outcome,0.3734408237901459,0.367853647925448,spec_govprot_reform,Expands Expression,,0.336 (0.373),expand,Expands Expression,mixed,expand
high_court,-0.4044491858388046,Contracts Expression,Contracts Expression,0.2746812112019068,0.140904472660632,spec_govprot_reform,Expands Expression,,-0.404 (0.275),expand,Expands Expression,contract,expand
high_court,0.0310891436702955,Mixed Outcome,Mixed Outcome,0.1522145750795909,0.8381616482249321,spec_govprot_reform,Expands Expression,,0.031 (0.152),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.263629634168942,Contracts Expression,Contracts Expression,0.2832788524967499,0.3520416374039358,spec_govprot_reform,Expands Expression,,-0.264 (0.283),expand,Expands Expression,contract,expand
j_ind_lag1,-0.373604773925927,Mixed Outcome,Mixed Outcome,0.2180965635736979,0.0867080179188159,spec_govprot_reform,Expands Expression,*,-0.374* (0.218),expand,Expands Expression,mixed,expand
wdj_citizen_lag1,0.3338270475092568,Contracts Expression,Contracts Expression,0.4045533935108666,0.4092726640899295,spec_c_attack,Expands Expression,,0.334 (0.405),expand,Expands Expression,contract,expand
