,Intercept,wdj_expression_lag1,v2jupoatck_lag1
932,1.0,1.0,-0.349
933,1.0,1.0,-0.349
934,1.0,1.0,-0.349
935,1.0,1.0,-0.349
936,1.0,1.0,-0.349
937,1.0,1.0,-0.349
938,1.0,1.0,-0.349
939,1.0,1.0,-0.349
940,1.0,1.0,-0.349
941,1.0,1.0,-0.349
942,1.0,1.0,-0.349
943,1.0,1.0,-0.349
944,1.0,1.0,-0.349
945,1.0,1.0,-0.349
946,1.0,1.0,-0.349
947,1.0,1.0,-0.349
948,1.0,1.0,-0.349
949,1.0,1.0,-0.349
950,1.0,1.0,-0.349
951,1.0,1.0,-0.349
952,1.0,1.0,-0.349
953,1.0,1.0,-0.349
954,1.0,1.0,-0.349
955,1.0,1.0,-0.349
956,1.0,1.0,-0.349
957,1.0,1.0,-0.349
958,1.0,1.0,-0.349
959,1.0,1.0,-0.349
960,1.0,1.0,-0.349
961,1.0,1.0,-0.349
962,1.0,1.0,-0.349
963,1.0,1.0,-0.349
964,1.0,1.0,-0.349
965,1.0,1.0,-0.349
966,1.0,1.0,-0.349
967,1.0,1.0,-0.349
968,1.0,1.0,-0.349
969,1.0,1.0,-0.349
970,1.0,1.0,-0.349
971,1.0,1.0,-0.349
972,1.0,1.0,-0.349
973,1.0,1.0,-0.349
974,1.0,1.0,-0.349
975,1.0,1.0,-0.349
976,1.0,1.0,-0.349
977,1.0,1.0,-0.349
978,1.0,1.0,-0.349
979,1.0,1.0,-0.349
980,1.0,1.0,-0.349
981,1.0,1.0,-0.349
982,1.0,1.0,-0.349
983,1.0,1.0,-0.349
984,1.0,1.0,-0.349
985,1.0,1.0,-0.349
986,1.0,1.0,-0.349
987,1.0,1.0,-0.349
988,1.0,1.0,-0.349
989,1.0,1.0,-0.349
990,1.0,1.0,-0.349
991,1.0,1.0,-0.349
992,1.0,1.0,-0.68
993,1.0,1.0,-0.68
994,1.0,1.0,-0.68
995,1.0,1.0,-0.68
996,1.0,1.0,-0.68
997,1.0,1.0,-0.68
998,1.0,1.0,-0.68
999,1.0,1.0,-0.68
1000,1.0,1.0,-0.68
1001,1.0,1.0,-0.68
1002,1.0,1.0,-0.68
1003,1.0,1.0,-0.68
1004,1.0,1.0,-0.68
1005,1.0,1.0,-0.68
1006,1.0,1.0,-0.68
1007,1.0,1.0,-0.68
1008,1.0,1.0,-0.68
1009,1.0,1.0,-0.68
1010,1.0,1.0,-0.68
1011,1.0,1.0,-0.68
1012,1.0,1.0,-0.68
1013,1.0,1.0,-0.68
1014,1.0,1.0,-0.68
1015,1.0,1.0,-0.68
1016,1.0,1.0,-0.68
1017,1.0,1.0,0.894
1018,1.0,1.0,0.894
1019,1.0,1.0,0.894
1020,1.0,1.0,0.894
1021,1.0,1.0,0.894
1022,1.0,1.0,0.894
1023,1.0,1.0,0.894
1024,1.0,1.0,0.894
1025,1.0,1.0,0.894
1026,1.0,1.0,0.894
1027,1.0,1.0,0.894
1028,1.0,1.0,0.894
1029,1.0,1.0,0.894
1030,1.0,1.0,0.894
1031,1.0,1.0,0.894
1032,1.0,1.0,0.894
1033,1.0,1.0,0.894
1034,1.0,1.0,0.894
1035,1.0,1.0,0.894
1036,1.0,1.0,0.894
1037,1.0,1.0,0.894
1038,1.0,1.0,0.894
1039,1.0,1.0,0.894
1040,1.0,1.0,0.894
1041,1.0,1.0,0.894
1042,1.0,1.0,0.894
1043,1.0,1.0,0.634
1044,1.0,1.0,0.634
1045,1.0,1.0,0.634
1046,1.0,1.0,0.634
1047,1.0,1.0,0.634
1048,1.0,1.0,0.634
1049,1.0,1.0,0.634
1050,1.0,1.0,0.634
1051,1.0,1.0,0.634
1052,1.0,1.0,0.634
1053,1.0,1.0,0.634
1054,1.0,1.0,0.525
1055,1.0,1.0,0.525
1056,1.0,1.0,0.525
1057,1.0,1.0,0.525
1058,1.0,1.0,0.525
1059,1.0,0.0,0.98
1060,1.0,0.40530303,-1.653
1061,1.0,0.40530303,-1.653
1062,1.0,0.40530303,-1.591
1063,1.0,0.0,0.667
1064,1.0,0.0,0.667
1065,1.0,0.0,1.127
1066,1.0,0.0,1.127
1067,1.0,0.0,0.59
1068,1.0,0.0,-0.202
1069,1.0,0.0,-0.202
1070,1.0,0.0,0.293
1071,1.0,0.0,0.293
1072,1.0,0.0,0.444
1073,1.0,0.0,0.242
1074,1.0,0.0,0.242
