variable,coef,class_label,outcome,std_err,p_value,spec,base_category,stars,coef_se
"bs(year, df=4)[3]:v2x_polyarchy_lag1",177.70034683555238,Contracts Expression,Contracts Expression,102.39415374954729,0.08266041705155151,spec_extended_2_spline_interact,Mixed Outcome,*,177.7* (102.394)
"bs(year, df=4)[3]:v2x_polyarchy_lag1",186.9438190413258,Expands Expression,Expands Expression,165.24514289528628,0.25792378022673457,spec_extended_2_spline_interact,Mixed Outcome,,186.944 (165.245)
wdj_expression_lag1,-0.5088439380138793,Contracts Expression,Contracts Expression,0.366046317181606,0.16449606435012765,spec_extended_2_spline_interact,Mixed Outcome,,-0.509 (0.366)
wdj_expression_lag1,-0.768985889905499,Expands Expression,Expands Expression,0.5561475676789444,0.16675651446324757,spec_extended_2_spline_interact,Mixed Outcome,,-0.769 (0.556)
v2jupoatck_lag1,-0.27921300908069635,Contracts Expression,Contracts Expression,0.0887292339810125,0.001650687471648022,spec_extended_2_spline_interact,Mixed Outcome,***,-0.279*** (0.089)
v2jupoatck_lag1,-0.22351093983344492,Expands Expression,Expands Expression,0.15171521841519742,0.14068986588159912,spec_extended_2_spline_interact,Mixed Outcome,,-0.224 (0.152)
v2jureview_lag1,0.731758584052056,Contracts Expression,Contracts Expression,0.3015669956670938,0.015244376937093521,spec_extended_2_spline_interact,Mixed Outcome,**,0.732** (0.302)
v2jureview_lag1,0.19609093131510463,Expands Expression,Expands Expression,0.3599620049855709,0.5859223582108878,spec_extended_2_spline_interact,Mixed Outcome,,0.196 (0.36)
legal_common,-1.6954092989022356,Contracts Expression,Contracts Expression,0.32576508456823566,1.94632457114718e-07,spec_extended_2_spline_interact,Mixed Outcome,***,-1.695*** (0.326)
legal_common,-0.2885473960827294,Expands Expression,Expands Expression,0.4514206322742544,0.5226938005106132,spec_extended_2_spline_interact,Mixed Outcome,,-0.289 (0.451)
legal_civil,-0.30261980887846496,Contracts Expression,Contracts Expression,0.30388027775051546,0.31932201789719816,spec_extended_2_spline_interact,Mixed Outcome,,-0.303 (0.304)
legal_civil,-0.166461047157399,Expands Expression,Expands Expression,0.4072049777214715,0.6826942760417416,spec_extended_2_spline_interact,Mixed Outcome,,-0.166 (0.407)
high_court,0.33237310626994215,Contracts Expression,Contracts Expression,0.3446427844402135,0.3348459966915792,spec_extended_2_spline_interact,Mixed Outcome,,0.332 (0.345)
high_court,0.5079215848709752,Expands Expression,Expands Expression,0.3040430968584073,0.09480904211971372,spec_extended_2_spline_interact,Mixed Outcome,*,0.508* (0.304)
j_ind_lag1,0.22618468463806252,Contracts Expression,Contracts Expression,0.26661200462462736,0.3962339111700022,spec_extended_2_spline_interact,Mixed Outcome,,0.226 (0.267)
j_ind_lag1,-0.13454486079366526,Expands Expression,Expands Expression,0.2595312421071186,0.6041688267585621,spec_extended_2_spline_interact,Mixed Outcome,,-0.135 (0.26)
Intercept,-2.3531155504595427,Contracts Expression,Contracts Expression,0.6531385214125639,0.0003148298476309004,spec_extended_3,Mixed Outcome,***,-2.353*** (0.653)
Intercept,-4.512625308517174,Expands Expression,Expands Expression,0.9401376959098068,1.5869566030564334e-06,spec_extended_3,Mixed Outcome,***,-4.513*** (0.94)
wdj_expression_lag1,-0.13689591479723345,Contracts Expression,Contracts Expression,0.2095319719004073,0.513536199105628,spec_extended_3,Mixed Outcome,,-0.137 (0.21)
wdj_expression_lag1,-0.17313189112162272,Expands Expression,Expands Expression,0.2135309461247443,0.4174778446463884,spec_extended_3,Mixed Outcome,,-0.173 (0.214)
v2jupack_lag1,-0.25610069224798726,Contracts Expression,Contracts Expression,0.1569222469033168,0.10267467316610625,spec_extended_3,Mixed Outcome,,-0.256 (0.157)
v2jupack_lag1,-0.5690310345853926,Expands Expression,Expands Expression,0.23989477546086757,0.017691965526079875,spec_extended_3,Mixed Outcome,**,-0.569** (0.24)
v2x_polyarchy_lag1,3.8301510789803435,Contracts Expression,Contracts Expression,1.207176973342618,0.0015096788369450267,spec_extended_3,Mixed Outcome,***,3.83*** (1.207)
v2x_polyarchy_lag1,7.050933497459797,Expands Expression,Expands Expression,1.7728464667844237,6.973671700526207e-05,spec_extended_3,Mixed Outcome,***,7.051*** (1.773)
v2jureview_lag1,0.9034207715493155,Contracts Expression,Contracts Expression,0.32290836842350873,0.005145800993885228,spec_extended_3,Mixed Outcome,***,0.903*** (0.323)
v2jureview_lag1,0.4727265098843766,Expands Expression,Expands Expression,0.3824374629000565,0.2164257079166052,spec_extended_3,Mixed Outcome,,0.473 (0.382)
legal_common,-1.7877253510173974,Contracts Expression,Contracts Expression,0.3398650831359936,1.4397471321589772e-07,spec_extended_3,Mixed Outcome,***,-1.788*** (0.34)
legal_common,-0.6217378676154822,Expands Expression,Expands Expression,0.47962817114153,0.19487511452727801,spec_extended_3,Mixed Outcome,,-0.622 (0.48)
legal_civil,-0.4229064704465324,Contracts Expression,Contracts Expression,0.33963508276630155,0.21306596252366072,spec_extended_3,Mixed Outcome,,-0.423 (0.34)
legal_civil,-0.38301273166479577,Expands Expression,Expands Expression,0.4254584725838342,0.3679950492853218,spec_extended_3,Mixed Outcome,,-0.383 (0.425)
high_court,0.42107093302868714,Contracts Expression,Contracts Expression,0.28497437081983656,0.1395216385236354,spec_extended_3,Mixed Outcome,,0.421 (0.285)
high_court,0.40153338441437336,Expands Expression,Expands Expression,0.26640368412648086,0.13175002065411148,spec_extended_3,Mixed Outcome,,0.402 (0.266)
j_ind_lag1,0.16163531873358872,Contracts Expression,Contracts Expression,0.27988190932418566,0.5635932545460758,spec_extended_3,Mixed Outcome,,0.162 (0.28)
j_ind_lag1,-0.19571787469163845,Expands Expression,Expands Expression,0.2637107528572479,0.45798511150259424,spec_extended_3,Mixed Outcome,,-0.196 (0.264)
Intercept,-6.03622672150903,Contracts Expression,Contracts Expression,1.478211040676067,4.43686397023332e-05,spec_extended_3_spline,Mixed Outcome,***,-6.036*** (1.478)
Intercept,-3.23535522080017,Expands Expression,Expands Expression,1.0108581957352958,0.0013714060415167659,spec_extended_3_spline,Mixed Outcome,***,-3.235*** (1.011)
"bs(year, df=4)[0]",6.471278919404538,Contracts Expression,Contracts Expression,3.5934177001138754,0.07172333799963188,spec_extended_3_spline,Mixed Outcome,*,6.471* (3.593)
"bs(year, df=4)[0]",-5.298161677861222,Expands Expression,Expands Expression,2.6475299010765774,0.04537389919031489,spec_extended_3_spline,Mixed Outcome,**,-5.298** (2.648)
"bs(year, df=4)[1]",3.99396882633687,Contracts Expression,Contracts Expression,0.7529575285525588,1.1305990099318617e-07,spec_extended_3_spline,Mixed Outcome,***,3.994*** (0.753)
"bs(year, df=4)[1]",0.644376850367416,Expands Expression,Expands Expression,1.2481668311395395,0.6056738129408862,spec_extended_3_spline,Mixed Outcome,,0.644 (1.248)
"bs(year, df=4)[2]",3.715089733114469,Contracts Expression,Contracts Expression,1.7565444012537976,0.034430028614223895,spec_extended_3_spline,Mixed Outcome,**,3.715** (1.757)
"bs(year, df=4)[2]",-1.3273187844515262,Expands Expression,Expands Expression,0.9416971938383979,0.15868844353284906,spec_extended_3_spline,Mixed Outcome,,-1.327 (0.942)
"bs(year, df=4)[3]",6.108821270545186,Contracts Expression,Contracts Expression,2.0355131181861896,0.002689876091130073,spec_extended_3_spline,Mixed Outcome,***,6.109*** (2.036)
"bs(year, df=4)[3]",1.8083890004842607,Expands Expression,Expands Expression,1.872077750379314,0.3340543666188279,spec_extended_3_spline,Mixed Outcome,,1.808 (1.872)
wdj_expression_lag1,-0.26769149549721205,Contracts Expression,Contracts Expression,0.2803263410674831,0.3396140669077281,spec_extended_3_spline,Mixed Outcome,,-0.268 (0.28)
wdj_expression_lag1,-0.4538852881578804,Expands Expression,Expands Expression,0.39459488914461843,0.2500382915815922,spec_extended_3_spline,Mixed Outcome,,-0.454 (0.395)
v2jupack_lag1,-0.23935423009140627,Contracts Expression,Contracts Expression,0.15624197680255472,0.12553582606264452,spec_extended_3_spline,Mixed Outcome,,-0.239 (0.156)
v2jupack_lag1,-0.5215069101238724,Expands Expression,Expands Expression,0.22751846712820228,0.021896873482990485,spec_extended_3_spline,Mixed Outcome,**,-0.522** (0.228)
v2x_polyarchy_lag1,3.4655635294856193,Contracts Expression,Contracts Expression,1.1901038514492923,0.0035914088075465456,spec_extended_3_spline,Mixed Outcome,***,3.466*** (1.19)
v2x_polyarchy_lag1,6.277015614639563,Expands Expression,Expands Expression,1.7414755123201855,0.0003128463329773502,spec_extended_3_spline,Mixed Outcome,***,6.277*** (1.741)
v2jureview_lag1,0.8591075659631621,Contracts Expression,Contracts Expression,0.3300164450519171,0.009235091040520027,spec_extended_3_spline,Mixed Outcome,***,0.859*** (0.33)
v2jureview_lag1,0.45451153045423087,Expands Expression,Expands Expression,0.3765358971526455,0.22739869811491575,spec_extended_3_spline,Mixed Outcome,,0.455 (0.377)
legal_common,-1.7399866659995062,Contracts Expression,Contracts Expression,0.3633789811886321,1.6815605953359138e-06,spec_extended_3_spline,Mixed Outcome,***,-1.74*** (0.363)
legal_common,-0.4370997489032365,Expands Expression,Expands Expression,0.4731327524265038,0.3555687597242291,spec_extended_3_spline,Mixed Outcome,,-0.437 (0.473)
legal_civil,-0.40542181720527515,Contracts Expression,Contracts Expression,0.3460300385162038,0.24134256997496062,spec_extended_3_spline,Mixed Outcome,,-0.405 (0.346)
legal_civil,-0.3469727925081794,Expands Expression,Expands Expression,0.4168457231107016,0.40519618014928405,spec_extended_3_spline,Mixed Outcome,,-0.347 (0.417)
high_court,0.31251387568644723,Contracts Expression,Contracts Expression,0.330747523203662,0.34472453370323786,spec_extended_3_spline,Mixed Outcome,,0.313 (0.331)
high_court,0.44725622724122643,Expands Expression,Expands Expression,0.27905435499903464,0.10898838778419564,spec_extended_3_spline,Mixed Outcome,,0.447 (0.279)
j_ind_lag1,0.21171188975124206,Contracts Expression,Contracts Expression,0.2786804828063365,0.44743751810145904,spec_extended_3_spline,Mixed Outcome,,0.212 (0.279)
j_ind_lag1,-0.1158910754073187,Expands Expression,Expands Expression,0.2810590897717,0.6800923974426045,spec_extended_3_spline,Mixed Outcome,,-0.116 (0.281)
Intercept,87.43805181406769,Contracts Expression,Contracts Expression,55.97678889756141,0.11827827783634427,spec_extended_3_spline_interact,Mixed Outcome,,87.438 (55.977)
Intercept,109.34939502645967,Expands Expression,Expands Expression,92.87606504803708,0.2390482780929014,spec_extended_3_spline_interact,Mixed Outcome,,109.349 (92.876)
"bs(year, df=4)[0]",-53.02611028179367,Contracts Expression,Contracts Expression,58.36372838375516,0.36359001807619273,spec_extended_3_spline_interact,Mixed Outcome,,-53.026 (58.364)
"bs(year, df=4)[0]",-139.14235854630033,Expands Expression,Expands Expression,94.0120154140809,0.13886025806319754,spec_extended_3_spline_interact,Mixed Outcome,,-139.142 (94.012)
"bs(year, df=4)[1]",-102.38654989361488,Contracts Expression,Contracts Expression,56.99429350411743,0.07242534423154476,spec_extended_3_spline_interact,Mixed Outcome,*,-102.387* (56.994)
"bs(year, df=4)[1]",-107.43124292775293,Expands Expression,Expands Expression,92.81416803104857,0.24707322751070737,spec_extended_3_spline_interact,Mixed Outcome,,-107.431 (92.814)
"bs(year, df=4)[2]",-87.76303048033064,Contracts Expression,Contracts Expression,55.79572794487875,0.11573396464226242,spec_extended_3_spline_interact,Mixed Outcome,,-87.763 (55.796)
"bs(year, df=4)[2]",-114.93231911394183,Expands Expression,Expands Expression,93.11470400612374,0.21708777582144723,spec_extended_3_spline_interact,Mixed Outcome,,-114.932 (93.115)
"bs(year, df=4)[3]",-87.47840808731108,Contracts Expression,Contracts Expression,55.92607645110418,0.1177754797372788,spec_extended_3_spline_interact,Mixed Outcome,,-87.478 (55.926)
"bs(year, df=4)[3]",-105.41087695377838,Expands Expression,Expands Expression,93.31064843007583,0.2586124264191777,spec_extended_3_spline_interact,Mixed Outcome,,-105.411 (93.311)
v2x_polyarchy_lag1,-183.41024854028208,Contracts Expression,Contracts Expression,107.38680214497755,0.0876474179217215,spec_extended_3_spline_interact,Mixed Outcome,*,-183.41* (107.387)
v2x_polyarchy_lag1,-201.3509147057758,Expands Expression,Expands Expression,174.55801764498,0.24870935045504006,spec_extended_3_spline_interact,Mixed Outcome,,-201.351 (174.558)
"bs(year, df=4)[0]:v2x_polyarchy_lag1",160.7738288086432,Contracts Expression,Contracts Expression,118.1258563676641,0.17350154858449696,spec_extended_3_spline_interact,Mixed Outcome,,160.774 (118.126)
"bs(year, df=4)[0]:v2x_polyarchy_lag1",253.83823611353986,Expands Expression,Expands Expression,194.0949463323272,0.19093964172538913,spec_extended_3_spline_interact,Mixed Outcome,,253.838 (194.095)
"bs(year, df=4)[1]:v2x_polyarchy_lag1",200.3357590875269,Contracts Expression,Contracts Expression,105.68528513509177,0.05801454426906082,spec_extended_3_spline_interact,Mixed Outcome,*,200.336* (105.685)
"bs(year, df=4)[1]:v2x_polyarchy_lag1",197.92462878691984,Expands Expression,Expands Expression,169.42015416388082,0.24270704726494552,spec_extended_3_spline_interact,Mixed Outcome,,197.925 (169.42)
"bs(year, df=4)[2]:v2x_polyarchy_lag1",184.70061347808112,Contracts Expression,Contracts Expression,107.80301023090733,0.08665443542144281,spec_extended_3_spline_interact,Mixed Outcome,*,184.701* (107.803)
"bs(year, df=4)[2]:v2x_polyarchy_lag1",209.96268565028456,Expands Expression,Expands Expression,176.03021494734494,0.2329614069553646,spec_extended_3_spline_interact,Mixed Outcome,,209.963 (176.03)
"bs(year, df=4)[3]:v2x_polyarchy_lag1",186.07346687805364,Contracts Expression,Contracts Expression,107.17402537922136,0.08253190113567194,spec_extended_3_spline_interact,Mixed Outcome,*,186.073* (107.174)
"bs(year, df=4)[3]:v2x_polyarchy_lag1",200.20467428925244,Expands Expression,Expands Expression,175.0405634771386,0.2527225205317376,spec_extended_3_spline_interact,Mixed Outcome,,200.205 (175.041)
wdj_expression_lag1,-0.2843921224928786,Contracts Expression,Contracts Expression,0.3851773909828501,0.46030747461326327,spec_extended_3_spline_interact,Mixed Outcome,,-0.284 (0.385)
wdj_expression_lag1,-0.5974517859874813,Expands Expression,Expands Expression,0.4897595624443949,0.2225073564611234,spec_extended_3_spline_interact,Mixed Outcome,,-0.597 (0.49)
v2jupack_lag1,-0.29621836570468446,Contracts Expression,Contracts Expression,0.1506889335308898,0.049326273070958784,spec_extended_3_spline_interact,Mixed Outcome,**,-0.296** (0.151)
v2jupack_lag1,-0.591244798351438,Expands Expression,Expands Expression,0.23646857949907937,0.012408460746564298,spec_extended_3_spline_interact,Mixed Outcome,**,-0.591** (0.236)
v2jureview_lag1,0.9212323620274232,Contracts Expression,Contracts Expression,0.31491886505224775,0.003441235740831991,spec_extended_3_spline_interact,Mixed Outcome,***,0.921*** (0.315)
v2jureview_lag1,0.36687791095931804,Expands Expression,Expands Expression,0.38042286842002004,0.3348479296769483,spec_extended_3_spline_interact,Mixed Outcome,,0.367 (0.38)
legal_common,-1.7697897165291057,Contracts Expression,Contracts Expression,0.3581335393123768,7.744298025988703e-07,spec_extended_3_spline_interact,Mixed Outcome,***,-1.77*** (0.358)
legal_common,-0.3698839046046801,Expands Expression,Expands Expression,0.4663376641493825,0.42768020829866205,spec_extended_3_spline_interact,Mixed Outcome,,-0.37 (0.466)
legal_civil,-0.37243257062289714,Contracts Expression,Contracts Expression,0.34023385174442067,0.2736756889483668,spec_extended_3_spline_interact,Mixed Outcome,,-0.372 (0.34)
legal_civil,-0.3632639547893696,Expands Expression,Expands Expression,0.4281383016990495,0.39617438771896096,spec_extended_3_spline_interact,Mixed Outcome,,-0.363 (0.428)
high_court,0.2642154970612394,Contracts Expression,Contracts Expression,0.3387940089811156,0.435467027780183,spec_extended_3_spline_interact,Mixed Outcome,,0.264 (0.339)
high_court,0.39256644147267694,Expands Expression,Expands Expression,0.2806768104272687,0.16192029442352507,spec_extended_3_spline_interact,Mixed Outcome,,0.393 (0.281)
j_ind_lag1,0.22295040276595238,Contracts Expression,Contracts Expression,0.2856070010743812,0.4350263020642272,spec_extended_3_spline_interact,Mixed Outcome,,0.223 (0.286)
j_ind_lag1,-0.13110492096028722,Expands Expression,Expands Expression,0.2734941186888635,0.6316753139569793,spec_extended_3_spline_interact,Mixed Outcome,,-0.131 (0.273)
Intercept,-2.304206911164376,Contracts Expression,Contracts Expression,0.6219005815159053,0.0002113032395879237,spec_c_pack,Mixed Outcome,***,-2.304*** (0.622)
Intercept,-4.334604960894189,Expands Expression,Expands Expression,0.9138914220528672,2.1055585056142564e-06,spec_c_pack,Mixed Outcome,***,-4.335*** (0.914)
wdj_citizen_lag1,-0.27160397579244916,Contracts Expression,Contracts Expression,0.42829669310153556,0.5259835016480263,spec_c_pack,Mixed Outcome,,-0.272 (0.428)
wdj_citizen_lag1,-0.8546583154292539,Expands Expression,Expands Expression,0.6345805385187355,0.17804199147958344,spec_c_pack,Mixed Outcome,,-0.855 (0.635)
v2jupack_lag1,-0.23525340604705003,Contracts Expression,Contracts Expression,0.16163031578686296,0.1455300662408483,spec_c_pack,Mixed Outcome,,-0.235 (0.162)
v2jupack_lag1,-0.48768538249544785,Expands Expression,Expands Expression,0.24934491478924792,0.05048087467936164,spec_c_pack,Mixed Outcome,*,-0.488* (0.249)
v2x_polyarchy_lag1,3.8815897239652406,Contracts Expression,Contracts Expression,1.2027618411302192,0.0012499471570909927,spec_c_pack,Mixed Outcome,***,3.882*** (1.203)
v2x_polyarchy_lag1,7.000829603590883,Expands Expression,Expands Expression,1.7748777967459954,7.999972301592806e-05,spec_c_pack,Mixed Outcome,***,7.001*** (1.775)
v2jureview_lag1,0.8678130060451862,Contracts Expression,Contracts Expression,0.3014818912573272,0.00399582281359972,spec_c_pack,Mixed Outcome,***,0.868*** (0.301)
v2jureview_lag1,0.41726660861022846,Expands Expression,Expands Expression,0.355793164958074,0.24088460343812845,spec_c_pack,Mixed Outcome,,0.417 (0.356)
legal_common,-1.8653462737235398,Contracts Expression,Contracts Expression,0.3606774928932138,2.3186888202624727e-07,spec_c_pack,Mixed Outcome,***,-1.865*** (0.361)
legal_common,-0.7387188503933948,Expands Expression,Expands Expression,0.4894647948778805,0.13123798171694062,spec_c_pack,Mixed Outcome,,-0.739 (0.489)
legal_civil,-0.4180033382887451,Contracts Expression,Contracts Expression,0.34431655331882344,0.22474434982063385,spec_c_pack,Mixed Outcome,,-0.418 (0.344)
legal_civil,-0.2125928063780081,Expands Expression,Expands Expression,0.42527841727972104,0.6171519074645829,spec_c_pack,Mixed Outcome,,-0.213 (0.425)
high_court,0.44893433640828523,Contracts Expression,Contracts Expression,0.2586586081244903,0.08263016962303804,spec_c_pack,Mixed Outcome,*,0.449* (0.259)
high_court,0.44742188390908155,Expands Expression,Expands Expression,0.26627752224471923,0.09290205525432282,spec_c_pack,Mixed Outcome,*,0.447* (0.266)
j_ind_lag1,0.14360753617574093,Contracts Expression,Contracts Expression,0.2738083934575411,0.5999434317452368,spec_c_pack,Mixed Outcome,,0.144 (0.274)
j_ind_lag1,-0.2475993813871572,Expands Expression,Expands Expression,0.24827963789254398,0.31863826599641754,spec_c_pack,Mixed Outcome,,-0.248 (0.248)
Intercept,-2.287158781016741,Contracts Expression,Contracts Expression,0.6336357892000549,0.0003066937221056805,spec_im_pack,Mixed Outcome,***,-2.287*** (0.634)
Intercept,-4.566038036941587,Expands Expression,Expands Expression,0.9432617442644903,1.2938884211011913e-06,spec_im_pack,Mixed Outcome,***,-4.566*** (0.943)
wdj_intermediaries_lag1,-0.7621356152564651,Contracts Expression,Contracts Expression,0.6361327756262417,0.23088730637278687,spec_im_pack,Mixed Outcome,,-0.762 (0.636)
wdj_intermediaries_lag1,-0.13827986548364318,Expands Expression,Expands Expression,0.9607618695244061,0.8855578748348321,spec_im_pack,Mixed Outcome,,-0.138 (0.961)
v2jupack_lag1,-0.21390465137960496,Contracts Expression,Contracts Expression,0.15169931321715846,0.15852290557250337,spec_im_pack,Mixed Outcome,,-0.214 (0.152)
v2jupack_lag1,-0.5634140746584089,Expands Expression,Expands Expression,0.24351576611112707,0.0206860669387657,spec_im_pack,Mixed Outcome,**,-0.563** (0.244)
v2x_polyarchy_lag1,3.87769572177659,Contracts Expression,Contracts Expression,1.2198479868223508,0.0014786813512557744,spec_im_pack,Mixed Outcome,***,3.878*** (1.22)
v2x_polyarchy_lag1,7.2319224219463525,Expands Expression,Expands Expression,1.794211384798306,5.561169929520308e-05,spec_im_pack,Mixed Outcome,***,7.232*** (1.794)
v2jureview_lag1,0.877176339058818,Contracts Expression,Contracts Expression,0.30617000043383374,0.004170123054259713,spec_im_pack,Mixed Outcome,***,0.877*** (0.306)
v2jureview_lag1,0.4515452359410697,Expands Expression,Expands Expression,0.37708424805076707,0.23112531326662245,spec_im_pack,Mixed Outcome,,0.452 (0.377)
legal_common,-1.9135127341121778,Contracts Expression,Contracts Expression,0.3628230896949985,1.335144856976394e-07,spec_im_pack,Mixed Outcome,***,-1.914*** (0.363)
legal_common,-0.6965010607759513,Expands Expression,Expands Expression,0.5175618297990942,0.17838799970501285,spec_im_pack,Mixed Outcome,,-0.697 (0.518)
legal_civil,-0.3248188320157175,Contracts Expression,Contracts Expression,0.33437901633810746,0.33134457988217436,spec_im_pack,Mixed Outcome,,-0.325 (0.334)
legal_civil,-0.48106418344818724,Expands Expression,Expands Expression,0.4770408694393938,0.313246206397498,spec_im_pack,Mixed Outcome,,-0.481 (0.477)
high_court,0.44355985139436577,Contracts Expression,Contracts Expression,0.2613553749930705,0.08966788819897561,spec_im_pack,Mixed Outcome,*,0.444* (0.261)
high_court,0.4386589102168416,Expands Expression,Expands Expression,0.2671099120494007,0.10054002148578155,spec_im_pack,Mixed Outcome,,0.439 (0.267)
j_ind_lag1,0.1316376465751931,Contracts Expression,Contracts Expression,0.2704223542045066,0.6264104369646706,spec_im_pack,Mixed Outcome,,0.132 (0.27)
j_ind_lag1,-0.22840353998354318,Expands Expression,Expands Expression,0.2533408944701332,0.3672874524934743,spec_im_pack,Mixed Outcome,,-0.228 (0.253)
Intercept,-2.453305068033751,Contracts Expression,Contracts Expression,0.6500457606586786,0.00016061868116420586,spec_p_pack,Mixed Outcome,***,-2.453*** (0.65)
Intercept,-4.667095146174877,Expands Expression,Expands Expression,0.9253156114890705,4.564065894373868e-07,spec_p_pack,Mixed Outcome,***,-4.667*** (0.925)
wdj_press_lag1,-0.5090416409655653,Contracts Expression,Contracts Expression,0.6103532455099405,0.4042744895223749,spec_p_pack,Mixed Outcome,,-0.509 (0.61)
wdj_press_lag1,-1.4396373832813298,Expands Expression,Expands Expression,0.6735910203213608,0.03257706282880621,spec_p_pack,Mixed Outcome,**,-1.44** (0.674)
v2jupack_lag1,-0.23753048167317958,Contracts Expression,Contracts Expression,0.15825024224184941,0.13336068052577243,spec_p_pack,Mixed Outcome,,-0.238 (0.158)
v2jupack_lag1,-0.48641044693134017,Expands Expression,Expands Expression,0.2392190475793652,0.04201953991536671,spec_p_pack,Mixed Outcome,**,-0.486** (0.239)
v2x_polyarchy_lag1,4.012201220535018,Contracts Expression,Contracts Expression,1.2104722807711337,0.0009178253784588849,spec_p_pack,Mixed Outcome,***,4.012*** (1.21)
v2x_polyarchy_lag1,7.313539037425776,Expands Expression,Expands Expression,1.6915356417192586,1.5349711556177435e-05,spec_p_pack,Mixed Outcome,***,7.314*** (1.692)
v2jureview_lag1,0.9176435169235407,Contracts Expression,Contracts Expression,0.32589888277854295,0.0048666428928908784,spec_p_pack,Mixed Outcome,***,0.918*** (0.326)
v2jureview_lag1,0.4908239353031366,Expands Expression,Expands Expression,0.38821807736916036,0.20612253587656015,spec_p_pack,Mixed Outcome,,0.491 (0.388)
legal_common,-1.9124054137577655,Contracts Expression,Contracts Expression,0.3608904320511915,1.1635559563468995e-07,spec_p_pack,Mixed Outcome,***,-1.912*** (0.361)
legal_common,-0.861258009800423,Expands Expression,Expands Expression,0.46153657471788967,0.062032041210322186,spec_p_pack,Mixed Outcome,*,-0.861* (0.462)
legal_civil,-0.40957299318856805,Contracts Expression,Contracts Expression,0.3525674725731368,0.24536269309449543,spec_p_pack,Mixed Outcome,,-0.41 (0.353)
legal_civil,-0.22737976179533068,Expands Expression,Expands Expression,0.4207226213403773,0.5888863716242063,spec_p_pack,Mixed Outcome,,-0.227 (0.421)
high_court,0.45755900109948505,Contracts Expression,Contracts Expression,0.2602695097637379,0.07874410797976598,spec_p_pack,Mixed Outcome,*,0.458* (0.26)
high_court,0.4632157093648853,Expands Expression,Expands Expression,0.27077004208908834,0.0871300971140891,spec_p_pack,Mixed Outcome,*,0.463* (0.271)
j_ind_lag1,0.13685152091867037,Contracts Expression,Contracts Expression,0.2757114057775315,0.619641956935415,spec_p_pack,Mixed Outcome,,0.137 (0.276)
j_ind_lag1,-0.24012957774058138,Expands Expression,Expands Expression,0.24622656360719677,0.3294420630674345,spec_p_pack,Mixed Outcome,,-0.24 (0.246)
Intercept,-2.3416892718857407,Contracts Expression,Contracts Expression,0.6696712132036372,0.00047091958937647583,spec_govprot_pack,Mixed Outcome,***,-2.342*** (0.67)
Intercept,-4.487011079187486,Expands Expression,Expands Expression,0.9661739294570194,3.4155742449571774e-06,spec_govprot_pack,Mixed Outcome,***,-4.487*** (0.966)
wdj_govprot_lag1,-0.17538598525242569,Contracts Expression,Contracts Expression,0.2478250968361102,0.4791311658269327,spec_govprot_pack,Mixed Outcome,,-0.175 (0.248)
wdj_govprot_lag1,-0.24792547048635846,Expands Expression,Expands Expression,0.26487111587403067,0.34926131861406107,spec_govprot_pack,Mixed Outcome,,-0.248 (0.265)
v2jupack_lag1,-0.25267437976125773,Contracts Expression,Contracts Expression,0.15500382373526098,0.10307675557923404,spec_govprot_pack,Mixed Outcome,,-0.253 (0.155)
v2jupack_lag1,-0.5658126010818539,Expands Expression,Expands Expression,0.2433326941195762,0.02005788152701701,spec_govprot_pack,Mixed Outcome,**,-0.566** (0.243)
v2x_polyarchy_lag1,3.801974440964948,Contracts Expression,Contracts Expression,1.2301338706868603,0.001996854452388477,spec_govprot_pack,Mixed Outcome,***,3.802*** (1.23)
v2x_polyarchy_lag1,6.984494893732455,Expands Expression,Expands Expression,1.8180495187714514,0.00012215936260285488,spec_govprot_pack,Mixed Outcome,***,6.984*** (1.818)
v2jureview_lag1,0.9040288362139249,Contracts Expression,Contracts Expression,0.32525915720457305,0.005445759640565065,spec_govprot_pack,Mixed Outcome,***,0.904*** (0.325)
v2jureview_lag1,0.47959120598272753,Expands Expression,Expands Expression,0.3829517555113113,0.21044085908715404,spec_govprot_pack,Mixed Outcome,,0.48 (0.383)
legal_common,-1.7943864144699144,Contracts Expression,Contracts Expression,0.342273422853261,1.5837024486220717e-07,spec_govprot_pack,Mixed Outcome,***,-1.794*** (0.342)
legal_common,-0.6302748293249956,Expands Expression,Expands Expression,0.4851240963187948,0.1938741675579565,spec_govprot_pack,Mixed Outcome,,-0.63 (0.485)
legal_civil,-0.43538326940914546,Contracts Expression,Contracts Expression,0.34259250078786335,0.20378244308427462,spec_govprot_pack,Mixed Outcome,,-0.435 (0.343)
legal_civil,-0.38708711357981224,Expands Expression,Expands Expression,0.4312027603223566,0.3693499670275049,spec_govprot_pack,Mixed Outcome,,-0.387 (0.431)
high_court,0.41655275554448296,Contracts Expression,Contracts Expression,0.28044382564388354,0.13745536365471314,spec_govprot_pack,Mixed Outcome,,0.417 (0.28)
high_court,0.3911044429560362,Expands Expression,Expands Expression,0.26675170626334055,0.14260086254399354,spec_govprot_pack,Mixed Outcome,,0.391 (0.267)
j_ind_lag1,0.1736717734207219,Contracts Expression,Contracts Expression,0.29987251329803266,0.5624865984699534,spec_govprot_pack,Mixed Outcome,,0.174 (0.3)
