,Intercept,"bs(year, df=4)[0]","bs(year, df=4)[1]","bs(year, df=4)[2]","bs(year, df=4)[3]",v2x_polyarchy_lag1,"bs(year, df=4)[0]:v2x_polyarchy_lag1","bs(year, df=4)[1]:v2x_polyarchy_lag1","bs(year, df=4)[2]:v2x_polyarchy_lag1","bs(year, df=4)[3]:v2x_polyarchy_lag1",wdj_expression_lag1,v2jupoatck_lag1,v2jureview_lag1,legal_common,legal_civil,high_court,j_ind_lag1
327,1.0,0.4515832457767694,0.15828487172973893,0.018280070569846835,0.0,0.612,0.27636894641538284,0.09687034149860023,0.011187403188746264,0.0,0.0,1.747,2.009,1.0,0.0,1.0,1.875
328,1.0,0.4577360719992999,0.27649759408309493,0.05458399824043353,0.0,0.668,0.30576769609553234,0.18470039284750742,0.0364621108246096,0.0,0.0,1.718,2.009,1.0,0.0,1.0,1.875
329,1.0,0.4541819953684176,0.28710507620520237,0.05926018653276491,0.0,0.679,0.30838957485515556,0.19494434674333241,0.04023766665574738,0.0,0.0,1.718,2.009,1.0,0.0,1.0,1.875
330,1.0,0.45004314110316646,0.29759504006689125,0.06419609806775267,0.0,0.678,0.30512924966794686,0.20176943716535228,0.04352495448993631,0.0,0.0,1.718,2.009,1.0,0.0,1.0,1.875
331,1.0,0.44534276915212684,0.30794571718502384,0.06939875239249563,0.0,0.672,0.29927034087022925,0.20693952194833604,0.046635961607757064,0.0,0.0,1.718,2.009,1.0,0.0,1.0,1.875
332,1.0,0.44010413946387844,0.31813533907646213,0.07487516905409264,0.0,0.693,0.30499216864846773,0.22046778997998825,0.051888492154486196,0.0,0.0,1.718,2.009,1.0,0.0,1.0,1.875
333,1.0,0.4343505119870017,0.3281421372580681,0.08063236759964247,0.0,0.7,0.3040453583909012,0.22969949608064766,0.05644265731974973,0.0,0.0,1.718,2.009,1.0,0.0,1.0,1.875
334,1.0,0.42810514667007643,0.337944343246704,0.08667736757624399,0.0,0.7,0.29967360266905346,0.2365610402726928,0.060674157303370786,0.0,0.0,1.718,2.009,1.0,0.0,1.0,1.875
335,1.0,0.4142322423104011,0.3568479047125138,0.09965885001099731,0.0,0.718,0.29741874997886797,0.2562167955835849,0.07155505430789606,0.0,0.0,2.12,2.009,1.0,0.0,1.0,2.327
336,1.0,0.40665122316481095,0.36590572322341175,0.10660937156334672,0.0,0.724,0.29441548557132313,0.2649157436137501,0.07718518501186303,0.0,0.0,2.12,2.009,1.0,0.0,1.0,2.327
337,1.0,0.3816090172479923,0.39124210807042326,0.1293842921254721,0.0,0.765,0.29193089819471413,0.2993002126738738,0.09897898347598615,0.0,0.0,2.12,2.009,1.0,0.0,1.0,2.327
338,1.0,0.37257276561097014,0.3990026511804065,0.13764044943820225,0.0,0.782,0.29135190270777866,0.3120200732230779,0.10763483146067417,0.0,0.0,2.12,2.009,1.0,0.0,1.0,2.327
339,1.0,0.3632308557225401,0.40638445423231634,0.14624056455877468,0.0,0.791,0.28731560687652924,0.32145010329776225,0.11567628656599079,0.0,0.0,2.12,2.009,1.0,0.0,1.0,2.327
340,1.0,0.35360654753128234,0.4133657487430146,0.15519165703428814,0.0,0.831,0.2938470409984956,0.3435069372054451,0.12896426699549343,0.0,0.0,2.12,2.009,1.0,0.0,1.0,2.327
341,1.0,0.3437231009857769,0.41992476622936376,0.1645007464118415,0.0,0.834,0.28666506622213794,0.35021725503528933,0.1371936225074758,0.0,0.0,2.12,2.009,1.0,0.0,0.0,1.454
342,1.0,0.33360377603460384,0.42603973820822566,0.17417485223853357,0.0,0.832,0.27755834166079035,0.35446506218924373,0.14491347706245994,0.0,0.0,2.12,2.009,1.0,0.0,1.0,2.327
343,1.0,0.3127505307095751,0.436850471710936,0.19464619142772907,0.0,0.855,0.2674017037566867,0.3735071533128503,0.16642249367070835,0.0,0.0,1.943,2.009,1.0,0.0,0.0,1.454
344,1.0,0.26923693692902934,0.4521855793684416,0.24027792726813263,0.0,0.856,0.2304668180112491,0.387070855939386,0.20567790574152153,0.0,0.0,1.217,2.009,1.0,0.0,1.0,2.327
345,1.0,0.25811774169842494,0.4545827152670312,0.2527036955575626,0.0,0.857,0.22120690463555018,0.38957738698384575,0.21656706709283116,0.0,0.0,1.217,2.009,1.0,0.0,1.0,2.327
346,1.0,0.2469487476507935,0.45636165779303023,0.2655506366729219,0.0,0.863,0.21311676922263478,0.3938401106753851,0.2291701994487316,0.0,0.0,1.217,2.009,1.0,0.0,1.0,2.327
347,1.0,0.23575321473471508,0.45750063846330075,0.27882577016130916,0.0,0.862,0.2032192711013244,0.39436555035536525,0.2403478138790485,0.0,0.0,1.217,2.009,1.0,0.0,1.0,2.327
348,1.0,0.2245544028987698,0.4579778887947048,0.2925361155698234,0.0,0.859,0.19289223209004325,0.39340300647465143,0.2512885232744783,0.0,0.0,1.217,2.009,1.0,0.0,1.0,2.327
349,1.0,0.21337557209153774,0.45777164030410467,0.3066886924455634,0.0,0.863,0.18414311871499706,0.3950569255824423,0.2646723415805212,0.0,0.0,1.973,2.009,1.0,0.0,1.0,2.327
350,1.0,0.20223998226159887,0.4568601245083622,0.321290520335628,0.0,0.867,0.1753420646208062,0.39609772794875003,0.2785588811309895,0.0,0.0,1.973,2.009,1.0,0.0,0.0,1.454
351,1.0,0.19117089335753334,0.4552215729243397,0.3363486187871159,0.0,0.872,0.16670101900776907,0.3969532115900242,0.2932959955823651,0.0,0.0,1.973,2.009,1.0,0.0,1.0,2.327
352,1.0,0.18019156532792122,0.452834217068899,0.3518700073471259,0.0,0.867,0.1562260871393077,0.3926072661987354,0.30507129636995817,0.0,0.0,2.108,2.009,1.0,0.0,0.0,1.454
353,1.0,0.1693252581213426,0.44967628845890234,0.3678617055627571,0.0,0.867,0.14680499879120404,0.3898693420938683,0.3189360987229104,0.0,0.0,2.108,2.009,1.0,0.0,1.0,2.327
354,1.0,0.1585952316863775,0.44572601861121175,0.38433073298110804,0.0,0.868,0.13766066110377567,0.3868901841545318,0.33359907622760177,0.0,0.0,2.108,2.009,1.0,0.0,0.0,1.454
355,1.0,0.14802474597160603,0.44096163904268937,0.40128410914927765,0.0,0.869,0.12863350424932565,0.38319566432809704,0.3487158908507223,0.0,-0.666666667,2.108,2.009,1.0,0.0,0.0,1.454
356,1.0,0.13763706092560826,0.43536138127019725,0.41872885361436474,0.0,0.871,0.1198818800662048,0.3791997630863418,0.3647128314981117,0.0,-0.666666667,2.108,2.009,1.0,0.0,1.0,2.327
357,1.0,0.12745543649696428,0.42890347681059754,0.43667198592346823,0.0,0.871,0.11101368518885589,0.37357492830203043,0.38034129973934083,0.0,0.0,2.108,2.009,1.0,0.0,0.0,1.454
358,1.0,0.1175031326342541,0.42156615718075213,0.4551205256236867,0.0,0.868,0.10199271912653256,0.3659194244328928,0.39504461624136006,0.0,0.0,2.108,2.009,1.0,0.0,1.0,2.327
359,1.0,0.10780340928605786,0.41332765389752335,0.47408149226211926,0.0,0.867,0.09346555585101217,0.3583550759291527,0.4110286537912574,0.0,0.0,2.108,2.009,1.0,0.0,1.0,2.327
360,1.0,0.09837952640095558,0.4041661984777731,0.4935619053858645,0.0,0.828,0.08145824785999121,0.3346496123395961,0.40866925765949574,0.0,0.0,1.7,2.009,1.0,0.0,1.0,2.327
361,1.0,0.08925474392752741,0.3940600224383635,0.5135687845420214,0.0,0.829,0.07399218271592022,0.32667575860140335,0.42574852238533567,0.0,0.0,2.229,2.009,1.0,0.0,1.0,2.327
362,1.0,0.07199552001001348,0.3709264345680147,0.555190019139965,0.0,0.862,0.06206013824863162,0.31973858659762866,0.47857379649864984,0.0,0.0,2.229,2.009,1.0,0.0,1.0,2.327
363,1.0,0.05621181712215668,0.3437527424213736,0.5990013524327411,0.0,0.862,0.04845458635929906,0.29631486396722406,0.5163391657970229,0.0,0.0,2.229,2.009,1.0,0.0,0.0,1.862
364,1.0,0.04893143593579988,0.3285964360365986,0.6217458549574381,0.0,0.897,0.04389149803441249,0.29475100312482894,0.557706031896822,0.0,0.0,2.229,2.009,1.0,0.0,0.0,1.862
365,1.0,0.04208971485259758,0.31236479813333684,0.6450589407971398,0.0,0.9,0.03788074336733783,0.2811283183200032,0.5805530467174258,0.0,0.0,2.229,2.009,1.0,0.0,1.0,2.327
366,1.0,0.035709913821129854,0.2950360602284502,0.6689476294989446,0.0,0.9,0.03213892243901687,0.2655324542056052,0.6020528665490501,0.0,0.0,2.229,2.009,1.0,0.0,1.0,2.327
367,1.0,0.029815292789976786,0.27658845383880104,0.6934189406099519,0.0,0.9,0.026833763510979106,0.24892960845492093,0.6240770465489567,0.0,0.0,0.863,2.009,1.0,0.0,1.0,2.522
368,1.0,0.024429111707718425,0.2570002104812512,0.71847989367726,0.0,0.896,0.02188848409011571,0.2302721885912011,0.6437579847348249,0.0,0.0,1.487,2.009,1.0,0.0,1.0,2.522
369,1.0,0.019574630522934858,0.23624956167266287,0.7441375082479678,0.0,0.896,0.017538868948549634,0.21167960725870594,0.6667472073901791,0.0,0.0,1.036,2.009,1.0,0.0,1.0,2.522
370,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.905,0.013823973811706577,0.19395483873155783,0.6972109175016028,0.0,0.0,1.036,2.009,1.0,0.0,0.0,2.366
371,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.901,0.010409980683741273,0.17224775036660703,0.7183409908792686,0.0,0.0,1.036,2.009,1.0,0.0,0.0,2.366
372,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.9,0.007590587255310286,0.15012494793835898,0.7422844648063306,0.0,0.0,1.036,2.009,1.0,0.0,0.0,2.366
373,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.885,0.005242260169373872,0.1250861523747821,0.7534575956862967,0.001213991769547325,1.0,0.721,2.009,1.0,0.0,0.0,2.645
374,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.834,0.003309523809523809,0.09634391534391534,0.7251942974720752,0.009152263374485596,1.0,0.013,2.009,1.0,0.0,0.0,2.645
375,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.824,0.002059142024156601,0.07435790642787726,0.7170644330294476,0.030518518518518514,1.0,-0.349,2.009,1.0,0.0,0.0,2.645
376,1.0,0.0014461566939701052,0.0663946606609386,0.8443676874461886,0.0877914951989026,0.818,0.001182956175667546,0.05431083242064778,0.6906927683309823,0.07181344307270232,1.0,-0.349,2.009,1.0,0.0,0.0,2.619
377,1.0,0.0007404322273126938,0.04487841999989717,0.7829133837124335,0.17146776406035666,0.815,0.0006034522652598454,0.03657591229991619,0.6380744077256333,0.13974622770919068,1.0,-0.68,2.009,1.0,0.0,0.0,2.233
378,1.0,0.00031236984589754266,0.026586144661946406,0.6768051891958596,0.2962962962962963,0.821,0.0002564556434818825,0.021827224767458,0.5556570603298008,0.24325925925925923,1.0,0.894,2.009,1.0,0.0,0.0,2.184
381,1.0,0.0,0.0,0.0,1.0,0.843,0.0,0.0,0.0,0.843,1.0,0.525,2.009,1.0,0.0,0.0,2.102
382,1.0,0.019574630522934858,0.23624956167266287,0.7441375082479678,0.0,0.912,0.01785206303691659,0.21545960024546854,0.6786534075221466,0.0,0.0,0.98,1.893,0.0,1.0,1.0,1.952
383,1.0,0.0007404322273126938,0.04487841999989717,0.7829133837124335,0.17146776406035666,0.867,0.0006419547410801055,0.03890959013991084,0.6787859036786799,0.14866255144032922,0.746031746,1.988,1.893,0.0,1.0,0.0,2.36
384,1.0,0.00031236984589754266,0.026586144661946406,0.6768051891958596,0.2962962962962963,0.852,0.00026613910870470635,0.02265139525197834,0.5766380211948724,0.2524444444444444,0.746031746,1.25,1.893,0.0,1.0,1.0,2.069
385,1.0,1.156925355176084e-05,0.0032522457206616583,0.29440422343456574,0.7023319615912208,0.833,9.63718820861678e-06,0.0027091206853111613,0.24523871812099324,0.585042524005487,0.746031746,1.332,1.893,0.0,1.0,0.0,2.575
388,1.0,0.035709913821129854,0.2950360602284502,0.6689476294989446,0.0,0.431,0.015390972856906967,0.12716054195846202,0.28831642831404514,0.0,0.40530303,-1.653,1.041,0.0,1.0,1.0,-2.685
393,1.0,0.024429111707718425,0.2570002104812512,0.71847989367726,0.0,0.149,0.003639937644450045,0.03829303136170643,0.10705350415791173,0.0,0.0,0.667,-1.011,0.0,1.0,0.0,-0.844
394,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.147,0.0022454410500783056,0.03150426662269503,0.11324862416876863,0.0,0.0,1.127,-1.011,0.0,1.0,0.0,-0.844
395,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.147,0.0016984097230965227,0.02810257414416341,0.11719880761293283,0.0,0.0,1.127,-1.011,0.0,1.0,0.0,-0.844
396,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.148,0.0012482299042065803,0.024687213660974587,0.1220645564348188,0.0,0.0,1.127,-1.011,0.0,1.0,0.0,-0.844
397,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.15,0.0008885186727752325,0.021201042775386796,0.12770467723496554,0.00020576131687242795,0.0,1.127,-1.011,0.0,1.0,0.0,-0.844
399,1.0,0.04893143593579988,0.3285964360365986,0.6217458549574381,0.0,0.5,0.02446571796789994,0.1642982180182993,0.31087292747871903,0.0,-0.222222222,0.708,1.646,0.0,0.0,1.0,0.635
400,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.485,0.007408427954339988,0.1039426483810006,0.37364341987654953,0.0,-0.222222222,0.714,1.183,0.0,0.0,0.0,1.422
401,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.478,0.005522720051973727,0.09138115946197353,0.3810954424420537,0.0,-0.222222222,0.766,1.183,0.0,0.0,0.0,1.422
402,1.0,0.0007404322273126938,0.04487841999989717,0.7829133837124335,0.17146776406035666,0.353,0.0002613725762413809,0.0158420822599637,0.276368424450489,0.0605281207133059,-0.222222222,-0.732,1.066,0.0,0.0,0.0,0.524
403,1.0,0.1175031326342541,0.42156615718075213,0.4551205256236867,0.0,0.31,0.03642597111661877,0.13068550872603316,0.14108736294334287,0.0,0.0,0.59,1.295,0.0,0.0,1.0,1.019
404,1.0,0.08045232181435334,0.38298735729615674,0.5341091492776886,0.0,0.269,0.02164167456806105,0.10302359911266618,0.14367536115569823,0.0,0.0,-1.276,1.295,0.0,0.0,1.0,0.092
407,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.289,0.0044145065542355805,0.061936959550740564,0.22264525431819138,0.0,0.0,0.293,1.774,0.0,0.0,1.0,0.412
408,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.303,0.003500803714954057,0.05792571405225519,0.24157305242665747,0.0,0.0,0.293,1.774,0.0,0.0,0.0,0.506
409,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.302,0.0025470637234485624,0.050375260308204904,0.24907767596834648,0.0,0.0,0.444,1.774,0.0,0.0,0.0,0.362
410,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.297,0.0017592669720949603,0.04197806469526586,0.25285526092523175,0.0004074074074074074,0.0,0.658,1.168,0.0,0.0,0.0,0.506
411,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.3,0.0011904761904761904,0.034656084656084656,0.2608612580834803,0.0032921810699588472,0.0,1.176,1.703,0.0,0.0,1.0,0.412
413,1.0,0.019574630522934858,0.23624956167266287,0.7441375082479678,0.0,0.896,0.017538868948549634,0.21167960725870594,0.6667472073901791,0.0,0.0,1.307,1.835,1.0,0.0,1.0,3.366
414,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.862,0.01316714411678571,0.1847393049575722,0.6640837689352282,0.0,0.0,1.237,1.835,1.0,0.0,1.0,2.528
415,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.862,0.01316714411678571,0.1847393049575722,0.6640837689352282,0.0,0.0,1.237,1.835,1.0,0.0,0.0,3.014
416,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.862,0.01316714411678571,0.1847393049575722,0.6640837689352282,0.0,0.0,1.237,1.835,1.0,0.0,1.0,2.528
417,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.862,0.01316714411678571,0.1847393049575722,0.6640837689352282,0.0,0.0,1.237,1.835,1.0,0.0,0.0,3.014
418,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.855,0.009878505532296102,0.16345374757319533,0.6816665340752216,0.0,0.0,1.237,1.835,1.0,0.0,1.0,2.528
419,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.871,0.00515933175991485,0.12310738838241267,0.7415384924776999,0.001194787379972565,0.0,1.191,1.835,1.0,0.0,0.0,3.014
420,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.871,0.00515933175991485,0.12310738838241267,0.7415384924776999,0.001194787379972565,0.0,1.191,1.835,1.0,0.0,0.0,3.014
421,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.871,0.00515933175991485,0.12310738838241267,0.7415384924776999,0.001194787379972565,0.0,1.191,1.835,1.0,0.0,0.0,3.014
422,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.871,0.003456349206349206,0.10061816578483246,0.7573671859690378,0.00955829903978052,0.0,1.357,1.835,1.0,0.0,1.0,3.279
423,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.871,0.003456349206349206,0.10061816578483246,0.7573671859690378,0.00955829903978052,0.0,1.357,1.835,1.0,0.0,0.0,3.014
424,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.86,0.0021491045397750933,0.07760655282521171,0.7483924907831614,0.031851851851851846,0.944444444,1.68,1.835,1.0,0.0,1.0,3.279
425,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.86,0.0021491045397750933,0.07760655282521171,0.7483924907831614,0.031851851851851846,0.944444444,1.68,1.835,1.0,0.0,0.0,3.014
426,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.86,0.0021491045397750933,0.07760655282521171,0.7483924907831614,0.031851851851851846,0.944444444,1.68,1.835,1.0,0.0,0.0,3.014
427,1.0,0.0014461566939701052,0.0663946606609386,0.8443676874461886,0.0877914951989026,0.825,0.0011930792725253368,0.05477559504527434,0.6966033421431056,0.07242798353909465,1.0,1.68,1.835,1.0,0.0,0.0,3.014
431,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.252,0.0006297376093294461,0.022740524781341104,0.21929640427599612,0.009333333333333332,0.055555556,-1.516,1.826,0.0,0.0,1.0,-1.089
433,1.0,0.029815292789976786,0.27658845383880104,0.6934189406099519,0.0,0.717,0.021377564930413356,0.19831392140242035,0.4971813804173355,0.0,0.0,2.422,1.874,0.0,0.0,1.0,1.74
434,1.0,0.23575321473471508,0.45750063846330075,0.27882577016130916,0.0,0.835,0.19685393430348708,0.3820130331168561,0.23281951808469314,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
435,1.0,0.13763706092560826,0.43536138127019725,0.41872885361436474,0.0,0.84,0.11561513117751093,0.36570356026696565,0.3517322370360664,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
436,1.0,0.10780340928605786,0.41332765389752335,0.47408149226211926,0.0,0.836,0.09012365016314437,0.3455419186583295,0.3963321275311317,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
437,1.0,0.09837952640095558,0.4041661984777731,0.4935619053858645,0.0,0.832,0.08185176596559504,0.3362662771335072,0.4106435052810392,0.0,0.0,1.033,1.901,1.0,0.0,0.0,2.289
438,1.0,0.07199552001001348,0.3709264345680147,0.555190019139965,0.0,0.825,0.05939630400826112,0.3060143085186121,0.4580317657904711,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
439,1.0,0.0639075984630879,0.3578554857707996,0.5768184136759497,0.0,0.824,0.052659861133584424,0.2948729202751389,0.47529837286898247,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
440,1.0,0.05621181712215668,0.3437527424213736,0.5990013524327411,0.0,0.83,0.04665580821139004,0.28531477620974005,0.4971711225191751,0.0,0.0,1.033,1.901,1.0,0.0,0.0,2.289
441,1.0,0.035709913821129854,0.2950360602284502,0.6689476294989446,0.0,0.826,0.029496388816253258,0.24369978574869985,0.5525507419661282,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
442,1.0,0.035709913821129854,0.2950360602284502,0.6689476294989446,0.0,0.826,0.029496388816253258,0.24369978574869985,0.5525507419661282,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
443,1.0,0.029815292789976786,0.27658845383880104,0.6934189406099519,0.0,0.826,0.024627431844520823,0.22846206287084964,0.5727640449438203,0.0,0.0,1.201,1.901,1.0,0.0,1.0,2.199
444,1.0,0.029815292789976786,0.27658845383880104,0.6934189406099519,0.0,0.826,0.024627431844520823,0.22846206287084964,0.5727640449438203,0.0,0.0,1.201,1.901,1.0,0.0,1.0,2.199
445,1.0,0.029815292789976786,0.27658845383880104,0.6934189406099519,0.0,0.826,0.024627431844520823,0.22846206287084964,0.5727640449438203,0.0,0.0,1.201,1.901,1.0,0.0,1.0,2.199
446,1.0,0.024429111707718425,0.2570002104812512,0.71847989367726,0.0,0.811,0.019812009594959646,0.20842717070029473,0.5826871937722579,0.0,0.0,0.951,1.901,1.0,0.0,1.0,2.199
447,1.0,0.024429111707718425,0.2570002104812512,0.71847989367726,0.0,0.811,0.019812009594959646,0.20842717070029473,0.5826871937722579,0.0,0.0,0.951,1.901,1.0,0.0,0.0,2.289
448,1.0,0.024429111707718425,0.2570002104812512,0.71847989367726,0.0,0.811,0.019812009594959646,0.20842717070029473,0.5826871937722579,0.0,0.0,0.951,1.901,1.0,0.0,1.0,2.199
449,1.0,0.019574630522934858,0.23624956167266287,0.7441375082479678,0.0,0.81,0.015855450723577236,0.19136214495485693,0.602751381680854,0.0,0.0,0.745,1.901,1.0,0.0,1.0,2.199
450,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.817,0.012479764203496432,0.1750951417057268,0.6294158227611154,0.0,0.0,0.857,1.901,1.0,0.0,0.0,2.289
451,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.817,0.012479764203496432,0.1750951417057268,0.6294158227611154,0.0,0.0,0.857,1.901,1.0,0.0,0.0,2.289
452,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.817,0.012479764203496432,0.1750951417057268,0.6294158227611154,0.0,0.0,0.857,1.901,1.0,0.0,0.0,2.289
453,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.817,0.012479764203496432,0.1750951417057268,0.6294158227611154,0.0,0.0,0.857,1.901,1.0,0.0,0.0,2.289
454,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.817,0.012479764203496432,0.1750951417057268,0.6294158227611154,0.0,0.0,0.857,1.901,1.0,0.0,0.0,2.289
455,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.814,0.009404799419051493,0.15561561464863274,0.6489784312716145,0.0,0.0,0.406,1.901,1.0,0.0,1.0,2.199
456,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.814,0.009404799419051493,0.15561561464863274,0.6489784312716145,0.0,0.0,0.406,1.901,1.0,0.0,0.0,2.289
457,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.814,0.009404799419051493,0.15561561464863274,0.6489784312716145,0.0,0.0,0.406,1.901,1.0,0.0,0.0,2.289
458,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.807,0.006806226572261557,0.13461203665139523,0.6655817367763431,0.0,0.0,1.343,1.901,1.0,0.0,0.0,2.289
459,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.807,0.006806226572261557,0.13461203665139523,0.6655817367763431,0.0,0.0,1.343,1.901,1.0,0.0,1.0,2.199
460,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.834,0.004940163820630293,0.1178777978311506,0.7100380054264084,0.0011440329218106995,0.0,1.507,1.901,1.0,0.0,1.0,2.199
461,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.834,0.004940163820630293,0.1178777978311506,0.7100380054264084,0.0011440329218106995,0.0,1.507,1.901,1.0,0.0,1.0,2.199
462,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.839,0.003329365079365079,0.09692151675485008,0.7295419851067999,0.00920713305898491,0.0,2.007,1.901,1.0,0.0,0.0,2.289
463,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.839,0.003329365079365079,0.09692151675485008,0.7295419851067999,0.00920713305898491,0.0,2.007,1.901,1.0,0.0,0.0,2.289
464,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.839,0.003329365079365079,0.09692151675485008,0.7295419851067999,0.00920713305898491,0.0,2.007,1.901,1.0,0.0,1.0,2.199
465,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.839,0.003329365079365079,0.09692151675485008,0.7295419851067999,0.00920713305898491,0.0,2.007,1.901,1.0,0.0,0.0,2.289
466,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.84,0.0020991253644314866,0.07580174927113702,0.7309880142533204,0.031111111111111107,0.777777778,1.471,1.901,1.0,0.0,1.0,2.199
467,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.84,0.0020991253644314866,0.07580174927113702,0.7309880142533204,0.031111111111111107,0.777777778,1.471,1.901,1.0,0.0,0.0,2.289
468,1.0,0.0014461566939701052,0.0663946606609386,0.8443676874461886,0.0877914951989026,0.85,0.0012292331898745895,0.05643546156179781,0.7177125343292603,0.0746227709190672,0.777777778,1.471,1.901,1.0,0.0,0.0,2.289
469,1.0,0.0014461566939701052,0.0663946606609386,0.8443676874461886,0.0877914951989026,0.85,0.0012292331898745895,0.05643546156179781,0.7177125343292603,0.0746227709190672,0.777777778,1.471,1.901,1.0,0.0,0.0,2.289
470,1.0,0.0014461566939701052,0.0663946606609386,0.8443676874461886,0.0877914951989026,0.85,0.0012292331898745895,0.05643546156179781,0.7177125343292603,0.0746227709190672,0.777777778,1.471,1.901,1.0,0.0,0.0,2.289
471,1.0,0.0007404322273126938,0.04487841999989717,0.7829133837124335,0.17146776406035666,0.849,0.000628626960988477,0.0381017785799127,0.664693462771856,0.1455761316872428,0.777777778,0.682,1.901,1.0,0.0,1.0,1.648
472,1.0,0.0007404322273126938,0.04487841999989717,0.7829133837124335,0.17146776406035666,0.849,0.000628626960988477,0.0381017785799127,0.664693462771856,0.1455761316872428,0.777777778,0.682,1.901,1.0,0.0,1.0,1.648
473,1.0,0.07199552001001348,0.3709264345680147,0.555190019139965,0.0,0.88,0.06335605760881187,0.32641526241985297,0.4885672168431692,0.0,0.920634921,1.318,0.413,0.0,1.0,1.0,1.565
474,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.886,0.0074725114535610145,0.14778967097042897,0.7307378175760099,0.0,0.920634921,1.681,1.753,0.0,1.0,1.0,1.598
477,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.87,0.002174094127446897,0.07850895460224906,0.7570947290480818,0.03222222222222222,0.920634921,1.314,1.753,0.0,1.0,1.0,1.598
