,Intercept,wdj_expression_lag1,v2jupack_lag1
931,1.0,1.0,1.733
932,1.0,1.0,1.733
933,1.0,1.0,1.733
934,1.0,1.0,1.733
935,1.0,1.0,1.733
936,1.0,1.0,1.733
937,1.0,1.0,1.733
938,1.0,1.0,1.733
939,1.0,1.0,1.733
940,1.0,1.0,1.733
941,1.0,1.0,1.733
942,1.0,1.0,1.733
943,1.0,1.0,1.733
944,1.0,1.0,1.733
945,1.0,1.0,1.733
946,1.0,1.0,1.733
947,1.0,1.0,1.733
948,1.0,1.0,1.733
949,1.0,1.0,1.733
950,1.0,1.0,1.733
951,1.0,1.0,1.733
952,1.0,1.0,1.733
953,1.0,1.0,1.733
954,1.0,1.0,1.733
955,1.0,1.0,1.733
956,1.0,1.0,1.733
957,1.0,1.0,1.733
958,1.0,1.0,1.733
959,1.0,1.0,1.733
960,1.0,1.0,1.733
961,1.0,1.0,1.733
962,1.0,1.0,1.733
963,1.0,1.0,1.733
964,1.0,1.0,1.733
965,1.0,1.0,1.733
966,1.0,1.0,1.733
967,1.0,1.0,1.733
968,1.0,1.0,1.733
969,1.0,1.0,1.733
970,1.0,1.0,1.733
971,1.0,1.0,1.733
972,1.0,1.0,1.733
973,1.0,1.0,1.733
974,1.0,1.0,1.733
975,1.0,1.0,1.733
976,1.0,1.0,1.733
977,1.0,1.0,1.733
978,1.0,1.0,1.733
979,1.0,1.0,1.733
980,1.0,1.0,1.733
981,1.0,1.0,1.733
982,1.0,1.0,1.733
983,1.0,1.0,1.733
984,1.0,1.0,1.733
985,1.0,1.0,1.733
986,1.0,1.0,1.733
987,1.0,1.0,1.733
988,1.0,1.0,1.733
989,1.0,1.0,1.733
990,1.0,1.0,1.733
991,1.0,1.0,1.733
992,1.0,1.0,1.484
993,1.0,1.0,1.484
994,1.0,1.0,1.484
995,1.0,1.0,1.484
996,1.0,1.0,1.484
997,1.0,1.0,1.484
998,1.0,1.0,1.484
999,1.0,1.0,1.484
1000,1.0,1.0,1.484
1001,1.0,1.0,1.484
1002,1.0,1.0,1.484
1003,1.0,1.0,1.484
1004,1.0,1.0,1.484
1005,1.0,1.0,1.484
1006,1.0,1.0,1.484
1007,1.0,1.0,1.484
1008,1.0,1.0,1.484
1009,1.0,1.0,1.484
1010,1.0,1.0,1.484
1011,1.0,1.0,1.484
1012,1.0,1.0,1.484
1013,1.0,1.0,1.484
1014,1.0,1.0,1.484
1015,1.0,1.0,1.484
1016,1.0,1.0,1.484
1017,1.0,1.0,1.484
1018,1.0,1.0,1.484
1019,1.0,1.0,1.484
1020,1.0,1.0,1.484
1021,1.0,1.0,1.484
1022,1.0,1.0,1.484
1023,1.0,1.0,1.484
1024,1.0,1.0,1.484
1025,1.0,1.0,1.484
1026,1.0,1.0,1.484
1027,1.0,1.0,1.484
1028,1.0,1.0,1.484
1029,1.0,1.0,1.484
1030,1.0,1.0,1.484
1031,1.0,1.0,1.484
1032,1.0,1.0,1.484
1033,1.0,1.0,1.484
1034,1.0,1.0,1.484
1035,1.0,1.0,1.484
1036,1.0,1.0,1.484
1037,1.0,1.0,1.484
1038,1.0,1.0,1.484
1039,1.0,1.0,1.484
1040,1.0,1.0,1.484
1041,1.0,1.0,1.484
1042,1.0,1.0,1.484
1043,1.0,1.0,1.484
1044,1.0,1.0,1.484
1045,1.0,1.0,1.484
1046,1.0,1.0,1.484
1047,1.0,1.0,1.484
1048,1.0,1.0,1.484
1049,1.0,1.0,1.484
1050,1.0,1.0,1.484
1051,1.0,1.0,1.484
1052,1.0,1.0,1.484
1053,1.0,1.0,1.484
1054,1.0,1.0,1.484
1055,1.0,1.0,1.484
1056,1.0,1.0,1.484
1057,1.0,1.0,1.484
1058,1.0,1.0,1.484
1059,1.0,0.0,1.977
1060,1.0,0.40530303,-0.972
1061,1.0,0.40530303,-0.972
1062,1.0,0.40530303,-0.836
1063,1.0,0.0,-1.364
1064,1.0,0.0,-1.364
1065,1.0,0.0,-0.914
1066,1.0,0.0,-0.914
1067,1.0,0.0,-2.384
1068,1.0,0.0,-1.995
1069,1.0,0.0,-1.995
1070,1.0,0.0,-0.209
1071,1.0,0.0,0.264
1072,1.0,0.0,0.886
1073,1.0,0.0,-0.679
1074,1.0,0.0,-0.679
