variable,coef,class_label,outcome,std_err,p_value,spec,base_category,stars,coef_se
v2jupoatck_lag1,0.22351093983344847,Contracts Expression,Contracts Expression,0.15171521837660473,0.14068986578057693,spec_extended_2_spline_interact,Mixed Outcome,,0.224 (0.152)
v2jupoatck_lag1,-0.05570206924724938,Expands Expression,Expands Expression,0.143434191447507,0.6977601304394472,spec_extended_2_spline_interact,Mixed Outcome,,-0.056 (0.143)
v2jureview_lag1,-0.19609093131512745,Contracts Expression,Contracts Expression,0.35996200499100756,0.5859223582165036,spec_extended_2_spline_interact,Mixed Outcome,,-0.196 (0.36)
v2jureview_lag1,0.5356676527369019,Expands Expression,Expands Expression,0.342894237792929,0.11824206575570467,spec_extended_2_spline_interact,Mixed Outcome,,0.536 (0.343)
legal_common,0.28854739608265717,Contracts Expression,Contracts Expression,0.45142063224950013,0.522693800487918,spec_extended_2_spline_interact,Mixed Outcome,,0.289 (0.451)
legal_common,-1.4068619028195875,Expands Expression,Expands Expression,0.3662110821042209,0.00012220036245784582,spec_extended_2_spline_interact,Mixed Outcome,***,-1.407*** (0.366)
legal_civil,0.16646104715731289,Contracts Expression,Contracts Expression,0.4072049776818673,0.682694276012717,spec_extended_2_spline_interact,Mixed Outcome,,0.166 (0.407)
legal_civil,-0.13615876172116148,Expands Expression,Expands Expression,0.37018586255180347,0.7130135027201114,spec_extended_2_spline_interact,Mixed Outcome,,-0.136 (0.37)
high_court,-0.5079215848709374,Contracts Expression,Contracts Expression,0.30404309687778186,0.09480904214078048,spec_extended_2_spline_interact,Mixed Outcome,*,-0.508* (0.304)
high_court,-0.17554847860100456,Expands Expression,Expands Expression,0.17546646305672567,0.3170843595457682,spec_extended_2_spline_interact,Mixed Outcome,,-0.176 (0.175)
j_ind_lag1,0.13454486079375053,Contracts Expression,Contracts Expression,0.2595312419975648,0.6041688266056832,spec_extended_2_spline_interact,Mixed Outcome,,0.135 (0.26)
j_ind_lag1,0.36072954543180275,Expands Expression,Expands Expression,0.2134104447898811,0.09096889905742868,spec_extended_2_spline_interact,Mixed Outcome,*,0.361* (0.213)
Intercept,4.51262530851721,Contracts Expression,Contracts Expression,0.9401376959096435,1.5869566030495305e-06,spec_extended_3,Mixed Outcome,***,4.513*** (0.94)
Intercept,2.159509758057665,Expands Expression,Expands Expression,0.7452933274260054,0.0037611379214494323,spec_extended_3,Mixed Outcome,***,2.16*** (0.745)
wdj_expression_lag1,0.17313189112162347,Contracts Expression,Contracts Expression,0.21353094612474194,0.41747784464638116,spec_extended_3,Mixed Outcome,,0.173 (0.214)
wdj_expression_lag1,0.03623597632438951,Expands Expression,Expands Expression,0.19260510612817963,0.8507699511726182,spec_extended_3,Mixed Outcome,,0.036 (0.193)
v2jupack_lag1,0.5690310345854016,Contracts Expression,Contracts Expression,0.23989477546084748,0.017691965526068578,spec_extended_3,Mixed Outcome,**,0.569** (0.24)
v2jupack_lag1,0.31293034233741257,Expands Expression,Expands Expression,0.20838526634855464,0.13317685077542477,spec_extended_3,Mixed Outcome,,0.313 (0.208)
v2x_polyarchy_lag1,-7.0509334974598765,Contracts Expression,Contracts Expression,1.7728464667840174,6.973671700498168e-05,spec_extended_3,Mixed Outcome,***,-7.051*** (1.773)
v2x_polyarchy_lag1,-3.220782418479518,Expands Expression,Expands Expression,1.2624507078391611,0.010734826745035557,spec_extended_3,Mixed Outcome,**,-3.221** (1.262)
v2jureview_lag1,-0.4727265098843764,Contracts Expression,Contracts Expression,0.3824374629000696,0.21642570791662097,spec_extended_3,Mixed Outcome,,-0.473 (0.382)
v2jureview_lag1,0.43069426166493696,Expands Expression,Expands Expression,0.36035007915868567,0.23200472847012432,spec_extended_3,Mixed Outcome,,0.431 (0.36)
legal_common,0.6217378676154867,Contracts Expression,Contracts Expression,0.4796281711415156,0.19487511452726136,spec_extended_3,Mixed Outcome,,0.622 (0.48)
legal_common,-1.1659874834019093,Expands Expression,Expands Expression,0.39218804936920415,0.0029487404367603814,spec_extended_3,Mixed Outcome,***,-1.166*** (0.392)
legal_civil,0.38301273166480254,Contracts Expression,Contracts Expression,0.42545847258381037,0.3679950492852865,spec_extended_3,Mixed Outcome,,0.383 (0.425)
legal_civil,-0.03989373878173027,Expands Expression,Expands Expression,0.37551068368543794,0.915393025864636,spec_extended_3,Mixed Outcome,,-0.04 (0.376)
high_court,-0.4015333844143729,Contracts Expression,Contracts Expression,0.2664036841264818,0.1317500206541133,spec_extended_3,Mixed Outcome,,-0.402 (0.266)
high_court,0.01953754861431342,Expands Expression,Expands Expression,0.13996527208290122,0.8889850921445993,spec_extended_3,Mixed Outcome,,0.02 (0.14)
j_ind_lag1,0.1957178746916428,Contracts Expression,Contracts Expression,0.2637107528572266,0.45798511150254806,spec_extended_3,Mixed Outcome,,0.196 (0.264)
j_ind_lag1,0.3573531934252298,Expands Expression,Expands Expression,0.2024188614952268,0.07749412798346389,spec_extended_3,Mixed Outcome,*,0.357* (0.202)
Intercept,3.23535522080017,Contracts Expression,Contracts Expression,1.0108581957285854,0.0013714060414156538,spec_extended_3_spline,Mixed Outcome,***,3.235*** (1.011)
Intercept,-2.8008715007084843,Expands Expression,Expands Expression,0.9761529685354651,0.004113870195026569,spec_extended_3_spline,Mixed Outcome,***,-2.801*** (0.976)
"bs(year, df=4)[0]",5.298161677861267,Contracts Expression,Contracts Expression,2.647529901065733,0.045373899189430016,spec_extended_3_spline,Mixed Outcome,**,5.298** (2.648)
"bs(year, df=4)[0]",11.769440597265197,Expands Expression,Expands Expression,1.8767059211153587,3.5797889889722085e-10,spec_extended_3_spline,Mixed Outcome,***,11.769*** (1.877)
"bs(year, df=4)[1]",-0.6443768503674385,Contracts Expression,Contracts Expression,1.2481668311414371,0.6056738129414216,spec_extended_3_spline,Mixed Outcome,,-0.644 (1.248)
"bs(year, df=4)[1]",3.3495919759691697,Expands Expression,Expands Expression,1.1086269497580432,0.0025161884678681964,spec_extended_3_spline,Mixed Outcome,***,3.35*** (1.109)
"bs(year, df=4)[2]",1.3273187844515335,Contracts Expression,Contracts Expression,0.9416971938349833,0.1586884435313365,spec_extended_3_spline,Mixed Outcome,,1.327 (0.942)
"bs(year, df=4)[2]",5.042408517565623,Expands Expression,Expands Expression,1.0700650799278768,2.4500290920474655e-06,spec_extended_3_spline,Mixed Outcome,***,5.042*** (1.07)
"bs(year, df=4)[3]",-1.8083890004842715,Contracts Expression,Contracts Expression,1.872077750372499,0.33405436661706533,spec_extended_3_spline,Mixed Outcome,,-1.808 (1.872)
"bs(year, df=4)[3]",4.300432270060571,Expands Expression,Expands Expression,0.9187341802203831,2.857252659339756e-06,spec_extended_3_spline,Mixed Outcome,***,4.3*** (0.919)
wdj_expression_lag1,0.4538852881578795,Contracts Expression,Contracts Expression,0.39459488914448576,0.25003829158143387,spec_extended_3_spline,Mixed Outcome,,0.454 (0.395)
wdj_expression_lag1,0.18619379266067362,Expands Expression,Expands Expression,0.2859413172484201,0.5149426563594852,spec_extended_3_spline,Mixed Outcome,,0.186 (0.286)
v2jupack_lag1,0.5215069101238727,Contracts Expression,Contracts Expression,0.22751846712820378,0.021896873482991276,spec_extended_3_spline,Mixed Outcome,**,0.522** (0.228)
v2jupack_lag1,0.2821526800324685,Expands Expression,Expands Expression,0.20897606412635888,0.17696227592486535,spec_extended_3_spline,Mixed Outcome,,0.282 (0.209)
v2x_polyarchy_lag1,-6.277015614639558,Contracts Expression,Contracts Expression,1.7414755123198333,0.0003128463329764757,spec_extended_3_spline,Mixed Outcome,***,-6.277*** (1.741)
v2x_polyarchy_lag1,-2.8114520851539795,Expands Expression,Expands Expression,1.2952805028552066,0.02996631568673489,spec_extended_3_spline,Mixed Outcome,**,-2.811** (1.295)
v2jureview_lag1,-0.4545115304542324,Contracts Expression,Contracts Expression,0.3765358971526365,0.2273986981149031,spec_extended_3_spline,Mixed Outcome,,-0.455 (0.377)
v2jureview_lag1,0.4045960355089275,Expands Expression,Expands Expression,0.35356252951573675,0.25248232010814786,spec_extended_3_spline,Mixed Outcome,,0.405 (0.354)
legal_common,0.437099748903233,Contracts Expression,Contracts Expression,0.4731327524265131,0.3555687597242424,spec_extended_3_spline,Mixed Outcome,,0.437 (0.473)
legal_common,-1.3028869170962687,Expands Expression,Expands Expression,0.3769691191708837,0.0005478149805400372,spec_extended_3_spline,Mixed Outcome,***,-1.303*** (0.377)
legal_civil,0.3469727925081782,Contracts Expression,Contracts Expression,0.41684572311069706,0.4051961801492807,spec_extended_3_spline,Mixed Outcome,,0.347 (0.417)
legal_civil,-0.05844902469709341,Expands Expression,Expands Expression,0.3768578395847911,0.8767458840650825,spec_extended_3_spline,Mixed Outcome,,-0.058 (0.377)
high_court,-0.4472562272412266,Contracts Expression,Contracts Expression,0.27905435499909453,0.10898838778427147,spec_extended_3_spline,Mixed Outcome,,-0.447 (0.279)
high_court,-0.1347423515547787,Expands Expression,Expands Expression,0.17093011445554038,0.43052760322027483,spec_extended_3_spline,Mixed Outcome,,-0.135 (0.171)
j_ind_lag1,0.11589107540731869,Contracts Expression,Contracts Expression,0.28105908977162575,0.6800923974425246,spec_extended_3_spline,Mixed Outcome,,0.116 (0.281)
j_ind_lag1,0.32760296515856624,Expands Expression,Expands Expression,0.20633496415407218,0.11234877393052937,spec_extended_3_spline,Mixed Outcome,,0.328 (0.206)
Intercept,-109.34939502653526,Contracts Expression,Contracts Expression,92.87606478995666,0.2390482767873231,spec_extended_3_spline_interact,Mixed Outcome,,-109.349 (92.876)
Intercept,-21.911343212360237,Expands Expression,Expands Expression,52.72597379627402,0.6777245401862088,spec_extended_3_spline_interact,Mixed Outcome,,-21.911 (52.726)
"bs(year, df=4)[0]",139.14235854637857,Contracts Expression,Contracts Expression,94.012015157185,0.13886025698373233,spec_extended_3_spline_interact,Mixed Outcome,,139.142 (94.012)
"bs(year, df=4)[0]",86.11624826448114,Expands Expression,Expands Expression,61.3663138649248,0.16052302662682338,spec_extended_3_spline_interact,Mixed Outcome,,86.116 (61.366)
"bs(year, df=4)[1]",107.4312429278283,Contracts Expression,Contracts Expression,92.81416778975553,0.24707322628164174,spec_extended_3_spline_interact,Mixed Outcome,,107.431 (92.814)
"bs(year, df=4)[1]",5.044693034104628,Expands Expression,Expands Expression,52.22052321270725,0.9230411594951076,spec_extended_3_spline_interact,Mixed Outcome,,5.045 (52.221)
"bs(year, df=4)[2]",114.93231911401746,Contracts Expression,Contracts Expression,93.11470377387946,0.21708777467441043,spec_extended_3_spline_interact,Mixed Outcome,,114.932 (93.115)
"bs(year, df=4)[2]",27.169288633579654,Expands Expression,Expands Expression,53.00445721464138,0.6082416621398825,spec_extended_3_spline_interact,Mixed Outcome,,27.169 (53.004)
"bs(year, df=4)[3]",105.41087695385438,Contracts Expression,Contracts Expression,93.3106482210013,0.2586124253518759,spec_extended_3_spline_interact,Mixed Outcome,,105.411 (93.311)
"bs(year, df=4)[3]",17.93246886643525,Expands Expression,Expands Expression,53.051910349725425,0.7353500745123186,spec_extended_3_spline_interact,Mixed Outcome,,17.932 (53.052)
v2x_polyarchy_lag1,201.35091470591735,Contracts Expression,Contracts Expression,174.55801717508666,0.2487093491809389,spec_extended_3_spline_interact,Mixed Outcome,,201.351 (174.558)
v2x_polyarchy_lag1,17.940666165432482,Expands Expression,Expands Expression,96.85846367168733,0.8530520977534428,spec_extended_3_spline_interact,Mixed Outcome,,17.941 (96.858)
"bs(year, df=4)[0]:v2x_polyarchy_lag1",-253.83823611369868,Contracts Expression,Contracts Expression,194.09494589723133,0.19093964073049585,spec_extended_3_spline_interact,Mixed Outcome,,-253.838 (194.095)
"bs(year, df=4)[0]:v2x_polyarchy_lag1",-93.06440730483715,Expands Expression,Expands Expression,113.75388959349674,0.4132882925725213,spec_extended_3_spline_interact,Mixed Outcome,,-93.064 (113.754)
"bs(year, df=4)[1]:v2x_polyarchy_lag1",-197.92462878705797,Contracts Expression,Contracts Expression,169.42015369595438,0.2427070459634756,spec_extended_3_spline_interact,Mixed Outcome,,-197.925 (169.42)
"bs(year, df=4)[1]:v2x_polyarchy_lag1",2.4111303006689817,Expands Expression,Expands Expression,94.25542890445254,0.979591691765879,spec_extended_3_spline_interact,Mixed Outcome,,2.411 (94.255)
"bs(year, df=4)[2]:v2x_polyarchy_lag1",-209.9626856504267,Contracts Expression,Contracts Expression,176.03021447726917,0.23296140570725477,spec_extended_3_spline_interact,Mixed Outcome,,-209.963 (176.03)
"bs(year, df=4)[2]:v2x_polyarchy_lag1",-25.262072172142258,Expands Expression,Expands Expression,97.6649108426595,0.7958970607050511,spec_extended_3_spline_interact,Mixed Outcome,,-25.262 (97.665)
"bs(year, df=4)[3]:v2x_polyarchy_lag1",-200.20467428939426,Contracts Expression,Contracts Expression,175.0405630361953,0.2527225193361766,spec_extended_3_spline_interact,Mixed Outcome,,-200.205 (175.041)
"bs(year, df=4)[3]:v2x_polyarchy_lag1",-14.131207411137245,Expands Expression,Expands Expression,97.55661453404417,0.88482823752019,spec_extended_3_spline_interact,Mixed Outcome,,-14.131 (97.557)
wdj_expression_lag1,0.5974517859875874,Contracts Expression,Contracts Expression,0.4897595627092678,0.22250735671117505,spec_extended_3_spline_interact,Mixed Outcome,,0.597 (0.49)
wdj_expression_lag1,0.3130596634945554,Expands Expression,Expands Expression,0.2916576291904398,0.283100350618803,spec_extended_3_spline_interact,Mixed Outcome,,0.313 (0.292)
v2jupack_lag1,0.5912447983514443,Contracts Expression,Contracts Expression,0.2364685794974563,0.012408460745962207,spec_extended_3_spline_interact,Mixed Outcome,**,0.591** (0.236)
v2jupack_lag1,0.29502643264675316,Expands Expression,Expands Expression,0.21473228287682436,0.169464416704174,spec_extended_3_spline_interact,Mixed Outcome,,0.295 (0.215)
v2jureview_lag1,-0.3668779109593265,Contracts Expression,Contracts Expression,0.3804228684155211,0.33484792967122134,spec_extended_3_spline_interact,Mixed Outcome,,-0.367 (0.38)
v2jureview_lag1,0.5543544510681249,Expands Expression,Expands Expression,0.36075569477633124,0.12437957610047469,spec_extended_3_spline_interact,Mixed Outcome,,0.554 (0.361)
legal_common,0.36988390460467946,Contracts Expression,Contracts Expression,0.4663376641595968,0.4276802083087834,spec_extended_3_spline_interact,Mixed Outcome,,0.37 (0.466)
legal_common,-1.3999058119244288,Expands Expression,Expands Expression,0.38361037966895367,0.00026296533662169475,spec_extended_3_spline_interact,Mixed Outcome,***,-1.4*** (0.384)
legal_civil,0.36326395478935825,Contracts Expression,Contracts Expression,0.42813830171141487,0.3961743877326175,spec_extended_3_spline_interact,Mixed Outcome,,0.363 (0.428)
legal_civil,-0.009168615833517482,Expands Expression,Expands Expression,0.4094156215521787,0.9821333500388733,spec_extended_3_spline_interact,Mixed Outcome,,-0.009 (0.409)
high_court,-0.3925664414726754,Contracts Expression,Contracts Expression,0.2806768104077996,0.16192029439441946,spec_extended_3_spline_interact,Mixed Outcome,,-0.393 (0.281)
high_court,-0.12835094441143952,Expands Expression,Expands Expression,0.17199753934651532,0.45552420239747815,spec_extended_3_spline_interact,Mixed Outcome,,-0.128 (0.172)
j_ind_lag1,0.1311049209603155,Contracts Expression,Contracts Expression,0.27349411875814666,0.6316753140432816,spec_extended_3_spline_interact,Mixed Outcome,,0.131 (0.273)
j_ind_lag1,0.35405532372623577,Expands Expression,Expands Expression,0.21235491351920283,0.09545853241531933,spec_extended_3_spline_interact,Mixed Outcome,*,0.354* (0.212)
Intercept,4.334604960894202,Contracts Expression,Contracts Expression,0.9138914220528631,2.105558505613878e-06,spec_c_pack,Mixed Outcome,***,4.335*** (0.914)
Intercept,2.0303980497298215,Expands Expression,Expands Expression,0.7439285148990447,0.006347049961915014,spec_c_pack,Mixed Outcome,***,2.03*** (0.744)
wdj_citizen_lag1,0.8546583154292553,Contracts Expression,Contracts Expression,0.6345805385187361,0.178041991479583,spec_c_pack,Mixed Outcome,,0.855 (0.635)
wdj_citizen_lag1,0.583054339636806,Expands Expression,Expands Expression,0.4128436753530372,0.15786505633688808,spec_c_pack,Mixed Outcome,,0.583 (0.413)
v2jupack_lag1,0.48768538249544935,Contracts Expression,Contracts Expression,0.2493449147892553,0.05048087467936775,spec_c_pack,Mixed Outcome,*,0.488* (0.249)
v2jupack_lag1,0.2524319764483977,Expands Expression,Expands Expression,0.22157586046954483,0.2545957397846751,spec_c_pack,Mixed Outcome,,0.252 (0.222)
v2x_polyarchy_lag1,-7.0008296035909146,Contracts Expression,Contracts Expression,1.7748777967462008,7.99997230160744e-05,spec_c_pack,Mixed Outcome,***,-7.001*** (1.775)
v2x_polyarchy_lag1,-3.1192398796256606,Expands Expression,Expands Expression,1.242755459322294,0.012075216045821268,spec_c_pack,Mixed Outcome,**,-3.119** (1.243)
v2jureview_lag1,-0.4172666086102284,Contracts Expression,Contracts Expression,0.3557931649580659,0.24088460343811768,spec_c_pack,Mixed Outcome,,-0.417 (0.356)
v2jureview_lag1,0.4505463974349574,Expands Expression,Expands Expression,0.3593409779853778,0.20990997502018816,spec_c_pack,Mixed Outcome,,0.451 (0.359)
legal_common,0.7387188503933981,Contracts Expression,Contracts Expression,0.48946479487787853,0.13123798171693726,spec_c_pack,Mixed Outcome,,0.739 (0.489)
legal_common,-1.126627423330141,Expands Expression,Expands Expression,0.38545723703950086,0.0034686165838400222,spec_c_pack,Mixed Outcome,***,-1.127*** (0.385)
legal_civil,0.2125928063780119,Contracts Expression,Contracts Expression,0.4252784172797259,0.6171519074645806,spec_c_pack,Mixed Outcome,,0.213 (0.425)
legal_civil,-0.20541053191073422,Expands Expression,Expands Expression,0.3578241752746413,0.5659310089853304,spec_c_pack,Mixed Outcome,,-0.205 (0.358)
high_court,-0.4474218839090816,Contracts Expression,Contracts Expression,0.26627752224472023,0.09290205525432405,spec_c_pack,Mixed Outcome,*,-0.447* (0.266)
high_court,0.0015124524992034488,Expands Expression,Expands Expression,0.1308167114832477,0.9907753711275064,spec_c_pack,Mixed Outcome,,0.002 (0.131)
j_ind_lag1,0.24759938138716084,Contracts Expression,Contracts Expression,0.2482796378925606,0.31863826599644285,spec_c_pack,Mixed Outcome,,0.248 (0.248)
j_ind_lag1,0.3912069175629001,Expands Expression,Expands Expression,0.1890892247365651,0.03855536214486463,spec_c_pack,Mixed Outcome,**,0.391** (0.189)
Intercept,4.566038036941615,Contracts Expression,Contracts Expression,0.9432617442648278,1.2938884211122783e-06,spec_im_pack,Mixed Outcome,***,4.566*** (0.943)
Intercept,2.2788792559248643,Expands Expression,Expands Expression,0.7279603110359588,0.0017450940560214967,spec_im_pack,Mixed Outcome,***,2.279*** (0.728)
wdj_intermediaries_lag1,0.13827986548364288,Contracts Expression,Contracts Expression,0.960761869524412,0.885557874834833,spec_im_pack,Mixed Outcome,,0.138 (0.961)
wdj_intermediaries_lag1,-0.6238557497728229,Expands Expression,Expands Expression,0.5421941450933306,0.24989139289397477,spec_im_pack,Mixed Outcome,,-0.624 (0.542)
v2jupack_lag1,0.5634140746584132,Contracts Expression,Contracts Expression,0.24351576611118142,0.02068606693879308,spec_im_pack,Mixed Outcome,**,0.563** (0.244)
v2jupack_lag1,0.34950942327880535,Expands Expression,Expands Expression,0.2039906460024856,0.08664632131292269,spec_im_pack,Mixed Outcome,*,0.35* (0.204)
v2x_polyarchy_lag1,-7.23192242194642,Contracts Expression,Contracts Expression,1.7942113847988972,5.561169929550833e-05,spec_im_pack,Mixed Outcome,***,-7.232*** (1.794)
v2x_polyarchy_lag1,-3.3542267001698005,Expands Expression,Expands Expression,1.2550255639224768,0.007525782669102088,spec_im_pack,Mixed Outcome,***,-3.354*** (1.255)
v2jureview_lag1,-0.45154523594106843,Contracts Expression,Contracts Expression,0.3770842480507847,0.23112531326664554,spec_im_pack,Mixed Outcome,,-0.452 (0.377)
v2jureview_lag1,0.42563110311774927,Expands Expression,Expands Expression,0.37051960314260635,0.2506627456026318,spec_im_pack,Mixed Outcome,,0.426 (0.371)
legal_common,0.6965010607759535,Contracts Expression,Contracts Expression,0.517561829799117,0.17838799970503083,spec_im_pack,Mixed Outcome,,0.697 (0.518)
legal_common,-1.2170116733362257,Expands Expression,Expands Expression,0.39601228583082376,0.002118003093695942,spec_im_pack,Mixed Outcome,***,-1.217*** (0.396)
legal_civil,0.4810641834481931,Contracts Expression,Contracts Expression,0.47704086943943874,0.31324620639753775,spec_im_pack,Mixed Outcome,,0.481 (0.477)
legal_civil,0.15624535143247278,Expands Expression,Expands Expression,0.3896119738906649,0.688399432119505,spec_im_pack,Mixed Outcome,,0.156 (0.39)
high_court,-0.4386589102168414,Contracts Expression,Contracts Expression,0.2671099120493992,0.10054002148577983,spec_im_pack,Mixed Outcome,,-0.439 (0.267)
high_court,0.0049009411775238,Expands Expression,Expands Expression,0.1386530759831727,0.9718032134943552,spec_im_pack,Mixed Outcome,,0.005 (0.139)
j_ind_lag1,0.22840353998355029,Contracts Expression,Contracts Expression,0.25334089447014413,0.36728745249348005,spec_im_pack,Mixed Outcome,,0.228 (0.253)
j_ind_lag1,0.36004118655874034,Expands Expression,Expands Expression,0.18810479119785342,0.05561430325808279,spec_im_pack,Mixed Outcome,*,0.36* (0.188)
Intercept,4.667095146174853,Contracts Expression,Contracts Expression,0.9253156114892022,4.564065894391593e-07,spec_p_pack,Mixed Outcome,***,4.667*** (0.925)
Intercept,2.213790078141114,Expands Expression,Expands Expression,0.7139374787595408,0.0019298696572028803,spec_p_pack,Mixed Outcome,***,2.214*** (0.714)
wdj_press_lag1,1.4396373832813267,Contracts Expression,Contracts Expression,0.6735910203213534,0.0325770628288047,spec_p_pack,Mixed Outcome,**,1.44** (0.674)
wdj_press_lag1,0.9305957423157643,Expands Expression,Expands Expression,0.4323139724324298,0.03135073166475867,spec_p_pack,Mixed Outcome,**,0.931** (0.432)
v2jupack_lag1,0.48641044693133556,Contracts Expression,Contracts Expression,0.2392190475793699,0.042019539915372654,spec_p_pack,Mixed Outcome,**,0.486** (0.239)
v2jupack_lag1,0.24887996525815695,Expands Expression,Expands Expression,0.2106280999222899,0.23736105655944117,spec_p_pack,Mixed Outcome,,0.249 (0.211)
v2x_polyarchy_lag1,-7.313539037425714,Contracts Expression,Contracts Expression,1.6915356417191783,1.5349711556165645e-05,spec_p_pack,Mixed Outcome,***,-7.314*** (1.692)
v2x_polyarchy_lag1,-3.3013378168907286,Expands Expression,Expands Expression,1.1368320962121463,0.0036845154474119996,spec_p_pack,Mixed Outcome,***,-3.301*** (1.137)
v2jureview_lag1,-0.49082393530313734,Contracts Expression,Contracts Expression,0.3882180773691923,0.20612253587659668,spec_p_pack,Mixed Outcome,,-0.491 (0.388)
v2jureview_lag1,0.4268195816204036,Expands Expression,Expands Expression,0.35382470449570963,0.2277009219813898,spec_p_pack,Mixed Outcome,,0.427 (0.354)
legal_common,0.8612580098004221,Contracts Expression,Contracts Expression,0.4615365747179201,0.06203204121033968,spec_p_pack,Mixed Outcome,*,0.861* (0.462)
legal_common,-1.0511474039573412,Expands Expression,Expands Expression,0.3777556861047809,0.0053923294552122095,spec_p_pack,Mixed Outcome,***,-1.051*** (0.378)
legal_civil,0.22737976179532593,Contracts Expression,Contracts Expression,0.4207226213403836,0.5888863716242199,spec_p_pack,Mixed Outcome,,0.227 (0.421)
legal_civil,-0.18219323139324,Expands Expression,Expands Expression,0.3364085193675915,0.5881056084220895,spec_p_pack,Mixed Outcome,,-0.182 (0.336)
high_court,-0.46321570936488565,Contracts Expression,Contracts Expression,0.2707700420890886,0.0871300971140892,spec_p_pack,Mixed Outcome,*,-0.463* (0.271)
high_court,-0.005656708265400482,Expands Expression,Expands Expression,0.13220767044523404,0.9658716967899003,spec_p_pack,Mixed Outcome,,-0.006 (0.132)
j_ind_lag1,0.24012957774057392,Contracts Expression,Contracts Expression,0.24622656360719408,0.32944206306744417,spec_p_pack,Mixed Outcome,,0.24 (0.246)
j_ind_lag1,0.37698109865924906,Expands Expression,Expands Expression,0.17694991647950112,0.033135342344159484,spec_p_pack,Mixed Outcome,**,0.377** (0.177)
Intercept,4.487011079187474,Contracts Expression,Contracts Expression,0.9661739294570093,3.4155742449565506e-06,spec_govprot_pack,Mixed Outcome,***,4.487*** (0.966)
Intercept,2.1453218073017553,Expands Expression,Expands Expression,0.7553200442156573,0.004507369093940202,spec_govprot_pack,Mixed Outcome,***,2.145*** (0.755)
wdj_govprot_lag1,0.24792547048635888,Contracts Expression,Contracts Expression,0.26487111587403034,0.3492613186140596,spec_govprot_pack,Mixed Outcome,,0.248 (0.265)
wdj_govprot_lag1,0.07253948523393153,Expands Expression,Expands Expression,0.2198904404321297,0.7414836713852686,spec_govprot_pack,Mixed Outcome,,0.073 (0.22)
v2jupack_lag1,0.5658126010818518,Contracts Expression,Contracts Expression,0.2433326941195723,0.020057881527015497,spec_govprot_pack,Mixed Outcome,**,0.566** (0.243)
v2jupack_lag1,0.31313822132059826,Expands Expression,Expands Expression,0.21194447937817215,0.13955397708214332,spec_govprot_pack,Mixed Outcome,,0.313 (0.212)
v2x_polyarchy_lag1,-6.98449489373243,Contracts Expression,Contracts Expression,1.8180495187714387,0.000122159362602848,spec_govprot_pack,Mixed Outcome,***,-6.984*** (1.818)
v2x_polyarchy_lag1,-3.182520452767535,Expands Expression,Expands Expression,1.2897418686721236,0.013603594556871547,spec_govprot_pack,Mixed Outcome,**,-3.183** (1.29)
v2jureview_lag1,-0.47959120598272426,Contracts Expression,Contracts Expression,0.3829517555113189,0.21044085908716625,spec_govprot_pack,Mixed Outcome,,-0.48 (0.383)
v2jureview_lag1,0.4244376302311981,Expands Expression,Expands Expression,0.3551009927227292,0.23198588326968905,spec_govprot_pack,Mixed Outcome,,0.424 (0.355)
legal_common,0.6302748293249889,Contracts Expression,Contracts Expression,0.4851240963187967,0.19387416755796283,spec_govprot_pack,Mixed Outcome,,0.63 (0.485)
legal_common,-1.1641115851449206,Expands Expression,Expands Expression,0.38296927907288425,0.0023681418124867157,spec_govprot_pack,Mixed Outcome,***,-1.164*** (0.383)
legal_civil,0.3870871135798088,Contracts Expression,Contracts Expression,0.43120276032234883,0.36934996702750056,spec_govprot_pack,Mixed Outcome,,0.387 (0.431)
legal_civil,-0.048296155829331146,Expands Expression,Expands Expression,0.3799541646021218,0.8988529577629,spec_govprot_pack,Mixed Outcome,,-0.048 (0.38)
high_court,-0.39110444295603625,Contracts Expression,Contracts Expression,0.26675170626334,0.14260086254399265,spec_govprot_pack,Mixed Outcome,,-0.391 (0.267)
high_court,0.025448312588447253,Expands Expression,Expands Expression,0.14694429388421062,0.8625072704926143,spec_govprot_pack,Mixed Outcome,,0.025 (0.147)
j_ind_lag1,0.17401489804326267,Contracts Expression,Contracts Expression,0.2821033093603575,0.537334904324289,spec_govprot_pack,Mixed Outcome,,0.174 (0.282)
j_ind_lag1,0.34768667146399074,Expands Expression,Expands Expression,0.21416115863630508,0.10448652253373944,spec_govprot_pack,Mixed Outcome,,0.348 (0.214)
Intercept,3.6005610069966094,Contracts Expression,Contracts Expression,0.7399802229380016,1.1402183316148113e-06,spec_c_reform,Mixed Outcome,***,3.601*** (0.74)
Intercept,1.501963358102713,Expands Expression,Expands Expression,0.5991058696676708,0.012175786965984918,spec_c_reform,Mixed Outcome,**,1.502** (0.599)
wdj_citizen_lag1,0.945346847186608,Contracts Expression,Contracts Expression,0.6425469799167708,0.14122368680195524,spec_c_reform,Mixed Outcome,,0.945 (0.643)
wdj_citizen_lag1,0.6798592647024169,Expands Expression,Expands Expression,0.41373806939097413,0.10033912581031103,spec_c_reform,Mixed Outcome,,0.68 (0.414)
v2jureform_lag1,0.17342249545351734,Contracts Expression,Contracts Expression,0.23302334235762148,0.45673855280432585,spec_c_reform,Mixed Outcome,,0.173 (0.233)
