,Intercept,wdj_expression_lag1,v2jureform_lag1
926,1.0,1.0,0.422
927,1.0,1.0,0.422
928,1.0,1.0,0.422
929,1.0,1.0,0.422
930,1.0,1.0,0.422
931,1.0,1.0,0.422
932,1.0,1.0,0.422
933,1.0,1.0,0.422
934,1.0,1.0,0.422
935,1.0,1.0,0.422
936,1.0,1.0,0.422
937,1.0,1.0,0.422
938,1.0,1.0,0.422
939,1.0,1.0,0.422
940,1.0,1.0,0.422
941,1.0,1.0,0.422
942,1.0,1.0,0.422
943,1.0,1.0,0.422
944,1.0,1.0,0.422
945,1.0,1.0,0.422
946,1.0,1.0,0.422
947,1.0,1.0,0.422
948,1.0,1.0,0.422
949,1.0,1.0,0.422
950,1.0,1.0,0.422
951,1.0,1.0,0.422
952,1.0,1.0,0.422
953,1.0,1.0,0.422
954,1.0,1.0,0.422
955,1.0,1.0,0.422
956,1.0,1.0,0.422
957,1.0,1.0,0.422
958,1.0,1.0,0.422
959,1.0,1.0,0.422
960,1.0,1.0,0.422
961,1.0,1.0,0.422
962,1.0,1.0,0.422
963,1.0,1.0,0.422
964,1.0,1.0,0.422
965,1.0,1.0,0.422
966,1.0,1.0,0.422
967,1.0,1.0,0.422
968,1.0,1.0,0.422
969,1.0,1.0,0.422
970,1.0,1.0,0.422
971,1.0,1.0,0.422
972,1.0,1.0,0.422
973,1.0,1.0,0.422
974,1.0,1.0,0.422
975,1.0,1.0,0.422
976,1.0,1.0,0.422
977,1.0,1.0,0.422
978,1.0,1.0,0.422
979,1.0,1.0,0.422
980,1.0,1.0,0.422
981,1.0,1.0,0.422
982,1.0,1.0,0.422
983,1.0,1.0,0.422
984,1.0,1.0,0.422
985,1.0,1.0,0.422
986,1.0,1.0,0.422
987,1.0,1.0,0.422
988,1.0,1.0,0.422
989,1.0,1.0,0.422
990,1.0,1.0,0.422
991,1.0,1.0,0.422
992,1.0,1.0,-0.159
993,1.0,1.0,-0.159
994,1.0,1.0,-0.159
995,1.0,1.0,-0.159
996,1.0,1.0,-0.159
997,1.0,1.0,-0.159
998,1.0,1.0,-0.159
999,1.0,1.0,-0.159
1000,1.0,1.0,-0.159
1001,1.0,1.0,-0.159
1002,1.0,1.0,-0.159
1003,1.0,1.0,-0.159
1004,1.0,1.0,-0.159
1005,1.0,1.0,-0.159
1006,1.0,1.0,-0.159
1007,1.0,1.0,-0.159
1008,1.0,1.0,-0.159
1009,1.0,1.0,-0.159
1010,1.0,1.0,-0.159
1011,1.0,1.0,-0.159
1012,1.0,1.0,-0.159
1013,1.0,1.0,-0.159
1014,1.0,1.0,-0.159
1015,1.0,1.0,-0.159
1016,1.0,1.0,-0.159
1017,1.0,1.0,-0.159
1018,1.0,1.0,-0.159
1019,1.0,1.0,-0.159
1020,1.0,1.0,-0.159
1021,1.0,1.0,-0.159
1022,1.0,1.0,-0.159
1023,1.0,1.0,-0.159
1024,1.0,1.0,-0.159
1025,1.0,1.0,-0.159
1026,1.0,1.0,-0.159
1027,1.0,1.0,-0.159
1028,1.0,1.0,-0.159
1029,1.0,1.0,-0.159
1030,1.0,1.0,-0.159
1031,1.0,1.0,-0.159
1032,1.0,1.0,-0.159
1033,1.0,1.0,-0.159
1034,1.0,1.0,-0.159
1035,1.0,1.0,-0.159
1036,1.0,1.0,-0.159
1037,1.0,1.0,-0.159
1038,1.0,1.0,-0.159
1039,1.0,1.0,-0.159
1040,1.0,1.0,-0.159
1041,1.0,1.0,-0.159
1042,1.0,1.0,-0.159
1043,1.0,1.0,-0.159
1044,1.0,1.0,-0.159
1045,1.0,1.0,-0.159
1046,1.0,1.0,-0.159
1047,1.0,1.0,-0.159
1048,1.0,1.0,-0.159
1049,1.0,1.0,-0.159
1050,1.0,1.0,-0.159
1051,1.0,1.0,-0.159
1052,1.0,1.0,-0.159
1053,1.0,1.0,-0.159
1054,1.0,1.0,-0.519
1055,1.0,1.0,-0.519
1056,1.0,1.0,-0.519
1057,1.0,1.0,-0.519
1058,1.0,1.0,-0.519
1059,1.0,0.0,-0.091
1060,1.0,0.40530303,-3.19
1061,1.0,0.40530303,-3.19
1062,1.0,0.40530303,-2.354
1063,1.0,0.0,1.285
1064,1.0,0.0,1.285
1065,1.0,0.0,1.285
1066,1.0,0.0,1.285
1067,1.0,0.0,-1.065
1068,1.0,0.0,-2.462
1069,1.0,0.0,-2.462
1070,1.0,0.0,-1.011
1071,1.0,0.0,-1.148
1072,1.0,0.0,-1.148
1073,1.0,0.0,-1.266
1074,1.0,0.0,-1.266
