,Intercept,wdj_expression_lag1,v2jupack_lag1,v2x_polyarchy_lag1,v2jureview_lag1,legal_common,legal_civil,high_court,j_ind_lag1
468,1.0,0.777777778,1.764,0.85,1.901,1.0,0.0,0.0,2.289
469,1.0,0.777777778,1.764,0.85,1.901,1.0,0.0,0.0,2.289
470,1.0,0.777777778,1.764,0.85,1.901,1.0,0.0,0.0,2.289
471,1.0,0.777777778,1.088,0.849,1.901,1.0,0.0,1.0,1.648
472,1.0,0.777777778,1.088,0.849,1.901,1.0,0.0,1.0,1.648
473,1.0,0.920634921,1.959,0.88,0.413,0.0,1.0,1.0,1.565
474,1.0,0.920634921,1.959,0.886,1.753,0.0,1.0,1.0,1.598
477,1.0,0.920634921,1.959,0.87,1.753,0.0,1.0,1.0,1.598
479,1.0,0.920634921,1.959,0.829,1.753,0.0,1.0,0.0,1.222
480,1.0,0.920634921,1.959,0.829,1.753,0.0,1.0,0.0,1.222
481,1.0,0.920634921,1.959,0.829,1.753,0.0,1.0,0.0,1.222
482,1.0,0.920634921,1.959,0.837,1.753,0.0,1.0,0.0,2.222
483,1.0,0.920634921,1.959,0.837,1.753,0.0,1.0,0.0,2.222
484,1.0,0.920634921,1.959,0.837,1.753,0.0,1.0,1.0,1.598
485,1.0,0.920634921,1.959,0.837,1.753,0.0,1.0,0.0,2.222
486,1.0,0.920634921,1.959,0.837,1.753,0.0,1.0,0.0,2.222
487,1.0,0.920634921,1.959,0.837,1.753,0.0,1.0,0.0,2.222
488,1.0,0.920634921,1.959,0.837,1.753,0.0,1.0,0.0,2.222
490,1.0,0.920634921,1.959,0.841,1.753,0.0,1.0,1.0,1.72
491,1.0,0.920634921,1.959,0.841,1.753,0.0,1.0,0.0,2.589
492,1.0,0.920634921,1.959,0.841,1.753,0.0,1.0,0.0,2.589
493,1.0,0.908119658,1.04,0.626,1.707,0.0,1.0,1.0,1.08
494,1.0,0.900966184,1.04,0.658,1.707,0.0,1.0,1.0,1.08
495,1.0,0.0,-2.151,0.13,1.087,0.0,0.0,1.0,-0.755
496,1.0,0.0,0.415,0.227,-1.255,0.0,1.0,0.0,-0.59
501,1.0,0.0,1.597,0.89,1.057,0.0,1.0,0.0,2.153
503,1.0,0.0,1.597,0.89,1.057,0.0,1.0,0.0,2.153
504,1.0,0.0,1.597,0.89,1.057,0.0,1.0,0.0,2.153
506,1.0,0.0,1.597,0.889,1.057,0.0,1.0,0.0,2.153
508,1.0,0.0,1.597,0.889,1.057,0.0,1.0,0.0,2.153
510,1.0,0.0,1.597,0.883,1.057,0.0,1.0,0.0,2.153
511,1.0,0.0,1.597,0.883,1.057,0.0,1.0,1.0,1.789
513,1.0,0.0,1.597,0.883,1.057,0.0,1.0,1.0,1.789
515,1.0,0.0,1.597,0.883,1.057,0.0,1.0,0.0,2.153
517,1.0,0.0,1.597,0.883,1.057,0.0,1.0,1.0,1.789
518,1.0,0.0,1.597,0.886,1.057,0.0,1.0,1.0,1.789
520,1.0,0.62962963,1.597,0.866,1.057,0.0,1.0,0.0,2.153
524,1.0,0.62962963,1.597,0.866,1.057,0.0,1.0,0.0,2.153
525,1.0,0.62962963,1.597,0.866,1.057,0.0,1.0,0.0,2.153
526,1.0,0.62962963,1.597,0.868,1.057,0.0,1.0,0.0,2.153
528,1.0,0.62962963,1.597,0.868,1.057,0.0,1.0,0.0,2.153
542,1.0,0.393939394,0.858,0.738,1.784,0.0,1.0,1.0,-0.062
545,1.0,0.393939394,0.858,0.738,1.784,0.0,1.0,1.0,-0.062
552,1.0,0.393939394,0.858,0.555,1.784,0.0,1.0,1.0,-0.056
553,1.0,0.393939394,0.151,0.481,1.784,0.0,1.0,1.0,-0.33
556,1.0,0.494152047,-0.019,0.45,1.784,0.0,1.0,1.0,-0.758
559,1.0,0.447089947,0.829,0.434,1.784,0.0,1.0,1.0,-1.293
560,1.0,0.0,0.372,0.229,0.764,0.0,1.0,0.0,-1.597
561,1.0,0.873015873,0.372,0.23,0.764,0.0,1.0,0.0,-1.597
562,1.0,0.873015873,0.372,0.23,0.764,0.0,1.0,0.0,-1.597
563,1.0,0.873015873,0.372,0.23,0.764,0.0,1.0,0.0,-1.597
564,1.0,0.873015873,0.372,0.23,0.764,0.0,1.0,0.0,-1.597
565,1.0,0.873015873,0.372,0.234,0.764,0.0,1.0,0.0,-1.597
566,1.0,0.0,1.241,0.539,1.883,0.0,0.0,0.0,1.542
567,1.0,0.0,1.241,0.539,1.883,0.0,0.0,0.0,1.542
568,1.0,0.777777778,1.241,0.534,1.883,0.0,0.0,0.0,1.542
569,1.0,0.777777778,1.241,0.534,1.883,0.0,0.0,1.0,1.333
570,1.0,0.777777778,1.241,0.512,1.883,0.0,0.0,0.0,1.802
571,1.0,0.851851852,1.241,0.496,1.883,0.0,0.0,0.0,1.594
572,1.0,0.851851852,1.241,0.501,1.883,0.0,0.0,0.0,1.594
573,1.0,0.0,0.581,0.48,1.314,0.0,0.0,0.0,1.337
574,1.0,0.633986928,0.147,0.323,0.441,0.0,0.0,0.0,-0.101
575,1.0,0.633986928,0.147,0.323,0.441,0.0,0.0,0.0,-0.101
576,1.0,0.633986928,0.147,0.325,0.441,0.0,0.0,0.0,-0.238
577,1.0,0.633986928,0.147,0.325,0.441,0.0,0.0,0.0,-0.238
578,1.0,0.633986928,0.147,0.325,0.441,0.0,0.0,0.0,-0.238
579,1.0,0.763888889,0.442,0.777,0.879,0.0,0.0,0.0,0.687
581,1.0,0.711111111,-0.039,0.355,-0.761,0.0,0.0,0.0,-0.24
582,1.0,0.711111111,-0.039,0.357,-0.761,0.0,0.0,0.0,-0.24
583,1.0,0.711111111,-0.039,0.357,-0.761,0.0,0.0,0.0,-0.24
584,1.0,0.711111111,-0.039,0.357,-0.761,0.0,0.0,0.0,-0.24
585,1.0,0.711111111,-0.039,0.357,-0.761,0.0,0.0,0.0,-0.24
586,1.0,0.711111111,-0.039,0.357,-0.761,0.0,0.0,0.0,-0.24
587,1.0,0.711111111,-0.039,0.357,-0.761,0.0,0.0,0.0,-0.24
588,1.0,0.711111111,-0.039,0.357,-0.761,0.0,0.0,0.0,-0.24
589,1.0,0.711111111,-0.039,0.357,-0.761,0.0,0.0,0.0,-0.24
590,1.0,0.711111111,-0.039,0.357,-0.761,0.0,0.0,0.0,-0.24
591,1.0,0.711111111,-0.109,0.37,-0.484,0.0,0.0,0.0,-0.176
595,1.0,0.0,1.055,0.481,1.421,0.0,0.0,0.0,0.586
596,1.0,0.0,1.055,0.481,1.421,0.0,0.0,0.0,0.586
597,1.0,0.0,1.055,0.506,1.421,0.0,0.0,0.0,0.586
598,1.0,0.953703704,1.055,0.554,1.421,0.0,0.0,0.0,0.677
599,1.0,0.907407407,1.195,0.556,1.421,0.0,0.0,0.0,0.879
600,1.0,0.907407407,1.195,0.556,1.421,0.0,0.0,0.0,0.879
603,1.0,0.907407407,1.226,0.488,1.421,0.0,0.0,0.0,0.842
605,1.0,0.907407407,1.548,0.49,1.421,0.0,0.0,0.0,0.489
607,1.0,0.0,1.19,0.466,1.579,0.0,0.0,0.0,-0.141
608,1.0,0.0,0.746,0.47,1.579,0.0,0.0,1.0,0.697
609,1.0,0.0,0.746,0.47,1.579,0.0,0.0,0.0,-0.164
610,1.0,0.0,1.228,0.419,1.757,0.0,0.0,0.0,-0.164
611,1.0,0.0,1.398,0.368,1.757,0.0,0.0,0.0,-0.41
612,1.0,0.0,1.398,0.368,1.757,0.0,0.0,0.0,-0.41
614,1.0,0.0,0.388,0.521,1.821,0.0,0.0,1.0,0.94
615,1.0,0.0,0.388,0.521,1.821,0.0,0.0,0.0,0.597
616,1.0,0.359477124,0.181,0.411,1.821,0.0,0.0,1.0,0.224
619,1.0,0.559178744,-1.0,0.694,1.76,0.0,1.0,1.0,-0.293
620,1.0,0.449074074,-1.159,0.587,1.76,0.0,1.0,0.0,0.963
622,1.0,0.449074074,-1.149,0.578,1.76,0.0,1.0,1.0,-0.433
624,1.0,0.0,1.673,0.414,1.667,1.0,0.0,0.0,0.374
625,1.0,0.0,1.673,0.414,1.667,1.0,0.0,0.0,0.374
626,1.0,0.305555556,1.673,0.403,1.667,1.0,0.0,0.0,0.132
627,1.0,0.305555556,1.673,0.403,1.667,1.0,0.0,0.0,0.132
628,1.0,0.305555556,1.673,0.403,1.667,1.0,0.0,0.0,0.132
630,1.0,0.0,1.37,0.764,1.237,0.0,0.0,0.0,0.909
631,1.0,0.0,1.37,0.764,1.237,0.0,0.0,1.0,1.392
632,1.0,0.0,1.37,0.764,1.237,0.0,0.0,1.0,1.392
633,1.0,0.0,1.37,0.764,1.237,0.0,0.0,0.0,0.909
634,1.0,0.0,1.37,0.764,1.237,0.0,0.0,0.0,0.909
635,1.0,0.0,1.37,0.778,1.237,0.0,0.0,1.0,1.392
636,1.0,0.0,1.37,0.779,1.237,0.0,0.0,1.0,1.392
637,1.0,0.0,1.37,0.775,1.237,0.0,0.0,0.0,1.28
638,1.0,0.0,1.37,0.775,1.237,0.0,0.0,1.0,1.392
639,1.0,0.0,1.37,0.778,1.237,0.0,0.0,1.0,1.392
640,1.0,0.0,1.37,0.778,1.237,0.0,0.0,0.0,1.28
641,1.0,0.0,1.37,0.778,1.237,0.0,0.0,0.0,1.28
642,1.0,0.0,1.37,0.778,1.237,0.0,0.0,0.0,1.28
643,1.0,0.0,1.37,0.777,1.237,0.0,0.0,0.0,1.28
644,1.0,0.0,1.355,0.765,1.237,0.0,0.0,0.0,1.494
645,1.0,0.0,1.355,0.765,1.237,0.0,0.0,0.0,1.494
646,1.0,0.0,1.355,0.765,1.237,0.0,0.0,0.0,1.494
647,1.0,0.0,1.355,0.765,1.237,0.0,0.0,0.0,1.494
648,1.0,0.0,1.355,0.758,1.237,0.0,0.0,0.0,1.494
649,1.0,0.0,1.355,0.758,1.237,0.0,0.0,1.0,1.554
650,1.0,0.0,1.355,0.755,1.237,0.0,0.0,1.0,1.554
651,1.0,0.0,1.355,0.755,1.237,0.0,0.0,1.0,1.554
652,1.0,0.0,1.355,0.755,1.237,0.0,0.0,0.0,1.494
653,1.0,0.0,1.355,0.752,1.237,0.0,0.0,0.0,1.494
654,1.0,0.0,1.355,0.738,1.237,0.0,0.0,1.0,1.554
655,1.0,0.0,1.355,0.738,1.237,0.0,0.0,1.0,1.554
656,1.0,0.0,1.355,0.738,1.237,0.0,0.0,0.0,1.494
657,1.0,0.0,1.355,0.747,1.237,0.0,0.0,0.0,1.494
658,1.0,0.0,1.355,0.747,1.237,0.0,0.0,0.0,1.494
659,1.0,0.0,1.355,0.747,1.237,0.0,0.0,1.0,1.869
660,1.0,0.0,1.355,0.727,1.237,0.0,0.0,0.0,1.377
661,1.0,0.0,1.355,0.727,1.237,0.0,0.0,1.0,1.869
662,1.0,0.0,1.355,0.727,1.237,0.0,0.0,1.0,1.869
663,1.0,0.0,1.355,0.727,1.237,0.0,0.0,0.0,1.377
664,1.0,0.0,1.355,0.727,1.237,0.0,0.0,0.0,1.377
665,1.0,0.402777778,1.355,0.719,1.237,0.0,0.0,0.0,1.377
666,1.0,0.402777778,1.355,0.719,1.237,0.0,0.0,1.0,1.869
668,1.0,0.402777778,1.355,0.719,1.237,0.0,0.0,0.0,1.377
669,1.0,0.402777778,1.355,0.719,1.237,0.0,0.0,0.0,1.377
670,1.0,0.402777778,1.355,0.725,1.237,0.0,0.0,0.0,1.377
671,1.0,0.402777778,1.355,0.725,1.237,0.0,0.0,0.0,1.377
672,1.0,0.402777778,1.355,0.725,1.237,0.0,0.0,1.0,1.869
673,1.0,0.402777778,1.355,0.725,1.237,0.0,0.0,1.0,1.869
674,1.0,0.402777778,1.355,0.718,1.237,0.0,0.0,0.0,2.031
675,1.0,0.402777778,1.355,0.718,1.237,0.0,0.0,0.0,2.031
676,1.0,0.402777778,1.355,0.718,1.237,0.0,0.0,0.0,2.031
677,1.0,0.0,-0.237,0.493,1.111,0.0,0.0,0.0,0.994
678,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
679,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
680,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
681,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
682,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
683,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
684,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
685,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
686,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
687,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
688,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,1.0,0.632
689,1.0,0.0,-0.237,0.162,0.773,0.0,0.0,0.0,-0.38
690,1.0,0.0,0.591,0.16,0.665,0.0,0.0,0.0,-0.77
691,1.0,0.0,0.591,0.154,0.665,0.0,0.0,0.0,-0.661
713,1.0,0.0,-1.462,0.469,1.486,0.0,1.0,1.0,1.459
714,1.0,0.0,-1.462,0.469,1.486,0.0,1.0,1.0,1.459
715,1.0,0.0,-1.462,0.469,1.486,0.0,1.0,1.0,1.459
719,1.0,0.0,-1.433,0.426,1.486,0.0,1.0,1.0,1.151
721,1.0,0.0,-1.433,0.426,1.486,0.0,1.0,0.0,0.501
722,1.0,0.0,-1.433,0.426,1.486,0.0,1.0,1.0,1.151
723,1.0,0.0,-1.433,0.426,1.486,0.0,1.0,1.0,1.151
724,1.0,0.0,-1.433,0.426,1.486,0.0,1.0,1.0,1.151
726,1.0,0.0,-1.433,0.426,1.486,0.0,1.0,1.0,1.151
727,1.0,0.0,-1.654,0.388,1.486,0.0,1.0,0.0,0.501
728,1.0,0.0,-1.654,0.388,1.486,0.0,1.0,0.0,0.501
730,1.0,0.0,-1.654,0.388,1.486,0.0,1.0,1.0,1.052
735,1.0,0.0,-3.131,0.295,0.245,0.0,1.0,1.0,0.156
736,1.0,0.0,-3.131,0.295,0.245,0.0,1.0,1.0,0.156
738,1.0,0.619047619,-1.736,0.292,1.25,0.0,1.0,1.0,0.093
743,1.0,0.619047619,-1.519,0.285,1.455,0.0,1.0,1.0,0.131
745,1.0,0.619047619,-1.519,0.285,1.455,0.0,1.0,1.0,0.131
746,1.0,0.619047619,-1.519,0.285,1.455,0.0,1.0,1.0,0.131
748,1.0,0.0,-0.944,0.318,1.888,0.0,0.0,0.0,-0.064
749,1.0,0.0,-0.987,0.312,1.888,0.0,0.0,1.0,-0.836
750,1.0,0.0,-0.987,0.312,1.888,0.0,0.0,0.0,-0.101
751,1.0,0.0,-0.987,0.312,1.888,0.0,0.0,0.0,-0.101
752,1.0,0.755555556,-0.835,0.285,0.984,0.0,0.0,0.0,-0.956
753,1.0,0.755555556,-0.835,0.285,0.984,0.0,0.0,0.0,-0.956
754,1.0,0.0,1.087,0.554,2.009,1.0,0.0,0.0,1.336
755,1.0,0.0,1.087,0.679,2.009,1.0,0.0,1.0,1.875
756,1.0,0.0,1.087,0.679,2.009,1.0,0.0,1.0,1.875
757,1.0,0.0,1.751,0.718,2.009,1.0,0.0,1.0,2.327
758,1.0,0.0,1.751,0.718,2.009,1.0,0.0,1.0,2.327
759,1.0,0.0,1.751,0.724,2.009,1.0,0.0,1.0,2.327
760,1.0,0.0,1.751,0.782,2.009,1.0,0.0,1.0,2.327
761,1.0,0.0,1.751,0.791,2.009,1.0,0.0,1.0,2.327
762,1.0,0.0,1.191,0.834,2.009,1.0,0.0,1.0,2.327
763,1.0,0.0,1.191,0.832,2.009,1.0,0.0,1.0,2.327
764,1.0,0.0,2.157,0.855,2.009,1.0,0.0,1.0,2.327
765,1.0,0.0,2.157,0.857,2.009,1.0,0.0,1.0,2.327
766,1.0,0.0,2.157,0.862,2.009,1.0,0.0,1.0,2.327
767,1.0,0.0,2.157,0.867,2.009,1.0,0.0,1.0,2.327
768,1.0,0.0,2.157,0.867,2.009,1.0,0.0,1.0,2.327
769,1.0,0.0,2.157,0.868,2.009,1.0,0.0,0.0,1.454
770,1.0,-0.666666667,2.157,0.869,2.009,1.0,0.0,1.0,2.327
771,1.0,0.0,2.157,0.828,2.009,1.0,0.0,1.0,2.327
772,1.0,0.0,2.157,0.829,2.009,1.0,0.0,1.0,2.327
773,1.0,0.0,2.157,0.829,2.009,1.0,0.0,0.0,1.862
774,1.0,0.0,2.157,0.862,2.009,1.0,0.0,0.0,1.862
775,1.0,0.0,2.157,0.9,2.009,1.0,0.0,1.0,2.327
776,1.0,0.0,2.157,0.9,2.009,1.0,0.0,1.0,2.522
777,1.0,0.0,2.157,0.896,2.009,1.0,0.0,0.0,2.002
778,1.0,0.0,2.157,0.896,2.009,1.0,0.0,1.0,2.522
779,1.0,0.0,2.157,0.896,2.009,1.0,0.0,0.0,2.002
780,1.0,0.0,2.157,0.896,2.009,1.0,0.0,0.0,2.002
781,1.0,0.0,2.157,0.896,2.009,1.0,0.0,0.0,2.002
782,1.0,0.0,2.157,0.896,2.009,1.0,0.0,1.0,2.522
783,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
784,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
785,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
786,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
787,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
788,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
789,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
790,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
791,1.0,0.0,2.157,0.905,2.009,1.0,0.0,1.0,2.634
792,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
793,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
794,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
795,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
796,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
797,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
798,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
799,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
800,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
801,1.0,0.0,2.157,0.905,2.009,1.0,0.0,1.0,2.634
802,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
803,1.0,0.0,2.157,0.905,2.009,1.0,0.0,1.0,2.634
804,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
805,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
806,1.0,0.0,2.157,0.905,2.009,1.0,0.0,1.0,2.634
807,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
808,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
809,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
810,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
811,1.0,0.0,2.157,0.905,2.009,1.0,0.0,0.0,2.366
812,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
813,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
814,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
815,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
816,1.0,0.0,2.157,0.901,2.009,1.0,0.0,1.0,2.634
817,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
818,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
819,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
820,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
821,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
822,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
823,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
824,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
825,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
826,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
827,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
828,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
829,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
830,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
831,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
832,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
833,1.0,0.0,2.157,0.901,2.009,1.0,0.0,1.0,2.634
834,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
835,1.0,0.0,2.157,0.901,2.009,1.0,0.0,1.0,2.634
836,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
837,1.0,0.0,2.157,0.901,2.009,1.0,0.0,1.0,2.634
838,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
839,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
840,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
841,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
842,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
843,1.0,0.0,2.157,0.901,2.009,1.0,0.0,1.0,2.634
844,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
845,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
846,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
847,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
848,1.0,0.0,2.157,0.901,2.009,1.0,0.0,1.0,2.634
849,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
850,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
851,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
852,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
853,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
854,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
855,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
856,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
857,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
858,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
859,1.0,0.0,2.157,0.901,2.009,1.0,0.0,0.0,2.366
860,1.0,0.0,2.157,0.9,2.009,1.0,0.0,0.0,2.366
861,1.0,0.0,2.157,0.9,2.009,1.0,0.0,0.0,2.366
862,1.0,0.0,2.157,0.9,2.009,1.0,0.0,1.0,2.634
863,1.0,0.0,2.157,0.9,2.009,1.0,0.0,0.0,2.366
864,1.0,0.0,2.157,0.9,2.009,1.0,0.0,0.0,2.366
865,1.0,0.0,2.157,0.9,2.009,1.0,0.0,0.0,2.366
866,1.0,0.0,2.157,0.9,2.009,1.0,0.0,0.0,2.366
867,1.0,0.0,2.157,0.9,2.009,1.0,0.0,0.0,2.366
868,1.0,0.0,2.157,0.9,2.009,1.0,0.0,0.0,2.366
869,1.0,0.0,2.157,0.9,2.009,1.0,0.0,0.0,2.366
870,1.0,0.0,2.157,0.9,2.009,1.0,0.0,0.0,2.366
871,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
872,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
873,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
874,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
875,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
876,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
877,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
878,1.0,1.0,1.733,0.885,2.009,1.0,0.0,1.0,2.634
879,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
880,1.0,1.0,1.733,0.885,2.009,1.0,0.0,1.0,2.634
881,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
882,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
883,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
884,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
885,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
886,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
887,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
888,1.0,1.0,1.733,0.885,2.009,1.0,0.0,1.0,2.634
889,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
890,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
891,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
892,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
893,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
894,1.0,1.0,1.733,0.885,2.009,1.0,0.0,0.0,2.645
895,1.0,1.0,1.733,0.834,2.009,1.0,0.0,0.0,2.645
896,1.0,1.0,1.733,0.834,2.009,1.0,0.0,1.0,2.583
897,1.0,1.0,1.733,0.834,2.009,1.0,0.0,0.0,2.645
898,1.0,1.0,1.733,0.834,2.009,1.0,0.0,0.0,2.645
899,1.0,1.0,1.733,0.834,2.009,1.0,0.0,0.0,2.645
900,1.0,1.0,1.733,0.834,2.009,1.0,0.0,1.0,2.583
901,1.0,1.0,1.733,0.834,2.009,1.0,0.0,1.0,2.583
902,1.0,1.0,1.733,0.834,2.009,1.0,0.0,0.0,2.645
903,1.0,1.0,1.733,0.834,2.009,1.0,0.0,0.0,2.645
904,1.0,1.0,1.733,0.834,2.009,1.0,0.0,1.0,2.583
905,1.0,1.0,1.733,0.834,2.009,1.0,0.0,1.0,2.583
907,1.0,1.0,1.733,0.834,2.009,1.0,0.0,0.0,2.645
908,1.0,1.0,1.733,0.834,2.009,1.0,0.0,0.0,2.645
909,1.0,1.0,1.733,0.834,2.009,1.0,0.0,0.0,2.645
910,1.0,1.0,1.733,0.824,2.009,1.0,0.0,1.0,2.583
911,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
912,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
913,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
914,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
915,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
916,1.0,1.0,1.733,0.824,2.009,1.0,0.0,1.0,2.583
917,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
918,1.0,1.0,1.733,0.824,2.009,1.0,0.0,1.0,2.583
919,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
920,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
921,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
922,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
923,1.0,1.0,1.733,0.824,2.009,1.0,0.0,1.0,2.583
924,1.0,1.0,1.733,0.824,2.009,1.0,0.0,0.0,2.645
