country,iso3,year,dj_expression,dj_expression_lag1,dj_expression_lag2,wdj_expression,wdj_expression_lag1,wdj_expression_lag2,wdj_citizen,wdj_citizen_lag1,wdj_citizen_lag2,wdj_intermediaries,wdj_intermediaries_lag1,wdj_intermediaries_lag2,wdj_press,wdj_press_lag1,wdj_press_lag2,wdj_govprot,wdj_govprot_lag1,wdj_govprot_lag2,wdj_restriction,wdj_restriction_lag1,wdj_restriction_lag2,wdj_obligation,wdj_obligation_lag1,wdj_obligation_lag2,appeal_nonreg,appeal_nonreg_crisis,appeal_reg,appeal_reg_crisis,c_disinfo_gen,c_disinfo_gen_crisis,c_disinfo_gen_digi,c_disinfo_iccpr,c_disinfo_iccpr_crisis,c_disinfo_iccpr_digi,c_disinfo_noniccpr,c_disinfo_noniccpr_crisis,c_disinfo_noniccpr_digi,c_express_iccpr,c_express_iccpr_crisis,c_express_iccpr_digi,c_express_iccpr_govoff,c_express_noniccpr,c_express_noniccpr_crisis,c_express_noniccpr_digi,c_malinfo_gen,c_malinfo_gen_crisis,c_malinfo_gen_digi,c_misinfo_gen,c_misinfo_gen_crisis,c_misinfo_gen_digi,c_misinfo_iccpr,c_misinfo_iccpr_crisis,c_misinfo_iccpr_digi,c_misinfo_noniccpr,c_misinfo_noniccpr_crisis,c_misinfo_noniccpr_digi,exemption_leg,exemption_leg_crisis,exemption_sepleg,exemption_sepleg_crisis,gov_censor,gov_censor_crisis,gov_nowarrant,gov_nowarrant_crisis,gov_oversight,gov_oversight_crisis,gov_regulator,gov_regulator_crisis,gov_warrant,gov_warrant_crisis,im_correct,im_correct_crisis,im_daily,im_daily_crisis,im_data,im_data_crisis,im_deplatform,im_deplatform_crisis,im_emergency,im_emergency_crisis,im_funding,im_funding_crisis,im_license,im_license_crisis,im_oversight,im_oversight_crisis,im_prevention,im_prevention_crisis,im_pubinterest,im_pubinterest_crisis,im_report,im_report_crisis,i_disinfo_gen,i_disinfo_gen_crisis,i_disinfo_gen_digi,i_disinfo_iccpr,i_disinfo_iccpr_crisis,i_disinfo_iccpr_digi,i_disinfo_noniccpr,i_disinfo_noniccpr_crisis,i_disinfo_noniccpr_digi,i_express_iccpr,i_express_iccpr_crisis,i_express_iccpr_digi,i_express_noniccpr,i_express_noniccpr_crisis,i_express_noniccpr_digi,i_malinfo_gen,i_malinfo_gen_crisis,i_malinfo_gen_digi,i_misinfo_gen,i_misinfo_gen_crisis,i_misinfo_gen_digi,i_misinfo_iccpr,i_misinfo_iccpr_crisis,i_misinfo_iccpr_digi,i_misinfo_noniccpr,i_misinfo_noniccpr_crisis,i_misinfo_noniccpr_digi,lawsuit_lawsuit,lawsuit_lawsuit_crisis,press_correct,press_correct_crisis,press_funding,press_funding_crisis,press_license,press_license_crisis,press_oversight,press_oversight_crisis,press_report,press_report_crisis,p_disinfo_gen,p_disinfo_gen_crisis,p_disinfo_gen_digi,p_disinfo_iccpr,p_disinfo_iccpr_crisis,p_disinfo_iccpr_digi,p_disinfo_noniccpr,p_disinfo_noniccpr_crisis,p_disinfo_noniccpr_digi,p_express_iccpr,p_express_iccpr_crisis,p_express_iccpr_digi,p_express_noniccpr,p_express_noniccpr_crisis,p_express_noniccpr_digi,p_malinfo_gen,p_malinfo_gen_crisis,p_malinfo_gen_digi,p_misinfo_gen,p_misinfo_gen_crisis,p_misinfo_gen_digi,p_misinfo_iccpr,p_misinfo_iccpr_crisis,p_misinfo_iccpr_digi,p_misinfo_noniccpr,p_misinfo_noniccpr_crisis,p_misinfo_noniccpr_digi,reg_rules,reg_rules_crisis,source_dataset,case_name,case_id,decision_date_raw,decision_direction,judicial_body,type_of_law,theme,mode_of_expression,case_status,case_significance,case_number,ruling_judge,ruling_judge_status,ruling_judge_evidence,summary_outcome,facts,decision_overview,corresponding_law_reference,authorities,decision_cited_in,related_text,source_url,case_id_words,_merge,country_clean,country_name,country_text_id,country_id,v2x_polyarchy,v2x_polyarchy_lag1,v2x_polyarchy_lag2,v2x_freexp_altinf,v2x_freexp_altinf_lag1,v2x_freexp_altinf_lag2,v2x_freexp,v2x_freexp_lag1,v2x_freexp_lag2,v2x_jucon,v2x_jucon_lag1,v2x_jucon_lag2,v2jureform,v2jureform_lag1,v2jureform_lag2,v2jupurge,v2jupurge_lag1,v2jupurge_lag2,v2jupoatck,v2jupoatck_lag1,v2jupoatck_lag2,v2jupack,v2jupack_lag1,v2jupack_lag2,v2juaccnt,v2juaccnt_lag1,v2juaccnt_lag2,v2jucorrdc,v2jucorrdc_lag1,v2jucorrdc_lag2,v2juhcind,v2juhcind_lag1,v2juhcind_lag2,v2juncind,v2juncind_lag1,v2juncind_lag2,v2juhccomp,v2juhccomp_lag1,v2juhccomp_lag2,v2jucomp,v2jucomp_lag1,v2jucomp_lag2,v2jureview,v2jureview_lag1,v2jureview_lag2,v2mecenefm,v2mecenefm_lag1,v2mecenefm_lag2,vdem_matched,legal_system,v2juhcname,court_level,high_court,low_court,supranatl_court,j_ind,j_ind_lag1,j_ind_lag2,defendant,defendant_evidence,defendant_explanation,defendant_classification,classification_evidence,classification_explanation,defendant_error
australia,AUS,2022,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new_cases_may_2026,Barilaro v. Google LLC,Australia_2022_01,6-Jun-22,Mixed Outcome,Federal Court,Defamation Law,"Defamation / Reputation, Digital Rights, Intermediary Liability, Hate Speech, Bullying and Abuse",Electronic / Internet-based Communication,Closed,The decision establishes a binding or persuasive precedent within its jurisdiction.,[2022] FCA 650,Judge Rares J,found,"""Judge Rares J delivered the decision of the Federal Court of Australia.""","<p>The Federal Court of Australia has ordered Google LLC to pay AUD $715,000, as damages to John Barilaro, the applicant who was the target of defamatory content and false imputations on YouTube in violation of the law. John Barilaro, the former Deputy Premier of New South Wales, filed a defamation suit against Jordan Shanks and Google Incorporation due to a relentless, racist, vilifying, abusive, and defamatory campaign run by Mr Shanks on YouTube. However, during the legal proceedings, the applicant and Mr Shanks reached a settlement. The Court observed that individuals involved in politics take on the risk of being subjected to harsh public criticism, which might be acceptable as freedom of expression, but not even politicians are expected to be subjected to abuse, hate, racism, and defamation merely because they operate in the sphere of public interest. The Court also noted that the platform on which content is published (the publisher) has certain liabilities regarding content that violates the law as such violations can result in the imposition of aggravated damages against the publisher.</p>","<p>The applicant, John Barilaro, served as the Deputy Premier of New South Wales and leader of the State Parliamentary National Party between 15 November 2016 and 5 October 2021 when he resigned, announcing his retirement from politics. Before the resignation, Mr Barilaro faced a vicious, defamatory attack online led by someone called Jordan Shank. This campaign took place on YouTube, which is a platform operated by Google LLC and the second most visited website in the world, through an online account, run by Mr Shank, called friendlyjordies.</p>
<p>Mr Barilaro filed a lawsuit against Jordan Shank and Google Incorporation, complaining about two particular defamatory videos titled ""Bruz"" and ""Secret Dictatorship"", falsely accusing him of corruption. He argued that Google is liable for the publication of both videos as it received a concerns notice on the 22<sup>nd</sup> of December 2020 and failed to act accordingly.</p>
<p>Mr Barilaro claimed that the first video conveyed five explicit defamatory imputations of corruption and perjury against him, namely:</p>
<p><em>""(a) Mr Barilaro is a corrupt conman;</em></p>
<p><em>(b) Mr Barilaro committed perjury nine times;</em></p>
<p><em>(c) Mr Barilaro has so conducted himself in committing perjury nine times that he should be gaoled;</em></p>
<p><em>(d) Mr Barilaro corruptly gave $3.3 million to a beef company; and</em></p>
<p><em>(e) Mr Barilaro corruptly voted against a Royal Commission into water theft.""</em></p>
<p>He also contended that the second video carried three direct defamatory accusations, as stated below:</p>
<p><em>""(a) Mr Barilaro has acted corruptly by engaging in the blackmailing of councillors;</em></p>
<p><em>(b) Mr Barilaro has acted corruptly by engaging in the blackmailing of councillors using taxpayer money; and</em></p>
<p><em>(c) Mr Barilaro has pocketed millions of dollars which have been stolen from the Narrandera Shire Council."" </em>[Paras. 1, 3, 4, 5 &amp; 6]</p>
<p>The Court refused Mr Shanks' defence that the videos portrayed an ""honest opinion relating to a matter of public interest based on proper material"" under Sections 25 and 31 the 2005 Defamation Act (""the Act""). Afterwards, Mr Barilaro and Mr Shanks reached a settlement, including that Mr Shanks would 1) remove &#8220;those parts that conveyed the imputations"", 2) submit ""an apology that his senior counsel read in open Court"", and 3) pay ""$100,000 in respect of Mr Barilaro's costs of his unsuccessful applications for a stay of the proceeding and a jury trial.""</p>
<p>Google moved to dismiss the case by arguing that the videos at issue were in the public interest under the Act and thus, fell within the scope of protection afforded by the ""constitutional freedom of communication on government and political matter"".</p>
<p>The Court denied the submissions made by Google, ordering it to pay the sum of $715,000, as damages to John Barilaro.</p>","<p>Judge Rares J delivered the decision of the Federal Court of Australia.</p>
<p>The central issue to be determined by the Court was whether online platforms are liable, as publishers, for the content published on their platforms, which is alleged to be racist, vilificatory, abusive and defamatory.</p>
<p>On the one hand, Google made categorical defences that (i) the videos did not convey any of the complained of imputations; (ii) the videos enjoyed qualified privilege as they were published on government and political matters; (iii) the Bruz video ""concerned a matter of public interest"" and Google genuinely believed that such publication would be in public interest and thus protected under Section 29A of the Defamation Act; (iv) the complained of videos were ""expressions of opinion of a person other than Google"" and were not ""statement of fact"" and the opinion therein related to matters of public interest and was based on proper material or perceived to be based on proper material, thus being protected under Section 31(3) of the Defamation Act. [para. 194] Later on, on the first day of the trial, Google dropped all of its defences.</p>
<p>On the other hand, the applicant argued that while he accepts that ""as a politician, he was open to public scrutiny for his public conduct and policy stances&#8221;, this would ordinarily happen when the media present questions and offer an opportunity to respond. He argued further that this was not the case with Mr Shanks&#8217; videos, which were clearly false accusations and &#8220;just a vile attack on [him] using racism and claims of corruption"". [paras. 65-67] The applicant raised six additional grounds for the grant of aggravated damages against Google:</p>
<p>(i) failure to remove the two videos complained of;</p>
<p>(ii) continued failure to remove the videos despite being aware of the harassment and abuse against the applicant;</p>
<p>(iii) Google removing the video only by the first day of the trial;</p>
<p>(iv) general conduct of Google;</p>
<p>(v) Google remaining unapologetic;</p>
<p>(vi) Improper examination of the applicant by Google. [para. 310]</p>
<p>The relevant applicable rules are Sections 29A, 30, and 31 of the Defamation Act. It is important to note here that Section 29A was introduced under the Defamation Act after the commencement of the proceedings.</p>
<p><em>""<strong>29AÂ Â  Defence of publication of matter concerning issue of public interest.</strong></em></p>
<p><em>(1) It is a defence to the publication of defamatory matter if the defendant proves thatâ€”</em></p>
<p><em>(a) the matter concerns an issue of public interest, and</em></p>
<p><em>(b) the defendant reasonably believed that the publication of the matter was in the public interest.</em></p>
<p><em>â€¦</em></p>
<p><em>(3) Without limiting subsection (2), the court may take into account the following factors to the extent the court considers them applicable in the circumstancesâ€”</em></p>
<p><em>(a) the seriousness of any defamatory imputation carried by the matter published,</em></p>
<p><em>(b) the extent to which the matter published distinguishes between suspicions, allegations and proven facts,</em></p>
<p><em>(c) the extent to which the matter published relates to the performance of the public functions or activities of the person,</em></p>
<p><em>â€¦</em></p>
<p><em>(g) whether the matter published contained the substance of the person's side of the story and, if not, whether a reasonable attempt was made by the defendant to obtain and publish a response from the person,</em></p>
<p><em>(h) any other steps taken to verify the information in the matter published,</em></p>
<p><em>â€¦"".</em></p>
<p><em>""<strong>30Â Â  Defence of qualified privilege for provision of certain information.</strong></em></p>
<p><em>(1)Â  There is a defence of qualified privilege for the publication of defamatory matter to a person (the recipient) if the defendant proves thatâ€”</em></p>
<p><em>(a)Â  the recipient has an interest or apparent interest in having information on some subject, and</em></p>
<p><em>(b)Â  the matter is published to the recipient in the course of giving to the recipient information on that subject, and</em></p>
<p><em>(c)Â  the conduct of the defendant in publishing that matter is reasonable in the circumstances.</em></p>
<p><em>â€¦"".</em></p>
<p><em>""<strong>31Â Â  Defences of honest opinion.</strong></em></p>
<p><em>â€¦</em></p>
<p><em>(3) It is a defence to the publication of defamatory matter if the defendant proves thatâ€”</em></p>
<p><em>(a) the matter was an expression of opinion of a person (the commentator), other than the defendant or an employee or agent of the defendant, rather than a statement of fact, and</em></p>
<p><em>(b) the opinion related to a matter of public interest, and</em></p>
<p><em>(c) the opinion is based on proper material.</em></p>
<p><em>â€¦"".</em></p>
<p>The Court first noted that exercising freedom of speech and communication of opinion is an essential feature of a healthy democracy, but nothing can be claimed to be absolute. The Court accordingly found that the responses received by the applicant because of the videos to be ""vitriolic and hateful"" and amounting to ""cyber bullying and harassment of Mr. Barilaro"". [para. 212] The Court then elaborated that even though politicians and public figures are to expect that their conduct and policies will be subjected to public scrutiny, criticism, and even ""vehement disagreement"", ""they are at least entitled to expect that care should be taken to check that the facts upon which such criticism is based are true."" <em>Austin v. Mirror Newspapers Ltd.</em> [1986] AC 299 at 313E [paras. 214 and 215] The Court further noted that legitimate criticism does not extend to engaging in a torrent to gratuitous racial slurring, stereotyping, name-calling, or threats of violence against the personal safety of the persons, and his or her partner or children. [para. 213]</p>
<p>Afterwards, the Court made a detailed scrutiny, taking into account the factual evidence of the extent of the videos, the earnings of Google from the videos, and the harm caused to the reputation of the applicant. [paras. 254 to 278] The Court acknowledged the evidence submitted by the applicant that the imputations were false. [para. 291] The Court consequently observed that ""the wrong done to the claimant includes the injury to both his or her feelings and reputation."" [para. 287] The Court also found Google to be aware of all of Mr. Shanks' videos attacking Mr. Barilaro and Google's act of allowing and keeping the videos uploaded made Google a publisher as well. [para. 290] As for Google's defence that it is not liable for any harm that Mr Barilaro suffered before suing the company as a publisher on and from 22 December 2020, the Court was of the view that ""a publisher cannot [provide] evidence of similar or earlier publications for the purpose of establishing that the publisher's defamatory publication did not cause all of the damage of which the claimant complains in a proceeding for defamation."" [para. 284]</p>
<p>The Court made a detailed analysis of the YouTube's policies and guidelines on allowable content. [paras. 112â€“128] The Court quoted YouTube policies to define harassment and cyberbullying as ""content that features prolonged name calling or malicious insults such as racial slurs based on an individual's intrinsic characteristics."" The Court also quoted hate speech definition which stated that ""content that promoted hatred against an individual based on attributes such as ethnicity or race, racial or other slurs or stereotypes that incited hatred on such a basis, claims that an individual is 'mentally inferior' on such a basis and putting conspiracy theories that an individual is 'evil, corrupt or malicious based on any of those attributes."" [paras. 326, 327] The Court also made reference to the Racial Discrimination Act 1975 and pointed out that the International Convention on the Elimination of all forms of Racial Discrimination has been ratified by Section 7 of the said act and the convention is set out in the Schedule to the act. The Court stated the ""An act done, communicated to the public, that is reasonably likely, in all the circumstances, to offend, insult, humiliate or intimidate another person and that is done because of the person's race, national or ethnic origin"" is unlawful by the virtue of Section 18C(1) of the Act. The Court expounded that ""[h]ate filled speech and vitriolic, constant public cyberbullying, however, cannot be classified as in any way acceptable means of communication in a democratic society governed by the rule of law."" [para. 348]</p>
<p>Afterwards, the Court emphasised that since Google operates a sizeable business in Australia, an understanding of Australian law is to be expected. [para. 333] The Court rejected Google's defence that insulting was not the focus of the Bruz video, highlighting that the ""Bruz video was a running stream of insults"". [para. 334] Google also submitted that it not the ""creator of the content"" and is thus in a different position than Mr. Shanks. However, the Court observed that ""every publisher of defamatory matter is equally liable for its publication."" [para. 338] The Court also noted that Google's knowledge of the videos, their impact and yet lack of any actions makes them liable for defamation. [paras. 339-342] The Court concluded that Google's conduct in allowing the defamatory videos to remain online aggravated the hurt to the applicant and also portrayed that Google had a &#8220;bona fide&#8221; defence was unjustifiable, improper, and non bona fide. [paras. 348-349]</p>
<p>The Court further found the pleading of qualified privilege on the implied freedom at common law, as raised by Google to be unjustifiable for the following reasons:</p>
<p>(i) Lack of reciprocity of duty and interest between Google as a publisher and the general audience to justify the publication of the content complained. [para. 364]</p>
<p>(ii) A defence of qualified privilege would not succeed since it cannot be in the common interest of society to allow the reputation of a defamed person to be severely damaged before a large audience.</p>
<p>(iii) Unreasonableness of conduct on the part of Google, as a claim of qualified privilege requires the conduct of the publisher to be reasonable. [paras. 367-368] And in this particular case, Google ""made no attempt to seek, let alone put, Mr Barilaro's side of the various subjects on which he was attacked and there was no conceivable reason to suggest doing so was not practicable or unnecessary"".</p>
<p>With regard to Google's defence under the amended Section 29A, which was later dropped by Google itself, the Court stated that the requirements of the new law would only be applicable to matters for which the cause of action arises after the commencement of the new law. Thus, no retrospective application would be present. [paras. 379, 381] Nevertheless, the Court stated that the hypothetical application of the amended act would require the establishment of the fact that Google had a reasonable belief in the public interest of the publication of the video. [paras. 382, 387]</p>
<p>The Court finally discussed various legal principles regarding the award of damages for defamation. It noted that the purpose of compensatory damages is threefold, (i) to console for the personal hurt and distress caused by the publication; (ii) to repair damages done to reputation; (iii) to vindicate personal reputation. [para. 292] Section 34 of the Defamation Act mandates that the damages awarded should have an ""appropriate and rational relationship"" with the harm caused to the reputation. [para. 293] After analysing the harm caused to the applicant by the videos and Google's inaction, the Court was of the opinion that the compensation should also include ""Google's aggravation of damages"". [para. 309]</p>
<p>The Court explained that aggravated damages are compensatory rather than punitive. According to the Court, such damages are warranted when when the conduct of the publisher goes beyond what is ""proper, justifiable or bonafide"". [para. 311] The Court rejected Google's defence that the applicant did not use the proper form to lodge a complaint, and that the damage was caused by the initial publication, and no further harm was caused because Google did not remove the videos complained of. [paras. 315-316] The Court also stressed that Google's continuous failure to apologize aggravated the damages to the applicant. [para. 394]</p>
<p>In conclusion, the Court held that Google driven by commercial profit ""made a considered decision to keep the Bruz and Secret Dictatorship videos &#8230; knowing of their content and Mr Barilaro's complaints"" and with that, ""Google encouraged and facilitated Mr Shanks in his vitriolic, obsessional, hate filled cyberbullying and harassment of Mr Barilaro"". [para. 402] This is despite the fact that Google has been keen to introduce YouTube as a platform with sensitive policies aimed to protect individuals against racism, harassment, hatred, and cyberbullying, which failed to provide any protection to the applicant. [para. 403] Accordingly, Google was deemed a responsible publisher and was therefore liable for the significant damage caused by Mr Shanks' videos against the applicant. [para. 404]</p>
<p>Having considered all aggravating factors, the seriousness of the accusations, and the reputational harm suffered by the applicant, the Court ordered Google to pay the applicant the sum of $675,000 and a prejudgment interest of $40,000. [para. 405]</p>","Austl., Barilaro v. Google LLC, [2022] FCA 650","International Convention on the Elimination of All Forms of Racial Discrimination 1965 http://www.ohchr.org/EN/ProfessionalInterest/Pages/CERD.aspx [intl] | Austl., Defamation Act 2005 [national] | Austl., Austin v. Mirror Newspapers Ltd [1986] AC 299; (1985) 3 NSWLR 354 [national] | Austl., Gardiner v. John Fairfax & Sons Pty Ltd (1942) 42 SR (NSW) 171 [national] | Austl., Lange v. Austl. Broad. Corp., (1997) 189 CLR 520 [national]",,"<p>The decision primarily focuses on the liability of online platforms as publishers, which arises from allowing unlawful content that goes beyond the limits of freedom of expression. While upholding freedom of expression is necessary, and despite the significant role played by publishers such as Google, YouTube, and Twitter, it remains crucial that these platforms ensure protection for individuals against hate speech, racist expressions, cyberbullying, and other forms of abuse.</p>",https://globalfreedomofexpression.columbia.edu/cases/barilaro-v-google-llc/,thefederalcourtofaustraliahasorderedgooglellctopayaudasdamagestojohnbarilarotheapplicantwhowasthetargetofdefamatorycontentandfalseimputationsonyoutubeinviolationofthelawjohnbarilarotheformerdeputyprem,Matched (3),Australia,Australia,AUS,67,0.846,0.828,0.837,0.918,0.898,0.918,0.918,0.911,0.925,0.988,0.988,0.988,0.897,0.897,0.897,2.713,2.713,2.295,1.965,1.68,1.68,1.834,1.834,1.834,2.796,2.796,2.796,2.332,2.332,2.332,3.279,3.279,3.279,3.014,3.014,3.014,2.947,2.947,2.947,2.628,2.628,2.628,1.835,1.835,1.835,2.212,1.827,2.424,True,Common,High Court of Australia,mid,0,1,0,3.014,3.014,3.014,Jordan Shanks; Google LLC; Google Incorporation,"""Mr Barilaro filed a lawsuit against Jordan Shank and Google Incorporation""","The summary states that John Barilaro filed a defamation suit against Jordan Shanks and Google Incorporation, and the Court ordered Google LLC to pay damages, so these are the defendants in the underlying case.",unclear,"""filed a defamation suit against Jordan Shanks and Google Incorporation""; ""platform operated by Google LLC""","Jordan Shanks is a private individual content creator (citizen) while Google LLC/Google Incorporation are an online platform operator (intermediary). Because the multiple defendants fall into different categories and are treated together, the collective classification is marked as unclear.",
bangladesh,BGD,2023,0.428571428571429,0.555555555555556,0.555555555555556,0.380952380952381,0.475308641975309,0.475308641975309,0.461538461538462,0.565656565656566,0.565656565656566,0.0,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.333333333333333,0.2,0.2,0.461538461538462,0.565656565656566,0.565656565656566,0.25,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,4,0,0,2,0,0,5,0,0,0,-3,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,old_judicial_decisions,,Bangladesh_2023_02,8-Dec-23,Expands Expression,Oversight Board,International Human Rights Law|Meta's content policies,Facebook Community Standards>Violence And Criminal Behavior>Coordinating Harm and Promoting Crime,Electronic / Internet-based Communication,,,,,error,,,,,,,,,,,Matched (3),Bangladesh,Bangladesh,BGD,24,0.253,0.261,0.255,0.343,0.383,0.371,0.221,0.23,0.233,0.138,0.111,0.149,-1.218,-0.982,-0.852,-1.226,0.349,-1.024,-1.632,-1.25,-1.509,-2.5,-1.972,-2.415,-0.381,-0.381,0.164,-1.566,-2.234,-1.663,-1.763,-1.763,-1.217,-1.979,-2.225,-2.208,-0.726,-0.726,-0.726,-0.899,-1.29,-0.788,1.721,1.721,1.721,-0.855,-0.855,-0.531,True,Mixed,Appellate Division of the Supreme Court of Bangladesh (‡¶¨‡¶æ‡¶Ç‡¶≤‡¶æ‡¶¶‡ßá‡¶∂ ‡¶∏‡ßÅ‡¶™‡ßç‡¶∞‡ßÄ‡¶Æ ‡¶ï‡ßã‡¶∞‡ßç‡¶ü‡ßá‡¶∞ ‡¶Ü‡¶™‡¶ø‡¶≤ ‡¶¨‡¶ø‡¶≠‡¶æ‡¶ó),oversight body,0,0,1,,,,,,,unclear,,,No batch result for this row
